@relation  ring
@attribute A1 real[-6879.0,6285.0]
@attribute A2 real[-7141.0,6921.0]
@attribute A3 real[-7734.0,7611.0]
@attribute A4 real[-6627.0,7149.0]
@attribute A5 real[-7184.0,6383.0]
@attribute A6 real[-6946.0,6743.0]
@attribute A7 real[-7781.0,6285.0]
@attribute A8 real[-6882.0,6357.0]
@attribute A9 real[-7184.0,7487.0]
@attribute A10 real[-7232.0,6757.0]
@attribute A11 real[-7803.0,7208.0]
@attribute A12 real[-7395.0,6791.0]
@attribute A13 real[-7096.0,6403.0]
@attribute A14 real[-7472.0,7261.0]
@attribute A15 real[-7342.0,7372.0]
@attribute A16 real[-7121.0,6905.0]
@attribute A17 real[-7163.0,7175.0]
@attribute A18 real[-8778.0,6896.0]
@attribute A19 real[-7554.0,5726.0]
@attribute A20 real[-6722.0,7627.0]
@attribute Class{0,1}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
@outputs Class
@data
-1087.0, 884.0, -418.0, 1137.0, -19.0, 1532.0, -369.0, -1322.0, 188.0, 387.0, -965.0, -2438.0, 1637.0, 713.0, 1.0, 346.0, 1284.0, -2202.0, -184.0, 56.0, 0
518.0, 646.0, -124.0, -95.0, -43.0, -3467.0, 995.0, 421.0, -2214.0, 1819.0, 292.0, 639.0, -2206.0, -164.0, 1797.0, -938.0, -713.0, -776.0, 737.0, 351.0, 0
36.0, -232.0, -1323.0, -97.0, -1097.0, 396.0, 2149.0, 716.0, -297.0, -1124.0, 1061.0, -69.0, 46.0, 68.0, -759.0, -859.0, -1491.0, -1792.0, 1795.0, -925.0, 0
3295.0, 38.0, -762.0, -2121.0, -143.0, -921.0, 562.0, -1282.0, 451.0, -1953.0, -81.0, 1359.0, 622.0, -3467.0, 1523.0, 1876.0, 2478.0, -144.0, 1105.0, 399.0, 0
-698.0, -1498.0, 333.0, 102.0, -4.0, -231.0, -1554.0, 3758.0, -2863.0, 17.0, 1409.0, 2658.0, 501.0, -1476.0, -623.0, 114.0, -1215.0, -2479.0, 1635.0, 115.0, 0
2178.0, -917.0, 3577.0, 1982.0, -1891.0, -344.0, -941.0, -102.0, 945.0, -1358.0, -1634.0, 1346.0, 472.0, 122.0, -3408.0, 305.0, 445.0, 4139.0, -2098.0, 2229.0, 0
-2059.0, 2446.0, -1943.0, 1294.0, -2359.0, -33.0, -218.0, -1345.0, 2136.0, -1607.0, 636.0, -1672.0, -514.0, 1558.0, 84.0, -379.0, -199.0, 2144.0, 163.0, -1465.0, 0
2176.0, -1123.0, 1321.0, 442.0, 689.0, -2961.0, 2308.0, 1568.0, -2138.0, 185.0, 787.0, -701.0, -407.0, -2822.0, 4206.0, -1166.0, -469.0, 1699.0, 1584.0, -316.0, 0
2624.0, -2527.0, -1785.0, 136.0, 323.0, -52.0, -1511.0, 1659.0, -258.0, -2562.0, -1507.0, 1593.0, -464.0, 284.0, -1745.0, -2152.0, -1211.0, -1371.0, 1036.0, -1423.0, 0
-113.0, 2317.0, 1076.0, -254.0, 1122.0, 1037.0, -201.0, 2805.0, -777.0, 89.0, 1249.0, -57.0, -113.0, -597.0, -99.0, -1361.0, 679.0, -502.0, 1474.0, 728.0, 0
101.0, 1495.0, -936.0, 144.0, -1659.0, -983.0, -2048.0, -2179.0, 482.0, -134.0, -2654.0, 149.0, -351.0, -78.0, -232.0, -464.0, -1102.0, -2364.0, -2077.0, -3267.0, 0
-408.0, -366.0, -235.0, -3083.0, 1732.0, -1644.0, 1258.0, 1031.0, -1932.0, -104.0, -257.0, -1573.0, -993.0, 26.0, 702.0, -108.0, 2548.0, -893.0, 1066.0, -2685.0, 0
-1484.0, 3423.0, 1668.0, 8.0, -98.0, 1576.0, -135.0, 647.0, -422.0, 2192.0, -29.0, 93.0, 2623.0, -3512.0, -435.0, 2054.0, -1676.0, -1076.0, -227.0, 1577.0, 0
4384.0, -3317.0, 983.0, 1532.0, -1009.0, 1533.0, -3528.0, 975.0, -725.0, -296.0, 802.0, 1063.0, -784.0, -665.0, 847.0, -649.0, -328.0, 134.0, -1538.0, 2135.0, 0
2411.0, 2665.0, 1399.0, 253.0, -2344.0, -515.0, -219.0, -878.0, -157.0, 2371.0, -264.0, 683.0, -2677.0, 1046.0, -1095.0, 2.0, 862.0, -2081.0, 1242.0, -1015.0, 0
612.0, 1066.0, -1907.0, -1832.0, -4017.0, 19.0, 347.0, 263.0, -548.0, 1015.0, -2775.0, 1586.0, 77.0, 143.0, 982.0, 1606.0, -1263.0, 168.0, 1096.0, -181.0, 0
449.0, 367.0, 477.0, 846.0, -158.0, 198.0, 1106.0, 1452.0, 404.0, 3222.0, -2167.0, -2138.0, 476.0, 1297.0, 787.0, -2301.0, 1399.0, -4494.0, 2295.0, -863.0, 0
186.0, 185.0, 76.0, 329.0, 108.0, -473.0, 471.0, 299.0, 2786.0, -859.0, -1168.0, -18.0, 3541.0, -3557.0, -3769.0, -931.0, -652.0, -1517.0, -2338.0, 1125.0, 0
-1491.0, 2241.0, 3302.0, 292.0, 774.0, -2725.0, 1165.0, 773.0, -1886.0, 162.0, 223.0, -99.0, 1.0, -2148.0, -4228.0, 6096.0, 108.0, -237.0, -1454.0, 505.0, 0
2829.0, -1264.0, 1337.0, -223.0, 1216.0, -1467.0, 1784.0, 1678.0, 3331.0, 903.0, -2005.0, 415.0, -1088.0, 2217.0, -266.0, 2064.0, 232.0, 4002.0, -1187.0, -1705.0, 0
-117.0, 2611.0, -4025.0, -304.0, 2208.0, -725.0, 2013.0, -3246.0, 126.0, -773.0, -2229.0, -1333.0, 634.0, -107.0, -4.0, -889.0, 3672.0, -222.0, -451.0, 458.0, 0
1695.0, 1708.0, -63.0, -1725.0, 2687.0, -8.0, 742.0, 15.0, 668.0, 2226.0, 3035.0, 1068.0, -287.0, 2323.0, -1168.0, -228.0, 1168.0, -2876.0, -308.0, 5.0, 0
-101.0, -84.0, -4368.0, -178.0, -1788.0, -1159.0, -1894.0, -38.0, -2235.0, -509.0, -1324.0, -3535.0, 24.0, -1398.0, 548.0, -1363.0, 1788.0, -2348.0, 1979.0, -4141.0, 0
-641.0, 166.0, -512.0, 3569.0, -1529.0, 1692.0, 159.0, -739.0, -467.0, 261.0, 3162.0, 297.0, -746.0, 2026.0, 1024.0, 17.0, -445.0, -36.0, 742.0, 2233.0, 0
-9.0, -1217.0, -2041.0, 9.0, -395.0, -329.0, -2158.0, 19.0, 143.0, 227.0, 1711.0, -2394.0, 649.0, -89.0, 27.0, 999.0, 306.0, -373.0, 709.0, 4238.0, 0
-3021.0, 3065.0, 583.0, -1284.0, 1397.0, -655.0, -892.0, -1473.0, -786.0, 1651.0, -2806.0, -443.0, -2194.0, -1462.0, 6.0, -42.0, -595.0, 2501.0, -1558.0, 885.0, 0
3588.0, -3033.0, 2352.0, 184.0, 385.0, -1.0, 272.0, 707.0, -2785.0, -307.0, 11.0, 1298.0, -1784.0, 2215.0, 85.0, -97.0, 2205.0, 148.0, -817.0, 2847.0, 0
832.0, 873.0, 238.0, -1591.0, 264.0, -1102.0, 1267.0, -174.0, -18.0, 874.0, -492.0, 66.0, 1956.0, 2323.0, -1366.0, 338.0, -396.0, 1061.0, -792.0, -96.0, 0
-316.0, 1275.0, 3388.0, -1116.0, -2088.0, 598.0, -78.0, 613.0, 1471.0, -2266.0, 1624.0, 943.0, 305.0, -357.0, 1452.0, 1047.0, 236.0, 684.0, -1026.0, 1611.0, 0
2273.0, 2007.0, -247.0, 274.0, 2058.0, -877.0, 526.0, 349.0, 491.0, 3018.0, 289.0, -3313.0, 315.0, -1221.0, 124.0, -9.0, -1493.0, 537.0, -4171.0, -14.0, 0
1772.0, -1064.0, -3158.0, 278.0, 189.0, 355.0, 6.0, 1555.0, -1592.0, -2186.0, -274.0, -1048.0, -1464.0, -1021.0, 239.0, -484.0, -2452.0, -42.0, -189.0, 3799.0, 0
462.0, -1838.0, -1789.0, 924.0, 17.0, 575.0, -2754.0, 2769.0, -408.0, 211.0, -317.0, -1389.0, 2602.0, -228.0, 1814.0, 142.0, 624.0, -1123.0, 12.0, -824.0, 0
1233.0, -701.0, 2416.0, -3962.0, 1154.0, 12.0, -31.0, 2526.0, -617.0, -472.0, -115.0, -305.0, -307.0, 38.0, 147.0, 44.0, 2415.0, 468.0, 13.0, -591.0, 0
1913.0, -1126.0, -302.0, 2454.0, 1462.0, -2645.0, 7.0, 2548.0, -352.0, -618.0, 443.0, 729.0, 2817.0, -638.0, 3099.0, -223.0, 1082.0, 282.0, -301.0, 2549.0, 0
2813.0, -667.0, 4362.0, -885.0, 84.0, 2758.0, -599.0, 1494.0, 52.0, -3688.0, -37.0, 1577.0, -12.0, -655.0, -647.0, -1092.0, 954.0, -168.0, 827.0, 1134.0, 0
-1158.0, 2721.0, 124.0, -74.0, -911.0, 87.0, -726.0, -1104.0, 3301.0, -1453.0, 123.0, -1754.0, 2493.0, 412.0, 1419.0, 111.0, -585.0, -1157.0, -179.0, 619.0, 0
-1658.0, -634.0, -1607.0, -1401.0, 688.0, 2261.0, -2572.0, 82.0, 2458.0, 2144.0, -18.0, 2103.0, -49.0, -1434.0, 208.0, -418.0, -58.0, 1372.0, -2768.0, -287.0, 0
4043.0, -454.0, -154.0, -144.0, -237.0, -74.0, 361.0, 508.0, -13.0, -1644.0, -1196.0, 912.0, -99.0, 709.0, 365.0, -1724.0, -1901.0, -265.0, 582.0, 741.0, 0
-3618.0, -443.0, -1328.0, -1455.0, 1087.0, 1714.0, 1674.0, 678.0, -932.0, -635.0, -946.0, -186.0, -228.0, 2378.0, 2116.0, 1859.0, 394.0, -102.0, 374.0, 3724.0, 0
