@relation  ring
@attribute A1 real[-6879.0,6285.0]
@attribute A2 real[-7141.0,6921.0]
@attribute A3 real[-7734.0,7611.0]
@attribute A4 real[-6627.0,7149.0]
@attribute A5 real[-7184.0,6383.0]
@attribute A6 real[-6946.0,6743.0]
@attribute A7 real[-7781.0,6285.0]
@attribute A8 real[-6882.0,6357.0]
@attribute A9 real[-7184.0,7487.0]
@attribute A10 real[-7232.0,6757.0]
@attribute A11 real[-7803.0,7208.0]
@attribute A12 real[-7395.0,6791.0]
@attribute A13 real[-7096.0,6403.0]
@attribute A14 real[-7472.0,7261.0]
@attribute A15 real[-7342.0,7372.0]
@attribute A16 real[-7121.0,6905.0]
@attribute A17 real[-7163.0,7175.0]
@attribute A18 real[-8778.0,6896.0]
@attribute A19 real[-7554.0,5726.0]
@attribute A20 real[-6722.0,7627.0]
@attribute Class{0,1}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
@outputs Class
@data
-1472.0, 746.0, -2628.0, -12.0, 632.0, 373.0, 134.0, 525.0, -487.0, 946.0, 814.0, -1363.0, 1107.0, -123.0, -1191.0, -1315.0, 2329.0, -2304.0, -2791.0, 1233.0, 0
1759.0, -252.0, 236.0, 306.0, 2175.0, -473.0, -298.0, 239.0, -1356.0, 2858.0, -738.0, 2305.0, -2791.0, 847.0, 1406.0, 1767.0, -1465.0, -2135.0, -3301.0, 1466.0, 0
746.0, -627.0, -1721.0, -355.0, 586.0, -2617.0, 1936.0, 2025.0, 616.0, 733.0, 1356.0, -105.0, 51.0, -214.0, 255.0, 18.0, -279.0, 706.0, -1482.0, -3463.0, 0
-374.0, 729.0, 1171.0, 71.0, 1159.0, -762.0, 1421.0, -272.0, -1531.0, -1083.0, -2803.0, 55.0, -346.0, -1203.0, 2688.0, 256.0, 1529.0, -2671.0, 622.0, 844.0, 0
22.0, -112.0, 1586.0, -1189.0, -925.0, 5.0, 505.0, 1135.0, -6279.0, 1411.0, -1848.0, 208.0, 401.0, -968.0, 1545.0, -253.0, -1417.0, 283.0, 461.0, -485.0, 0
9.0, -42.0, 665.0, 2124.0, -2372.0, 202.0, 822.0, -1462.0, 692.0, -1692.0, 441.0, 771.0, 499.0, 494.0, -1521.0, -2694.0, 3153.0, 2208.0, 1201.0, 564.0, 0
-3012.0, 349.0, -1818.0, -169.0, -712.0, -256.0, 2274.0, -88.0, -1484.0, -1349.0, -165.0, -1166.0, -1162.0, 1191.0, 538.0, 816.0, 1086.0, 401.0, -69.0, 676.0, 0
1104.0, -1978.0, 2223.0, -274.0, 151.0, -808.0, 2835.0, 522.0, -2408.0, 92.0, 3698.0, -2228.0, 494.0, -4076.0, -165.0, 492.0, -167.0, 1853.0, 1445.0, 684.0, 0
207.0, -1619.0, -668.0, 3.0, -3051.0, 775.0, 742.0, -1207.0, 1102.0, -3193.0, -3117.0, 501.0, -454.0, 957.0, -1364.0, 121.0, 779.0, -134.0, 2666.0, 489.0, 0
-1.0, 9.0, 1647.0, 374.0, 198.0, 211.0, -27.0, -301.0, -1987.0, 281.0, 149.0, -1229.0, -207.0, -126.0, 1124.0, -1973.0, 976.0, 1182.0, 4.0, 13.0, 0
101.0, -452.0, -439.0, 737.0, 1592.0, -928.0, 1345.0, -1577.0, 1729.0, -3357.0, -329.0, 1983.0, 549.0, 2303.0, 954.0, -1544.0, -1306.0, -3685.0, -1152.0, -1521.0, 0
-84.0, -41.0, -2543.0, 2135.0, 4844.0, -1762.0, 1071.0, 211.0, -2348.0, -255.0, 2258.0, -964.0, -851.0, -1438.0, 88.0, -1993.0, 626.0, 8.0, -316.0, -4776.0, 0
121.0, 411.0, -1407.0, 1936.0, -289.0, -135.0, -2188.0, 2321.0, -1204.0, -49.0, -1823.0, 163.0, 1309.0, -4906.0, -605.0, -7.0, 269.0, -1283.0, -1504.0, -1041.0, 0
2863.0, 29.0, -297.0, 3888.0, -2109.0, -969.0, -164.0, -119.0, -3164.0, -1209.0, 1269.0, -892.0, 8.0, -1283.0, 262.0, -1956.0, -68.0, 4293.0, -1092.0, 2142.0, 0
1301.0, 3244.0, 175.0, -1447.0, -117.0, -216.0, 74.0, -1375.0, 1033.0, -37.0, 1348.0, 2627.0, 1577.0, 802.0, 3294.0, -11.0, -939.0, -2029.0, 376.0, -702.0, 0
