@relation vehicle2
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {positive,negative}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
95, 48, 83, 178, 72, 10, 162, 42, 20, 159, 176, 379, 184, 70, 6, 16, 187, 197, negative
86, 36, 70, 143, 61, 9, 133, 50, 18, 130, 153, 266, 127, 66, 2, 10, 194, 202, negative
88, 46, 74, 171, 68, 6, 152, 43, 19, 148, 180, 349, 192, 71, 5, 11, 189, 195, positive
104, 54, 100, 186, 61, 10, 216, 31, 24, 173, 225, 686, 220, 74, 5, 11, 185, 195, negative
84, 37, 53, 121, 59, 5, 123, 55, 17, 125, 141, 221, 133, 82, 7, 1, 179, 183, negative
93, 35, 66, 154, 59, 6, 142, 46, 18, 128, 162, 304, 120, 64, 5, 13, 197, 202, negative
101, 48, 107, 222, 68, 10, 208, 32, 24, 154, 232, 641, 204, 70, 5, 38, 190, 202, negative
88, 37, 51, 105, 52, 5, 119, 57, 17, 128, 135, 207, 125, 86, 8, 16, 179, 183, negative
94, 49, 87, 137, 54, 11, 158, 43, 20, 162, 178, 366, 186, 75, 5, 5, 183, 194, negative
98, 55, 101, 228, 70, 9, 210, 31, 24, 168, 236, 661, 245, 72, 1, 6, 188, 197, negative
101, 56, 104, 185, 53, 6, 257, 26, 28, 168, 275, 956, 230, 83, 5, 26, 180, 184, positive
97, 44, 96, 195, 63, 9, 185, 36, 22, 144, 202, 512, 165, 66, 4, 8, 191, 199, negative
89, 41, 75, 143, 56, 7, 146, 46, 19, 137, 170, 317, 156, 76, 18, 5, 184, 188, negative
96, 55, 98, 161, 54, 10, 215, 31, 24, 175, 226, 683, 221, 76, 3, 6, 185, 193, negative
87, 46, 71, 159, 66, 6, 151, 44, 19, 146, 175, 343, 189, 73, 2, 0, 186, 190, positive
79, 40, 80, 133, 55, 7, 147, 47, 19, 135, 172, 311, 144, 76, 8, 30, 181, 193, negative
86, 37, 60, 115, 54, 5, 119, 56, 17, 132, 141, 209, 129, 72, 2, 8, 186, 190, negative
80, 37, 57, 116, 55, 6, 125, 54, 18, 125, 142, 229, 132, 81, 8, 5, 178, 184, negative
94, 38, 84, 158, 55, 9, 169, 39, 20, 130, 196, 430, 155, 69, 9, 15, 190, 195, negative
86, 43, 68, 152, 62, 7, 150, 44, 19, 142, 179, 337, 164, 75, 4, 9, 188, 192, positive
95, 42, 85, 174, 66, 9, 153, 44, 19, 144, 168, 347, 150, 65, 11, 5, 196, 204, negative
94, 42, 68, 150, 64, 7, 128, 52, 18, 143, 154, 246, 159, 69, 14, 5, 192, 196, negative
89, 40, 77, 159, 65, 9, 144, 46, 19, 141, 168, 314, 143, 70, 0, 5, 190, 200, negative
95, 47, 88, 162, 64, 11, 159, 43, 20, 157, 176, 371, 185, 71, 12, 13, 189, 198, negative
93, 49, 79, 180, 65, 7, 173, 37, 21, 158, 189, 463, 194, 70, 5, 10, 197, 202, positive
89, 37, 54, 119, 53, 5, 134, 50, 18, 127, 151, 266, 146, 79, 16, 14, 184, 185, negative
90, 36, 57, 130, 57, 6, 121, 56, 17, 127, 137, 216, 132, 68, 22, 23, 190, 195, negative
90, 46, 80, 143, 62, 11, 159, 43, 20, 156, 169, 366, 186, 74, 17, 7, 185, 193, negative
86, 36, 77, 165, 60, 7, 150, 45, 19, 128, 174, 331, 131, 66, 0, 32, 196, 203, negative
88, 37, 63, 130, 58, 5, 125, 54, 18, 130, 141, 230, 145, 74, 14, 20, 184, 188, negative
90, 43, 72, 172, 59, 8, 154, 42, 19, 144, 174, 360, 158, 61, 15, 9, 203, 209, negative
93, 36, 64, 165, 69, 8, 136, 49, 18, 136, 161, 279, 127, 67, 2, 29, 193, 204, negative
94, 44, 84, 216, 74, 6, 184, 35, 22, 145, 208, 525, 154, 73, 4, 22, 196, 197, positive
93, 35, 72, 172, 62, 7, 149, 44, 19, 124, 169, 334, 125, 62, 5, 30, 203, 210, negative
82, 38, 53, 125, 59, 5, 133, 51, 18, 128, 152, 259, 146, 87, 0, 0, 177, 183, negative
107, 52, 101, 218, 64, 11, 202, 33, 23, 164, 219, 610, 192, 65, 17, 2, 197, 206, negative
110, 51, 104, 191, 57, 12, 213, 31, 24, 162, 226, 674, 190, 68, 18, 2, 191, 199, negative
106, 54, 103, 161, 47, 4, 247, 27, 27, 166, 266, 892, 242, 85, 4, 11, 181, 183, positive
96, 49, 98, 187, 59, 6, 213, 31, 24, 152, 228, 680, 210, 77, 8, 28, 188, 189, positive
