@relation yeast4
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class  {positive, negative}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.58, 0.44, 0.57, 0.13, 0.5, 0.0, 0.54, 0.22, negative
0.51, 0.4, 0.56, 0.17, 0.5, 0.5, 0.49, 0.22, negative
0.4, 0.42, 0.57, 0.35, 0.5, 0.0, 0.53, 0.25, negative
0.51, 0.51, 0.52, 0.51, 0.5, 0.0, 0.54, 0.22, negative
0.8, 0.88, 0.36, 0.39, 0.5, 0.0, 0.56, 0.33, negative
0.38, 0.61, 0.61, 0.12, 0.5, 0.0, 0.53, 0.47, negative
0.57, 0.53, 0.53, 0.34, 0.5, 0.0, 0.53, 0.22, negative
0.41, 0.54, 0.39, 0.2, 0.5, 0.0, 0.51, 0.22, negative
0.37, 0.36, 0.56, 0.18, 0.5, 0.0, 0.48, 0.26, negative
0.49, 0.39, 0.52, 0.29, 0.5, 0.0, 0.48, 0.22, negative
0.66, 0.62, 0.49, 0.1, 0.5, 0.0, 0.49, 0.22, negative
0.45, 0.58, 0.48, 0.67, 0.5, 0.0, 0.52, 0.22, negative
0.41, 0.46, 0.59, 0.19, 0.5, 0.0, 0.58, 0.27, negative
0.48, 0.54, 0.55, 0.12, 0.5, 0.0, 0.51, 0.22, negative
0.58, 0.51, 0.49, 0.27, 0.5, 0.0, 0.57, 0.29, negative
0.48, 0.45, 0.55, 0.5, 0.5, 0.0, 0.53, 0.22, negative
0.46, 0.38, 0.47, 0.22, 0.5, 0.0, 0.52, 0.27, negative
0.38, 0.5, 0.37, 0.26, 0.5, 0.0, 0.43, 0.22, negative
0.47, 0.52, 0.5, 0.4, 0.5, 0.0, 0.41, 0.22, negative
0.44, 0.52, 0.41, 0.23, 0.5, 0.0, 0.51, 0.22, negative
0.3, 0.32, 0.57, 0.19, 0.5, 0.0, 0.48, 0.55, negative
0.59, 0.67, 0.56, 0.41, 0.5, 0.0, 0.47, 0.22, negative
0.47, 0.47, 0.57, 0.48, 0.5, 0.0, 0.48, 0.22, negative
0.4, 0.38, 0.53, 0.16, 0.5, 0.0, 0.52, 0.27, negative
0.41, 0.4, 0.59, 0.47, 0.5, 0.0, 0.48, 0.43, negative
0.37, 0.46, 0.4, 0.27, 0.5, 0.0, 0.45, 0.22, negative
0.43, 0.57, 0.53, 0.16, 0.5, 0.0, 0.54, 0.22, negative
0.28, 0.37, 0.61, 0.09, 0.5, 0.0, 0.52, 0.55, negative
0.44, 0.39, 0.53, 0.14, 0.5, 0.0, 0.54, 0.44, negative
0.45, 0.43, 0.51, 0.24, 0.5, 0.0, 0.54, 0.33, negative
0.67, 0.71, 0.52, 0.65, 0.5, 0.0, 0.53, 0.36, negative
0.49, 0.47, 0.53, 0.16, 0.5, 0.0, 0.48, 0.27, negative
0.71, 0.59, 0.48, 0.43, 0.5, 0.0, 0.59, 0.22, negative
0.66, 0.45, 0.5, 0.23, 0.5, 0.0, 0.49, 0.22, negative
0.31, 0.31, 0.56, 0.33, 0.5, 0.0, 0.52, 0.33, negative
0.49, 0.31, 0.49, 0.35, 0.5, 0.0, 0.51, 0.29, negative
0.54, 0.38, 0.52, 0.18, 0.5, 0.0, 0.48, 0.22, negative
0.59, 0.5, 0.52, 0.28, 0.5, 0.0, 0.55, 0.25, negative
0.37, 0.42, 0.51, 0.11, 0.5, 0.0, 0.57, 0.22, negative
0.63, 0.56, 0.45, 0.58, 0.5, 0.0, 0.51, 0.22, negative
0.72, 0.62, 0.34, 0.29, 0.5, 0.0, 0.56, 0.28, negative
0.57, 0.57, 0.44, 0.37, 0.5, 0.0, 0.52, 0.25, negative
0.59, 0.61, 0.34, 0.22, 0.5, 0.0, 0.51, 0.22, negative
0.49, 0.6, 0.43, 0.56, 0.5, 0.0, 0.36, 0.22, negative
0.41, 0.45, 0.53, 0.17, 0.5, 0.0, 0.51, 0.25, negative
0.53, 0.53, 0.6, 0.13, 0.5, 0.0, 0.49, 0.22, negative
0.45, 0.27, 0.57, 0.36, 0.5, 0.0, 0.52, 0.18, negative
0.23, 0.2, 0.53, 0.2, 0.5, 0.0, 0.44, 0.22, negative
0.8, 0.46, 0.5, 0.15, 0.5, 0.0, 0.53, 0.22, negative
0.41, 0.24, 0.54, 0.26, 0.5, 0.0, 0.41, 0.22, negative
0.47, 0.65, 0.54, 0.62, 0.5, 0.0, 0.53, 0.36, negative
0.54, 0.42, 0.41, 0.16, 0.5, 0.0, 0.52, 0.22, positive
0.46, 0.35, 0.53, 0.16, 0.5, 0.0, 0.51, 0.29, negative
0.58, 0.6, 0.43, 0.12, 0.5, 0.0, 0.55, 0.22, negative
0.63, 0.61, 0.41, 0.22, 0.5, 0.0, 0.51, 0.22, negative
0.32, 0.47, 0.55, 0.12, 0.5, 0.0, 0.52, 0.22, negative
0.35, 0.6, 0.47, 0.13, 0.5, 0.0, 0.52, 0.43, negative
0.77, 0.8, 0.51, 0.4, 1.0, 0.0, 0.54, 0.22, negative
0.43, 0.51, 0.48, 0.14, 0.5, 0.0, 0.5, 0.22, negative
0.63, 0.62, 0.42, 0.12, 0.5, 0.0, 0.52, 0.25, negative
0.25, 0.4, 0.51, 0.18, 0.5, 0.0, 0.5, 0.27, negative
0.74, 0.72, 0.47, 0.25, 0.5, 0.0, 0.57, 0.22, negative
