@relation vehicle0
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {positive,negative}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
93, 35, 78, 162, 60, 8, 150, 45, 19, 125, 172, 331, 137, 67, 2, 33, 191, 198, negative
95, 43, 83, 198, 69, 6, 177, 36, 21, 139, 189, 484, 163, 68, 6, 4, 196, 198, negative
89, 36, 77, 172, 62, 8, 157, 42, 19, 125, 174, 367, 126, 63, 5, 22, 198, 205, negative
90, 36, 74, 171, 60, 8, 157, 42, 19, 128, 177, 367, 123, 61, 6, 21, 197, 204, negative
99, 48, 104, 196, 63, 10, 201, 33, 23, 152, 221, 604, 199, 73, 8, 4, 188, 197, negative
78, 36, 60, 116, 56, 6, 123, 55, 17, 124, 141, 221, 121, 78, 3, 16, 178, 185, negative
80, 38, 63, 129, 55, 7, 146, 46, 19, 130, 168, 314, 158, 83, 9, 20, 180, 185, negative
95, 49, 92, 193, 62, 10, 178, 37, 21, 154, 200, 478, 171, 64, 2, 0, 198, 206, negative
107, 53, 108, 211, 63, 11, 219, 31, 25, 168, 228, 704, 198, 69, 10, 21, 190, 203, negative
106, 53, 98, 203, 63, 11, 220, 30, 25, 167, 228, 710, 214, 71, 10, 24, 188, 197, negative
89, 46, 78, 150, 63, 11, 160, 43, 20, 160, 170, 367, 176, 73, 5, 9, 185, 194, positive
97, 45, 88, 173, 67, 10, 157, 43, 20, 157, 173, 365, 157, 67, 8, 12, 192, 200, positive
104, 54, 91, 209, 67, 11, 218, 31, 24, 170, 223, 697, 196, 74, 4, 21, 187, 196, negative
80, 45, 71, 128, 56, 7, 151, 45, 19, 147, 171, 337, 176, 79, 3, 16, 181, 187, negative
106, 55, 98, 224, 68, 11, 215, 31, 24, 170, 222, 679, 214, 68, 2, 29, 189, 201, negative
98, 39, 68, 136, 56, 8, 131, 52, 18, 144, 159, 251, 134, 72, 4, 10, 186, 187, positive
90, 38, 79, 185, 69, 6, 160, 40, 20, 130, 178, 393, 133, 66, 2, 14, 198, 205, negative
98, 38, 72, 192, 69, 5, 166, 38, 20, 131, 189, 427, 138, 70, 1, 3, 200, 202, negative
81, 38, 53, 123, 58, 6, 134, 51, 18, 128, 147, 259, 148, 83, 10, 6, 177, 184, negative
81, 45, 68, 137, 60, 7, 152, 45, 19, 151, 167, 333, 179, 81, 3, 13, 179, 183, negative
85, 34, 53, 127, 58, 6, 116, 58, 17, 121, 137, 197, 127, 70, 3, 20, 185, 189, negative
94, 42, 68, 150, 64, 7, 128, 52, 18, 143, 154, 246, 159, 69, 14, 5, 192, 196, positive
108, 51, 100, 206, 63, 10, 196, 34, 23, 159, 214, 576, 201, 65, 7, 16, 194, 205, negative
109, 53, 109, 221, 69, 12, 221, 31, 25, 169, 226, 712, 212, 72, 13, 28, 188, 201, negative
108, 54, 103, 212, 65, 11, 208, 32, 24, 162, 228, 648, 240, 71, 9, 0, 189, 197, negative
85, 37, 80, 158, 59, 8, 153, 44, 19, 126, 179, 348, 136, 69, 6, 21, 191, 197, negative
108, 56, 103, 234, 73, 10, 221, 30, 25, 174, 232, 718, 214, 73, 8, 3, 187, 197, negative
105, 51, 108, 201, 62, 11, 220, 30, 25, 163, 232, 711, 202, 72, 12, 16, 189, 200, negative
94, 44, 84, 216, 74, 6, 184, 35, 22, 145, 208, 525, 154, 73, 4, 22, 196, 197, negative
95, 43, 71, 159, 64, 6, 145, 45, 19, 141, 169, 322, 171, 67, 8, 4, 195, 200, negative
107, 54, 98, 210, 66, 11, 218, 31, 24, 169, 221, 704, 216, 71, 14, 0, 188, 197, negative
89, 44, 70, 137, 58, 6, 136, 49, 18, 146, 168, 273, 166, 78, 10, 3, 186, 187, positive
102, 55, 101, 213, 67, 12, 222, 30, 25, 177, 226, 719, 213, 71, 2, 21, 187, 199, negative
93, 44, 98, 197, 62, 11, 183, 36, 22, 146, 202, 505, 152, 64, 4, 14, 195, 204, negative
101, 55, 107, 200, 61, 11, 225, 30, 25, 178, 228, 730, 204, 74, 8, 35, 187, 201, negative
80, 37, 57, 116, 55, 6, 125, 54, 18, 125, 142, 229, 132, 81, 8, 5, 178, 184, negative
89, 40, 60, 131, 56, 6, 118, 56, 17, 137, 143, 209, 153, 65, 10, 8, 193, 199, positive
100, 46, 104, 184, 60, 9, 197, 34, 23, 147, 222, 578, 198, 73, 13, 13, 189, 197, negative
108, 54, 105, 203, 62, 11, 202, 33, 23, 164, 216, 608, 235, 68, 12, 3, 190, 200, negative
98, 51, 84, 207, 72, 7, 184, 35, 21, 161, 199, 520, 198, 72, 9, 11, 196, 199, negative
101, 46, 105, 195, 61, 10, 198, 34, 23, 150, 213, 578, 195, 66, 7, 38, 192, 205, negative
106, 53, 98, 154, 47, 4, 237, 28, 26, 164, 263, 838, 222, 82, 4, 17, 185, 184, negative
88, 34, 69, 152, 57, 5, 138, 48, 18, 122, 158, 284, 120, 62, 9, 29, 204, 210, negative
86, 43, 68, 150, 64, 9, 138, 48, 18, 143, 161, 285, 174, 69, 6, 0, 192, 201, positive
97, 47, 88, 183, 60, 7, 197, 33, 23, 148, 214, 596, 201, 74, 8, 0, 192, 191, negative
93, 41, 75, 124, 51, 7, 140, 49, 18, 141, 164, 284, 149, 77, 5, 15, 184, 185, positive
82, 39, 86, 140, 54, 7, 153, 45, 19, 134, 174, 338, 139, 71, 11, 18, 183, 189, negative
89, 38, 77, 161, 62, 7, 149, 45, 19, 129, 174, 327, 153, 71, 6, 21, 188, 193, negative
101, 52, 101, 197, 62, 9, 188, 35, 22, 162, 208, 527, 203, 67, 14, 15, 193, 202, negative
100, 47, 88, 190, 60, 10, 171, 38, 21, 155, 186, 440, 169, 59, 15, 18, 201, 210, negative
100, 50, 81, 197, 67, 6, 186, 34, 22, 158, 206, 531, 198, 74, 6, 1, 197, 198, negative
96, 46, 70, 194, 70, 6, 167, 39, 20, 148, 183, 427, 171, 69, 17, 10, 200, 203, negative
81, 47, 69, 146, 64, 6, 151, 44, 19, 147, 171, 340, 195, 75, 5, 0, 183, 188, negative
86, 39, 60, 140, 60, 7, 119, 55, 17, 134, 140, 212, 141, 61, 7, 8, 200, 207, positive
82, 44, 72, 118, 52, 7, 152, 44, 19, 147, 174, 340, 177, 82, 2, 2, 180, 185, negative
104, 53, 108, 204, 64, 11, 220, 31, 25, 172, 226, 707, 203, 71, 14, 30, 189, 203, negative
100, 48, 95, 209, 68, 7, 199, 32, 23, 150, 216, 605, 200, 73, 7, 11, 192, 194, negative
107, 54, 98, 203, 65, 11, 218, 31, 25, 167, 229, 696, 216, 72, 1, 28, 187, 199, negative
113, 57, 109, 194, 56, 6, 260, 26, 28, 175, 288, 982, 261, 85, 11, 21, 182, 183, negative
106, 48, 107, 202, 61, 10, 207, 32, 24, 153, 227, 635, 200, 70, 5, 28, 190, 203, negative
89, 47, 81, 147, 64, 11, 156, 44, 20, 163, 170, 352, 188, 76, 6, 13, 184, 193, positive
91, 42, 66, 142, 58, 9, 134, 50, 18, 142, 163, 268, 164, 69, 6, 5, 191, 197, positive
84, 37, 53, 121, 59, 5, 123, 55, 17, 125, 141, 221, 133, 82, 7, 1, 179, 183, positive
91, 38, 75, 136, 53, 6, 144, 47, 19, 131, 165, 305, 149, 69, 1, 7, 186, 191, negative
97, 47, 81, 183, 64, 8, 168, 39, 20, 150, 193, 426, 182, 70, 11, 2, 192, 198, negative
86, 43, 66, 130, 56, 7, 152, 44, 19, 142, 177, 340, 173, 81, 6, 14, 181, 185, negative
92, 37, 75, 191, 71, 6, 161, 40, 20, 128, 180, 393, 135, 69, 1, 14, 195, 202, negative
110, 51, 104, 191, 57, 12, 213, 31, 24, 162, 226, 674, 190, 68, 18, 2, 191, 199, negative
85, 38, 72, 130, 53, 9, 134, 51, 18, 132, 145, 261, 123, 65, 1, 24, 188, 198, negative
93, 45, 83, 142, 56, 10, 157, 43, 20, 155, 180, 364, 188, 75, 1, 21, 184, 197, positive
89, 40, 79, 154, 64, 9, 144, 46, 19, 139, 168, 311, 149, 71, 8, 7, 188, 197, positive
108, 55, 105, 230, 68, 11, 218, 30, 24, 171, 228, 709, 210, 69, 14, 4, 190, 197, negative
111, 53, 108, 211, 61, 11, 207, 32, 23, 167, 217, 636, 216, 64, 21, 2, 196, 205, negative
98, 40, 77, 171, 61, 6, 172, 37, 21, 139, 197, 457, 141, 72, 4, 17, 199, 201, negative
89, 42, 75, 140, 55, 6, 145, 46, 19, 139, 170, 312, 166, 71, 15, 26, 191, 198, negative
107, 52, 101, 218, 64, 11, 202, 33, 23, 164, 219, 610, 192, 65, 17, 2, 197, 206, negative
97, 41, 88, 184, 59, 9, 175, 38, 21, 140, 192, 459, 147, 63, 1, 5, 196, 205, negative
90, 37, 80, 171, 58, 9, 157, 42, 20, 132, 172, 373, 115, 60, 3, 18, 201, 209, negative
110, 46, 100, 197, 61, 9, 193, 34, 22, 149, 209, 561, 160, 65, 11, 7, 194, 203, negative
82, 41, 70, 155, 64, 7, 148, 45, 19, 138, 172, 328, 152, 72, 5, 17, 187, 195, negative
98, 45, 76, 166, 60, 7, 157, 42, 20, 148, 184, 371, 186, 69, 13, 10, 190, 196, negative
109, 47, 96, 206, 64, 9, 198, 33, 23, 150, 219, 586, 191, 70, 4, 13, 190, 198, negative
87, 40, 81, 162, 68, 10, 146, 46, 19, 139, 167, 317, 157, 70, 0, 13, 189, 199, positive
85, 36, 66, 123, 55, 5, 120, 56, 17, 128, 140, 212, 131, 73, 1, 18, 186, 190, positive
107, 57, 106, 179, 51, 8, 257, 26, 28, 172, 275, 954, 232, 83, 2, 20, 181, 184, negative
87, 43, 70, 169, 72, 7, 152, 44, 19, 145, 177, 341, 171, 76, 6, 12, 184, 187, negative
86, 37, 77, 144, 54, 7, 154, 43, 19, 127, 179, 352, 145, 71, 14, 13, 186, 191, negative
94, 35, 66, 147, 62, 9, 131, 50, 18, 127, 159, 258, 115, 66, 8, 7, 196, 201, positive
97, 45, 91, 161, 63, 10, 151, 45, 19, 148, 166, 334, 171, 65, 18, 20, 197, 205, positive
86, 40, 63, 135, 56, 5, 133, 50, 18, 135, 152, 262, 166, 70, 9, 2, 187, 191, negative
