@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class {0,1}


@data
0.437, 2.9, -0.578, 1.17, -0.385, 0
0.211, 1.067, 1.741, -0.564, 0.0, 0
0.152, 0.631, 1.342, 2.041, 0.0, 0
0.229, 2.188, 0.848, 0.521, -0.24, 0
0.38, 2.927, -0.502, 0.367, 0.594, 0
0.263, 0.913, 2.603, -0.687, -0.337, 0
0.965, 2.072, 1.305, 0.583, 0.856, 0
2.126, 1.611, 1.019, -0.3, -0.126, 0
1.479, 0.879, 0.306, 0.208, -0.094, 0
0.638, 3.104, -0.52, -0.249, -0.125, 0
2.026, 1.547, -0.264, -0.085, 0.088, 0
0.139, 0.342, 0.668, 1.827, 0.0, 0
0.272, 1.776, 1.417, 0.504, -0.241, 0
0.666, 1.782, -0.37, -0.137, -0.079, 0
-0.185, -0.656, -0.802, -0.64, -0.32, 0
0.402, 2.047, -0.326, -0.175, -0.092, 0
1.116, 1.999, -0.415, -0.193, -0.225, 0
0.223, 0.395, 0.399, 1.208, 1.386, 0
0.162, 1.153, 1.582, -0.687, 0.0, 0
1.304, 1.082, 0.306, 0.137, 0.104, 0
0.256, 0.594, 0.877, 2.069, -0.706, 0
1.117, 0.707, 2.215, -0.691, 0.311, 0
2.055, 1.169, 0.301, 0.234, -0.066, 0
0.501, 3.293, -0.55, 0.312, 0.375, 0
0.304, 1.637, 0.555, 0.261, -0.107, 0
2.839, 1.081, 0.315, -0.237, 0.313, 0
0.19, 0.496, 0.893, 1.781, -0.507, 0
1.57, 1.472, -0.265, -0.09, 0.08, 0
0.237, 1.471, 2.037, 0.986, 1.198, 0
0.062, 0.311, 0.418, -0.534, 0.0, 0
0.273, 1.03, 1.515, 0.792, 0.411, 0
1.26, 0.695, -0.122, 0.112, 0.109, 0
3.151, 0.54, 0.227, 0.216, -0.061, 0
0.229, 1.178, 1.965, -0.581, 0.0, 0
0.73, 1.373, -0.254, -0.109, -0.058, 0
2.115, 1.061, -0.146, 0.115, -0.061, 0
0.5, 1.762, 1.223, 0.454, -0.18, 0
1.302, 1.719, -0.343, -0.388, 1.409, 0
1.041, 1.631, 0.505, 0.34, -0.263, 0
0.683, 1.423, -0.355, -0.169, -0.257, 0
0.154, 0.339, 0.454, -0.625, 1.84, 0
0.107, 0.288, 0.443, 1.758, 1.26, 0
0.985, 1.684, -0.277, -0.146, 0.113, 0
1.444, 1.336, 0.326, -0.104, 0.12, 0
1.312, 1.38, 0.337, -0.154, -0.075, 0
0.66, 1.695, 0.99, -0.264, 0.15, 0
0.633, 1.69, 0.465, -0.174, -0.106, 0
0.925, 2.303, -0.408, -0.144, -0.084, 0
2.92, 0.446, -0.105, 0.08, -0.049, 0
0.71, 2.25, 0.718, 0.272, -0.117, 0
0.565, 1.954, 1.013, -0.52, 1.881, 0
0.075, 0.376, 0.311, 0.424, 0.0, 0
1.061, 2.765, -0.46, 0.286, 0.73, 0
1.91, 0.496, 0.188, 0.15, -0.149, 0
0.098, 0.381, 0.279, -0.469, 0.0, 0
0.479, 3.332, -0.631, -0.292, -0.152, 0
3.356, -0.36, -0.132, -0.085, -0.072, 0
0.184, 1.203, 2.459, -0.691, -0.384, 0
0.596, 2.869, -0.439, 0.242, 0.196, 0
0.479, 0.493, 1.424, 2.1, 0.0, 0
1.439, 2.014, -0.531, -0.168, -0.103, 0
0.807, 1.334, 0.504, 0.168, -0.081, 0
3.061, 0.583, 0.224, 0.326, -0.088, 0
0.273, 0.937, 2.118, 1.064, -0.499, 0
2.063, 1.161, -0.167, 0.103, 0.107, 0
1.265, 2.212, -0.34, -0.167, 0.337, 0
1.534, 1.45, 0.538, 1.677, -0.396, 0
1.569, 1.44, -0.223, 0.129, -0.079, 0
0.146, 0.771, 1.573, 1.818, 0.0, 0
0.311, 1.405, 1.519, -0.45, -0.255, 0
0.242, 0.859, 2.259, -0.688, 0.0, 0
2.917, 1.008, 0.494, 0.432, 0.385, 0
0.642, 2.805, 1.183, 0.64, -0.22, 0
1.017, 2.97, -0.393, -0.158, -0.138, 0
3.052, 0.358, 1.173, -0.222, -0.102, 0
0.332, 1.406, 1.79, -0.444, -0.255, 0
0.346, 0.925, 2.396, 1.064, 0.419, 0
0.383, 2.201, 1.691, 0.739, -0.347, 0
1.466, 1.697, 0.485, 0.283, -0.18, 0
1.162, 0.769, -0.121, 0.094, -0.051, 0
0.266, 1.875, 1.111, 0.837, -0.38, 0
2.115, 0.421, 0.154, 0.121, -0.149, 0
2.153, 1.127, 0.359, -0.105, -0.062, 0
0.471, 2.649, -0.587, 1.463, -0.486, 0
2.786, -0.269, 0.124, 0.11, 0.063, 0
0.49, 3.202, -0.624, -0.301, 0.0, 0
0.816, 2.06, -0.45, -0.191, -0.113, 0
0.251, 1.08, 2.079, -0.517, -0.262, 0
0.469, 2.577, 1.527, 0.771, -0.241, 0
0.134, 0.681, 1.628, 1.01, 0.56, 0
0.181, 1.132, 2.038, -0.56, 0.0, 0
2.996, 0.619, 0.134, -0.067, -0.032, 0
-0.103, 0.929, 1.762, 0.943, -0.424, 0
0.132, 0.575, 0.825, 0.514, 0.0, 0
0.342, 2.176, -0.339, 0.294, -0.122, 0
0.548, 2.581, 0.957, 0.479, -0.201, 0
0.393, 1.802, -0.275, -0.123, -0.079, 0
0.873, 2.74, 0.827, -0.275, -0.149, 0
2.586, 0.614, 0.19, 0.162, 0.101, 0
0.083, 0.35, 0.414, 0.72, 0.0, 0
0.798, 2.84, -0.49, -0.189, -0.12, 0
2.865, -0.213, 0.166, 0.099, -0.093, 0
0.062, 0.23, 0.244, 0.579, 0.0, 0
2.692, 0.278, 0.123, 0.118, -0.056, 0
0.151, 1.008, 2.353, -0.777, 0.0, 0
2.545, 0.316, -0.103, 0.087, 0.062, 0
0.395, 2.376, -0.59, 0.499, -0.181, 0
0.293, 2.304, 1.019, 0.505, -0.259, 0
3.154, 0.61, -0.149, -0.08, -0.049, 0
2.956, 0.36, 1.436, -0.266, -0.128, 0
1.101, 2.678, -0.468, 0.32, 0.365, 0
0.55, 2.399, 1.564, -0.498, 0.0, 0
3.802, -0.393, 0.153, -0.082, -0.055, 0
0.674, 2.122, 0.877, -0.249, -0.126, 0
0.639, 2.275, 1.741, -0.418, -0.247, 0
0.974, 1.071, -0.194, -0.079, -0.058, 0
0.288, 0.765, 0.644, 1.642, 1.58, 0
0.742, 3.039, -0.471, -0.191, 0.189, 0
0.344, 0.931, 2.588, -1.01, -0.41, 0
0.383, 2.973, -0.529, -0.241, -0.153, 0
2.521, 0.403, -0.107, 0.1, -0.068, 0
2.157, 2.183, -0.357, -0.115, -0.073, 0
2.799, 1.275, -0.243, 0.725, -0.236, 0
0.227, 0.987, 2.503, -0.842, 0.616, 0
0.25, 1.051, 2.859, -0.724, 0.0, 0
0.262, 2.524, -0.395, 0.238, 0.168, 0
0.192, 1.594, 2.314, -0.694, 0.0, 0
1.44, 2.132, -0.385, 0.249, 0.209, 0
2.039, 1.226, 0.508, 0.35, -0.135, 0
0.319, 1.027, 2.416, 1.356, 0.0, 0
-0.887, 0.963, -0.431, -0.154, -0.076, 0
2.241, 0.78, 0.341, -0.092, -0.053, 0
0.386, 1.576, 1.853, -0.535, -0.264, 0
0.22, 1.054, 2.588, -0.85, 0.0, 0
0.136, 0.679, 0.46, 0.663, 0.73, 0
0.564, 3.344, -0.606, 0.751, -0.27, 0
1.593, 0.577, 0.174, 0.153, 0.075, 0
1.134, 1.628, 1.065, 0.4, 0.601, 0
0.29, 1.224, 2.774, -0.656, -0.308, 0
0.264, 1.064, 2.082, -0.627, -0.305, 0
0.522, 1.165, 2.095, -0.565, -0.24, 0
0.113, 0.303, 0.498, 2.092, -0.919, 0
0.137, 0.268, 0.41, 0.996, 1.737, 0
0.255, 0.496, 1.861, 0.936, 0.456, 0
0.252, 1.133, 2.402, -0.701, 0.0, 0
0.403, 3.058, -0.594, 0.407, -0.189, 0
0.179, 1.489, 1.166, 0.601, 0.0, 0
0.28, 2.032, 0.499, 0.287, -0.125, 0
2.986, 0.818, -0.128, 0.094, 0.065, 0
1.313, 1.111, -0.243, 0.106, -0.065, 0
1.041, 2.6, -0.384, -0.157, -0.107, 0
0.226, 1.272, 1.624, -0.461, 0.0, 0
0.828, 2.132, -0.487, -0.205, -0.147, 0
0.574, 2.549, -0.574, 0.268, 0.229, 0
1.601, 1.79, -0.298, -0.127, -0.073, 0
0.834, 2.757, -0.347, -0.163, -0.12, 0
0.792, 2.117, -0.322, 0.234, 0.161, 0
0.327, 2.711, 0.738, 0.307, 0.191, 0
2.916, 0.539, -0.126, 0.125, -0.06, 0
0.626, 2.317, 0.766, 0.411, -0.305, 0
0.128, 0.434, 0.509, 2.041, 0.0, 0
0.797, 2.197, -0.479, -0.19, 0.0, 0
1.179, 1.328, -0.231, -0.093, -0.064, 0
0.699, 1.752, 1.249, -0.341, 0.0, 0
0.714, 1.3, 1.784, -0.571, -0.206, 0
0.121, 0.718, 0.396, 0.716, 0.0, 0
1.057, 0.866, -0.132, 0.073, 0.076, 0
0.068, 0.272, 0.47, 1.286, 0.0, 0
0.268, 1.599, 0.712, 0.28, -0.11, 0
0.557, 2.494, -0.423, 0.309, 1.185, 0
1.107, 1.683, 1.012, 0.521, 0.316, 0
0.119, 0.807, 1.294, 1.762, 0.0, 0
3.363, 0.586, 0.256, 0.657, -0.183, 0
0.991, 1.037, 0.817, 0.308, 0.247, 0
-0.102, -0.549, -1.168, -1.359, -0.633, 0
2.095, 0.869, -0.134, 0.102, 0.103, 0
1.346, 2.116, -0.304, -0.166, -0.145, 0
0.249, 1.315, 1.175, 0.572, 0.0, 0
1.634, 0.493, 0.12, 0.122, -0.173, 0
0.25, 2.692, -0.599, 0.624, 1.298, 0
0.106, 0.318, 0.536, -0.195, -0.435, 0
0.555, 2.705, 0.764, -0.26, -0.156, 0
0.997, 1.896, 0.829, 1.479, -0.4, 0
3.47, 0.572, 0.425, -0.117, -0.062, 0
1.512, 2.058, 0.567, 0.668, 0.487, 0
2.452, -0.211, 0.222, 0.166, -0.061, 0
0.618, 1.016, 2.178, -0.401, 0.533, 0
0.255, 1.428, 1.474, 0.525, -0.203, 0
0.061, 0.266, 0.403, 0.529, 1.194, 0
0.219, 1.279, 2.585, -0.599, 0.462, 0
0.577, 3.348, -0.621, -0.245, 0.0, 0
0.58, 3.393, -0.716, 0.41, -0.17, 0
1.871, 0.788, 0.16, 0.133, -0.159, 0
0.259, 1.389, 1.396, -0.523, 0.0, 0
0.176, 1.631, 0.679, 0.345, 0.0, 0
0.171, 0.958, 2.044, -0.762, -0.596, 0
2.781, 0.932, 0.3, 0.177, -0.177, 0
2.433, 0.617, 0.251, 1.041, -0.309, 0
0.219, 1.133, 2.676, -0.736, -0.438, 0
0.533, 2.235, 0.944, 0.496, 0.0, 0
0.563, 2.583, -0.387, -0.17, -0.124, 0
0.922, 2.302, -0.467, 0.227, -0.127, 0
2.62, 1.082, 1.435, -0.239, -0.107, 0
0.409, 2.816, -0.408, -0.24, -0.165, 0
0.132, 0.436, 0.501, 0.961, 0.881, 0
1.946, 1.19, 0.265, 0.111, -0.065, 0
0.519, 1.999, 2.438, -0.632, -0.309, 0
0.135, 0.584, 0.741, 2.355, 0.0, 0
0.408, 0.949, 1.91, -0.481, -0.244, 0
0.325, 1.122, 2.831, -0.798, -0.366, 0
2.131, 1.245, 0.448, 0.45, 0.656, 0
0.333, 1.292, 1.023, 0.455, -0.199, 0
0.713, 2.034, 1.0, 1.202, -0.379, 0
3.777, 0.592, -0.136, -0.103, -0.056, 0
2.167, 0.312, -0.077, 0.074, -0.104, 0
0.383, 1.876, 0.687, 0.306, 0.0, 0
0.279, 1.511, 1.188, -0.466, 0.327, 0
0.128, 0.598, 1.368, 0.634, 0.0, 0
0.665, 2.476, 0.621, 1.359, -0.365, 0
2.255, 0.648, -0.111, 0.111, -0.049, 0
0.364, 0.859, 2.071, -0.622, -0.32, 0
2.065, 0.519, -0.115, 0.14, -0.076, 0
0.419, 1.303, 0.851, 0.463, -0.148, 0
2.239, 0.958, -0.147, 0.125, 0.093, 0
0.531, 2.018, 2.318, -0.568, -0.291, 0
0.238, 0.454, 1.589, 1.38, 0.692, 0
0.679, 2.033, 1.022, 1.162, -0.432, 0
0.982, 2.68, -0.574, 0.265, 0.168, 0
2.518, 0.929, 0.45, 0.931, 0.439, 0
0.243, 1.234, 1.436, -0.554, -0.275, 0
0.378, 1.673, 0.824, 0.405, -0.173, 0
0.448, 2.024, 0.899, 0.33, 0.0, 0
0.813, 2.42, 0.648, 0.476, 0.942, 0
0.587, 1.028, 1.768, 0.56, -0.322, 0
0.146, 0.75, 1.779, 1.066, -0.592, 0
-0.126, 1.2, 1.508, -0.545, 0.0, 0
1.063, 2.585, -0.415, -0.175, -0.116, 0
1.989, 1.975, 0.622, -0.18, -0.102, 0
1.909, 2.524, -0.418, 0.371, -0.197, 0
0.235, 0.368, 0.404, 1.219, 2.13, 0
2.793, 0.285, 1.283, -0.314, 0.297, 0
0.285, 1.467, -0.452, 0.243, -0.106, 0
0.2, 0.565, 1.0, 1.958, -0.605, 0
0.195, 1.18, 1.363, -0.373, -0.152, 0
1.151, 1.498, -0.238, -0.104, 0.086, 0
1.086, 1.163, -0.272, -0.118, -0.06, 0
0.331, 2.723, -0.524, -0.269, -0.134, 0
0.155, 0.391, 0.628, 0.626, 1.369, 0
0.567, -0.829, 1.142, -0.564, 0.0, 0
1.176, 2.074, -0.336, 0.254, -0.135, 0
0.148, 0.329, 0.459, -0.732, 1.514, 0
1.58, 1.14, -0.16, 0.11, 0.066, 0
1.098, 2.524, -0.429, 0.276, 1.019, 0
0.492, 2.604, -0.594, 0.313, -0.147, 0
2.869, 1.077, 0.523, 0.5, -0.134, 0
0.274, 0.88, 1.883, 1.361, -0.453, 0
0.397, 0.91, 1.412, -0.616, 0.0, 0
1.499, 0.69, -0.089, -0.053, 0.039, 0
0.453, 1.694, 1.49, 0.667, 0.0, 0
0.229, 2.375, 1.125, -0.488, -0.223, 0
0.155, 0.825, 0.851, 1.949, -0.667, 0
0.847, 1.63, -0.328, 0.351, -0.395, 0
1.858, 0.758, 0.135, 0.139, -0.177, 0
0.514, 2.276, -0.549, -0.189, 0.132, 0
1.636, 2.166, 1.094, 0.594, -0.172, 0
0.199, 1.02, 0.958, 1.156, 0.0, 0
2.935, -0.233, -0.109, 0.077, 0.063, 0
0.226, 0.704, 0.719, 1.741, 0.0, 0
1.21, 0.592, -0.232, 0.179, -0.092, 0
2.975, 0.585, -0.127, 0.086, -0.05, 0
1.68, 2.342, -0.337, -0.138, 0.135, 0
1.031, 1.627, -0.29, 0.171, -0.099, 0
0.385, 1.242, 0.828, -0.34, 0.466, 0
2.558, 1.196, 1.052, 0.485, -0.143, 0
0.278, 2.433, 1.106, 0.58, 0.271, 0
0.68, 2.254, -0.532, -0.215, 0.0, 0
1.612, 2.319, -0.385, 0.22, 0.164, 0
0.532, 3.369, -0.601, 0.541, 0.0, 0
2.88, 0.332, 0.196, 0.084, 0.108, 0
0.447, 1.651, 2.21, -0.547, -0.289, 0
2.534, 0.267, 0.133, 0.16, -0.065, 0
0.374, 1.217, 1.518, 0.693, -0.502, 0
0.254, 1.347, -0.268, -0.318, 0.438, 0
3.459, 0.478, -0.135, 0.108, 0.074, 0
0.716, 2.804, 1.443, -0.436, -0.201, 0
