@relation winequality-red-3_vs_5
@attribute FixedAcidity real [4.6, 15.9]
@attribute VolatileAcidity real [0.12, 1.58]
@attribute CitricAcid real [0.0, 1.0]
@attribute ResidualSugar real [0.9, 15.5]
@attribute Chlorides real [0.012, 0.611]
@attribute FreeSulfurDioxide real [1.0, 72.0]
@attribute TotalSulfurDioxide real [6.0, 289.0]
@attribute Density real [0.99007, 1.00369]
@attribute PH real [2.74, 4.01]
@attribute Sulphates real [0.33, 2.0]
@attribute Alcohol real [8.4, 14.9]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
7.4, 0.7, 0.0, 1.9, 0.076, 11.0, 34.0, 0.9978, 3.51, 0.56, 9.4, negative
7.8, 0.61, 0.29, 1.6, 0.114, 9.0, 29.0, 0.9974, 3.26, 1.56, 9.1, negative
8.5, 0.49, 0.11, 2.3, 0.084, 9.0, 67.0, 0.9968, 3.17, 0.53, 9.4, negative
7.6, 0.41, 0.24, 1.8, 0.08, 4.0, 11.0, 0.9962, 3.28, 0.59, 9.5, negative
6.7, 0.675, 0.07, 2.4, 0.089, 17.0, 82.0, 0.9958, 3.35, 0.54, 10.1, negative
8.8, 0.66, 0.26, 1.7, 0.074, 4.0, 23.0, 0.9971, 3.15, 0.74, 9.2, negative
8.6, 0.38, 0.36, 3.0, 0.081, 30.0, 119.0, 0.997, 3.2, 0.56, 9.4, negative
10.2, 0.42, 0.57, 3.4, 0.07, 4.0, 10.0, 0.9971, 3.04, 0.63, 9.6, negative
8.8, 0.4, 0.4, 2.2, 0.079, 19.0, 52.0, 0.998, 3.44, 0.64, 9.2, negative
7.7, 0.69, 0.49, 1.8, 0.115, 20.0, 112.0, 0.9968, 3.21, 0.71, 9.3, negative
7.0, 0.735, 0.05, 2.0, 0.081, 13.0, 54.0, 0.9966, 3.39, 0.57, 9.8, negative
7.2, 0.725, 0.05, 4.65, 0.086, 4.0, 11.0, 0.9962, 3.41, 0.39, 10.9, negative
7.7, 0.67, 0.23, 2.1, 0.088, 17.0, 96.0, 0.9962, 3.32, 0.48, 9.5, negative
7.8, 0.43, 0.7, 1.9, 0.464, 22.0, 67.0, 0.9974, 3.13, 1.28, 9.4, negative
6.9, 0.55, 0.15, 2.2, 0.076, 19.0, 40.0, 0.9961, 3.41, 0.59, 10.1, negative
8.1, 0.575, 0.22, 2.1, 0.077, 12.0, 65.0, 0.9967, 3.29, 0.51, 9.2, negative
8.1, 0.575, 0.22, 2.1, 0.077, 12.0, 65.0, 0.9967, 3.29, 0.51, 9.2, negative
6.2, 0.63, 0.31, 1.7, 0.088, 15.0, 64.0, 0.9969, 3.46, 0.79, 9.3, negative
7.8, 0.56, 0.19, 1.8, 0.104, 12.0, 47.0, 0.9964, 3.19, 0.93, 9.5, negative
7.3, 0.695, 0.0, 2.5, 0.075, 3.0, 13.0, 0.998, 3.49, 0.52, 9.2, negative
9.0, 0.62, 0.04, 1.9, 0.146, 27.0, 90.0, 0.9984, 3.16, 0.7, 9.4, negative
5.6, 0.5, 0.09, 2.3, 0.049, 17.0, 99.0, 0.9937, 3.63, 0.63, 13.0, negative
