@relation winequality-red-3_vs_5
@attribute FixedAcidity real [4.6, 15.9]
@attribute VolatileAcidity real [0.12, 1.58]
@attribute CitricAcid real [0.0, 1.0]
@attribute ResidualSugar real [0.9, 15.5]
@attribute Chlorides real [0.012, 0.611]
@attribute FreeSulfurDioxide real [1.0, 72.0]
@attribute TotalSulfurDioxide real [6.0, 289.0]
@attribute Density real [0.99007, 1.00369]
@attribute PH real [2.74, 4.01]
@attribute Sulphates real [0.33, 2.0]
@attribute Alcohol real [8.4, 14.9]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
7.5, 0.5, 0.36, 6.1, 0.071, 17.0, 102.0, 0.9978, 3.35, 0.8, 10.5, negative
7.6, 0.39, 0.31, 2.3, 0.082, 23.0, 71.0, 0.9982, 3.52, 0.65, 9.7, negative
6.3, 0.39, 0.16, 1.4, 0.08, 11.0, 23.0, 0.9955, 3.34, 0.56, 9.3, negative
7.9, 0.43, 0.21, 1.6, 0.106, 10.0, 37.0, 0.9966, 3.17, 0.91, 9.5, negative
6.4, 0.4, 0.23, 1.6, 0.066, 5.0, 12.0, 0.9958, 3.34, 0.56, 9.2, negative
7.8, 0.59, 0.18, 2.3, 0.076, 17.0, 54.0, 0.9975, 3.43, 0.59, 10.0, negative
7.5, 0.52, 0.11, 1.5, 0.079, 11.0, 39.0, 0.9968, 3.42, 0.58, 9.6, negative
8.8, 0.41, 0.64, 2.2, 0.093, 9.0, 42.0, 0.9986, 3.54, 0.66, 10.5, negative
7.3, 0.67, 0.26, 1.8, 0.401, 16.0, 51.0, 0.9969, 3.16, 1.14, 9.4, negative
9.3, 0.39, 0.44, 2.1, 0.107, 34.0, 125.0, 0.9978, 3.14, 1.22, 9.5, negative
7.8, 0.41, 0.68, 1.7, 0.467, 18.0, 69.0, 0.9973, 3.08, 1.31, 9.3, negative
8.0, 0.71, 0.0, 2.6, 0.08, 11.0, 34.0, 0.9976, 3.44, 0.53, 9.5, negative
8.3, 0.715, 0.15, 1.8, 0.089, 10.0, 52.0, 0.9968, 3.23, 0.77, 9.5, negative
8.1, 0.67, 0.55, 1.8, 0.117, 32.0, 141.0, 0.9968, 3.17, 0.62, 9.4, negative
7.1, 0.43, 0.42, 5.5, 0.07, 29.0, 129.0, 0.9973, 3.42, 0.72, 10.5, negative
7.1, 0.68, 0.0, 2.2, 0.073, 12.0, 22.0, 0.9969, 3.48, 0.5, 9.3, negative
7.4, 0.6, 0.26, 7.3, 0.07, 36.0, 121.0, 0.9982, 3.37, 0.49, 9.4, negative
7.3, 0.38, 0.21, 2.0, 0.08, 7.0, 35.0, 0.9961, 3.33, 0.47, 9.5, negative
7.0, 0.805, 0.0, 2.5, 0.068, 7.0, 20.0, 0.9969, 3.48, 0.56, 9.6, negative
8.8, 0.61, 0.14, 2.4, 0.067, 10.0, 42.0, 0.9969, 3.19, 0.59, 9.5, negative
8.9, 0.31, 0.57, 2.0, 0.111, 26.0, 85.0, 0.9971, 3.26, 0.53, 9.7, negative
7.8, 0.57, 0.31, 1.8, 0.069, 26.0, 120.0, 0.99625, 3.29, 0.53, 9.3, negative
8.7, 0.625, 0.16, 2.0, 0.101, 13.0, 49.0, 0.9962, 3.14, 0.57, 11.0, negative
7.4, 0.53, 0.26, 2.0, 0.101, 16.0, 72.0, 0.9957, 3.15, 0.57, 9.4, negative
8.4, 0.715, 0.2, 2.4, 0.076, 10.0, 38.0, 0.99735, 3.31, 0.64, 9.4, negative
7.6, 0.52, 0.12, 3.0, 0.067, 12.0, 53.0, 0.9971, 3.36, 0.57, 9.1, negative
9.9, 0.59, 0.07, 3.4, 0.102, 32.0, 71.0, 1.00015, 3.31, 0.71, 9.8, negative
8.3, 0.705, 0.12, 2.6, 0.092, 12.0, 28.0, 0.9994, 3.51, 0.72, 10.0, negative
7.4, 0.36, 0.29, 2.6, 0.087, 26.0, 72.0, 0.99645, 3.39, 0.68, 11.0, negative
10.3, 0.44, 0.5, 4.5, 0.107, 5.0, 13.0, 0.998, 3.28, 0.83, 11.5, negative
8.4, 0.56, 0.08, 2.1, 0.105, 16.0, 44.0, 0.9958, 3.13, 0.52, 11.0, negative
8.4, 0.665, 0.61, 2.0, 0.112, 13.0, 95.0, 0.997, 3.16, 0.54, 9.1, negative
9.1, 0.45, 0.35, 2.4, 0.08, 23.0, 78.0, 0.9987, 3.38, 0.62, 9.5, negative
8.8, 0.52, 0.34, 2.7, 0.087, 24.0, 122.0, 0.9982, 3.26, 0.61, 9.5, negative
6.8, 0.77, 0.0, 1.8, 0.066, 34.0, 52.0, 0.9976, 3.62, 0.68, 9.9, negative
12.5, 0.38, 0.6, 2.6, 0.081, 31.0, 72.0, 0.9996, 3.1, 0.73, 10.5, negative
8.3, 0.615, 0.22, 2.6, 0.087, 6.0, 19.0, 0.9982, 3.26, 0.61, 9.3, negative
8.7, 0.82, 0.02, 1.2, 0.07, 36.0, 48.0, 0.9952, 3.2, 0.58, 9.8, negative
7.2, 0.34, 0.32, 2.5, 0.09, 43.0, 113.0, 0.9966, 3.32, 0.79, 11.1, negative
7.3, 0.365, 0.49, 2.5, 0.088, 39.0, 106.0, 0.9966, 3.36, 0.78, 11.0, negative
8.2, 0.39, 0.49, 2.3, 0.099, 47.0, 133.0, 0.9979, 3.38, 0.99, 9.8, negative
7.3, 0.365, 0.49, 2.5, 0.088, 39.0, 106.0, 0.9966, 3.36, 0.78, 11.0, negative
9.3, 0.715, 0.24, 2.1, 0.07, 5.0, 20.0, 0.9966, 3.12, 0.59, 9.9, negative
9.0, 0.44, 0.49, 2.4, 0.078, 26.0, 121.0, 0.9978, 3.23, 0.58, 9.2, negative
9.0, 0.54, 0.49, 2.9, 0.094, 41.0, 110.0, 0.9982, 3.08, 0.61, 9.2, negative
8.8, 0.47, 0.49, 2.9, 0.085, 17.0, 110.0, 0.9982, 3.29, 0.6, 9.8, negative
7.3, 0.73, 0.24, 1.9, 0.108, 18.0, 102.0, 0.9967, 3.26, 0.59, 9.3, negative
9.0, 0.45, 0.49, 2.6, 0.084, 21.0, 75.0, 0.9987, 3.35, 0.57, 9.7, negative
11.3, 0.37, 0.41, 2.3, 0.088, 6.0, 16.0, 0.9988, 3.09, 0.8, 9.3, negative
7.6, 0.685, 0.23, 2.3, 0.111, 20.0, 84.0, 0.9964, 3.21, 0.61, 9.3, negative
8.7, 0.84, 0.0, 1.4, 0.065, 24.0, 33.0, 0.9954, 3.27, 0.55, 9.7, negative
9.5, 0.885, 0.27, 2.3, 0.084, 31.0, 145.0, 0.9978, 3.24, 0.53, 9.4, negative
9.9, 0.54, 0.45, 2.3, 0.071, 16.0, 40.0, 0.9991, 3.39, 0.62, 9.4, negative
9.8, 0.88, 0.25, 2.5, 0.104, 35.0, 155.0, 1.001, 3.41, 0.67, 11.2, negative
8.6, 0.47, 0.47, 2.4, 0.074, 7.0, 29.0, 0.9979, 3.08, 0.46, 9.5, negative
8.1, 0.78, 0.23, 2.6, 0.059, 5.0, 15.0, 0.997, 3.37, 0.56, 11.3, negative
8.1, 0.78, 0.23, 2.6, 0.059, 5.0, 15.0, 0.997, 3.37, 0.56, 11.3, negative
7.7, 0.66, 0.04, 1.6, 0.039, 4.0, 9.0, 0.9962, 3.4, 0.47, 9.4, negative
10.6, 1.025, 0.43, 2.8, 0.08, 21.0, 84.0, 0.9985, 3.06, 0.57, 10.1, negative
8.0, 0.43, 0.36, 2.3, 0.075, 10.0, 48.0, 0.9976, 3.34, 0.46, 9.4, negative
7.6, 0.46, 0.11, 2.6, 0.079, 12.0, 49.0, 0.9968, 3.21, 0.57, 10.0, negative
7.1, 0.66, 0.0, 3.9, 0.086, 17.0, 45.0, 0.9976, 3.46, 0.54, 9.5, negative
7.6, 0.42, 0.08, 2.7, 0.084, 15.0, 48.0, 0.9968, 3.21, 0.59, 10.0, negative
7.7, 0.965, 0.1, 2.1, 0.112, 11.0, 22.0, 0.9963, 3.26, 0.5, 9.5, negative
6.5, 0.615, 0.0, 1.9, 0.065, 9.0, 18.0, 0.9972, 3.46, 0.65, 9.2, negative
8.3, 0.65, 0.1, 2.9, 0.089, 17.0, 40.0, 0.99803, 3.29, 0.55, 9.5, negative
7.6, 0.54, 0.13, 2.5, 0.097, 24.0, 66.0, 0.99785, 3.39, 0.61, 9.4, negative
8.3, 0.65, 0.1, 2.9, 0.089, 17.0, 40.0, 0.99803, 3.29, 0.55, 9.5, negative
8.1, 0.87, 0.0, 2.2, 0.084, 10.0, 31.0, 0.99656, 3.25, 0.5, 9.8, negative
8.1, 0.87, 0.0, 2.2, 0.084, 10.0, 31.0, 0.99656, 3.25, 0.5, 9.8, negative
7.5, 0.6, 0.32, 2.7, 0.103, 13.0, 98.0, 0.99938, 3.45, 0.62, 9.5, negative
7.2, 1.0, 0.0, 3.0, 0.102, 7.0, 16.0, 0.99586, 3.43, 0.46, 10.0, negative
7.1, 0.52, 0.03, 2.6, 0.076, 21.0, 92.0, 0.99745, 3.5, 0.6, 9.8, negative
6.5, 0.46, 0.14, 2.4, 0.114, 9.0, 37.0, 0.99732, 3.66, 0.65, 9.8, negative
7.1, 0.59, 0.01, 2.5, 0.077, 20.0, 85.0, 0.99746, 3.55, 0.59, 9.8, negative
9.9, 0.35, 0.41, 2.3, 0.083, 11.0, 61.0, 0.9982, 3.21, 0.5, 9.5, negative
8.6, 0.63, 0.17, 2.9, 0.099, 21.0, 119.0, 0.998, 3.09, 0.52, 9.3, negative
7.7, 0.6, 0.0, 2.6, 0.055, 7.0, 13.0, 0.99639, 3.38, 0.56, 10.8, negative
10.8, 0.89, 0.3, 2.6, 0.132, 7.0, 60.0, 0.99786, 2.99, 1.18, 10.2, negative
8.7, 0.46, 0.31, 2.5, 0.126, 24.0, 64.0, 0.99746, 3.1, 0.74, 9.6, negative
8.6, 0.55, 0.09, 3.3, 0.068, 8.0, 17.0, 0.99735, 3.23, 0.44, 10.0, negative
7.1, 0.715, 0.0, 2.35, 0.071, 21.0, 47.0, 0.99632, 3.29, 0.45, 9.4, negative
7.0, 0.685, 0.0, 1.9, 0.099, 9.0, 22.0, 0.99606, 3.34, 0.6, 9.7, negative
6.7, 0.54, 0.13, 2.0, 0.076, 15.0, 36.0, 0.9973, 3.61, 0.64, 9.8, negative
7.1, 0.46, 0.14, 2.8, 0.076, 15.0, 37.0, 0.99624, 3.36, 0.49, 10.7, negative
6.4, 0.64, 0.21, 1.8, 0.081, 14.0, 31.0, 0.99689, 3.59, 0.66, 9.8, negative
6.4, 0.63, 0.21, 1.6, 0.08, 12.0, 32.0, 0.99689, 3.58, 0.66, 9.8, negative
8.0, 0.42, 0.32, 2.5, 0.08, 26.0, 122.0, 0.99801, 3.22, 1.07, 9.7, negative
7.5, 0.42, 0.32, 2.7, 0.067, 7.0, 25.0, 0.99628, 3.24, 0.44, 10.4, negative
7.2, 0.66, 0.03, 2.3, 0.078, 16.0, 86.0, 0.99743, 3.53, 0.57, 9.7, negative
8.3, 1.02, 0.02, 3.4, 0.084, 6.0, 11.0, 0.99892, 3.48, 0.49, 11.0, positive
9.6, 0.41, 0.37, 2.3, 0.091, 10.0, 23.0, 0.99786, 3.24, 0.56, 10.5, negative
8.6, 0.47, 0.27, 2.3, 0.055, 14.0, 28.0, 0.99516, 3.18, 0.8, 11.2, negative
6.6, 0.61, 0.01, 1.9, 0.08, 8.0, 25.0, 0.99746, 3.69, 0.73, 10.5, negative
12.2, 0.45, 0.49, 1.4, 0.075, 3.0, 6.0, 0.9969, 3.13, 0.63, 10.4, negative
