@relation yeast-0-2-5-7-9_vs_3-6-8
@attribute mcg real [0.19, 1.0]
@attribute gvh real [0.14, 1.0]
@attribute alm real [0.21, 1.0]
@attribute mit real [0.0, 1.0]
@attribute erl real [0.5, 1.0]
@attribute pox real [0.0, 0.83]
@attribute vac real [0.13, 0.73]
@attribute nuc real [0.0, 0.83]
@attribute class {positive, negative}
@inputs mcg, gvh, alm, mit, erl, pox, vac, nuc
@outputs class
@data
0.58, 0.61, 0.47, 0.13, 0.5, 0.0, 0.48, 0.22, negative
0.5, 0.54, 0.48, 0.65, 0.5, 0.0, 0.53, 0.22, negative
0.55, 0.5, 0.66, 0.36, 0.5, 0.0, 0.49, 0.22, negative
0.48, 0.45, 0.55, 0.5, 0.5, 0.0, 0.53, 0.22, negative
0.67, 0.62, 0.4, 0.43, 0.5, 0.83, 0.5, 0.22, negative
0.46, 0.38, 0.47, 0.22, 0.5, 0.0, 0.52, 0.27, negative
0.45, 0.45, 0.5, 0.6, 0.5, 0.0, 0.49, 0.22, negative
0.47, 0.41, 0.66, 0.26, 0.5, 0.0, 0.53, 0.22, negative
0.63, 0.56, 0.45, 0.58, 0.5, 0.0, 0.51, 0.22, negative
0.52, 0.77, 0.38, 0.34, 0.5, 0.0, 0.51, 0.22, negative
0.5, 0.41, 0.44, 0.5, 0.5, 0.0, 0.42, 0.22, negative
0.5, 0.4, 0.56, 0.7, 0.5, 0.0, 0.5, 0.22, negative
0.55, 0.45, 0.45, 0.54, 0.5, 0.0, 0.5, 0.22, negative
0.47, 0.46, 0.59, 0.49, 0.5, 0.0, 0.56, 0.22, negative
0.4, 0.56, 0.48, 0.14, 0.5, 0.0, 0.47, 0.22, negative
0.45, 0.56, 0.51, 0.64, 0.5, 0.0, 0.54, 0.22, negative
0.51, 0.68, 0.49, 0.59, 0.5, 0.0, 0.54, 0.27, negative
0.53, 0.56, 0.49, 0.46, 0.5, 0.0, 0.52, 0.22, negative
0.5, 0.53, 0.45, 0.44, 0.5, 0.0, 0.49, 0.22, negative
0.59, 0.57, 0.46, 0.14, 0.5, 0.0, 0.52, 0.22, negative
0.46, 0.41, 0.5, 0.44, 0.5, 0.0, 0.53, 0.22, negative
0.52, 0.62, 0.54, 0.19, 0.5, 0.0, 0.5, 0.22, negative
0.49, 0.48, 0.46, 0.63, 0.5, 0.0, 0.52, 0.22, negative
0.66, 0.52, 0.52, 0.44, 0.5, 0.0, 0.56, 0.27, negative
0.36, 0.4, 0.53, 0.48, 0.5, 0.0, 0.48, 0.22, negative
0.6, 0.51, 0.6, 0.38, 0.5, 0.83, 0.52, 0.24, negative
0.44, 0.44, 0.67, 0.35, 0.5, 0.0, 0.48, 0.26, negative
0.58, 0.52, 0.61, 0.33, 0.5, 0.0, 0.38, 0.11, negative
0.53, 0.52, 0.61, 0.35, 0.5, 0.0, 0.5, 0.22, negative
0.58, 0.53, 0.57, 0.46, 0.5, 0.0, 0.51, 0.27, negative
0.4, 0.74, 0.49, 0.16, 0.5, 0.0, 0.51, 0.22, negative
0.41, 0.47, 0.58, 0.62, 0.5, 0.0, 0.5, 0.22, negative
0.46, 0.46, 0.56, 0.12, 0.5, 0.0, 0.55, 0.22, negative
0.39, 0.28, 0.54, 0.14, 0.5, 0.0, 0.59, 0.22, negative
0.56, 0.68, 0.52, 0.39, 0.5, 0.0, 0.36, 0.22, negative
0.59, 0.45, 0.58, 0.21, 0.5, 0.0, 0.49, 0.22, negative
0.47, 0.54, 0.53, 0.77, 0.5, 0.0, 0.52, 0.36, negative
