@relation winequality-white-3_vs_7
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
6.6, 0.17, 0.38, 1.5, 0.032, 28.0, 112.0, 0.9914, 3.25, 0.55, 11.4, negative
6.6, 0.25, 0.29, 1.1, 0.068, 39.0, 124.0, 0.9914, 3.34, 0.58, 11.0, negative
7.1, 0.18, 0.36, 1.4, 0.043, 31.0, 87.0, 0.9898, 3.26, 0.37, 12.7, negative
8.6, 0.265, 0.36, 1.2, 0.034, 15.0, 80.0, 0.9913, 2.95, 0.36, 11.4, negative
6.1, 0.3, 0.56, 2.8, 0.044, 47.0, 179.0, 0.9924, 3.3, 0.57, 10.9, negative
6.8, 0.19, 0.36, 1.9, 0.035, 30.0, 96.0, 0.9917, 3.15, 0.54, 10.8, negative
6.3, 0.22, 0.43, 4.55, 0.038, 31.0, 130.0, 0.9918, 3.35, 0.33, 11.5, negative
6.8, 0.21, 0.27, 2.1, 0.03, 26.0, 139.0, 0.99, 3.16, 0.61, 12.6, negative
5.8, 0.2, 0.27, 1.4, 0.031, 12.0, 77.0, 0.9905, 3.25, 0.36, 10.9, negative
5.8, 0.24, 0.44, 3.5, 0.029, 5.0, 109.0, 0.9913, 3.53, 0.43, 11.7, positive
6.0, 0.1, 0.24, 1.1, 0.041, 15.0, 65.0, 0.9927, 3.61, 0.61, 10.3, negative
6.6, 0.18, 0.35, 1.5, 0.049, 49.0, 141.0, 0.9934, 3.43, 0.85, 10.2, negative
7.3, 0.33, 0.4, 6.85, 0.038, 32.0, 138.0, 0.992, 3.03, 0.3, 11.9, negative
7.3, 0.33, 0.4, 6.85, 0.038, 32.0, 138.0, 0.992, 3.03, 0.3, 11.9, negative
6.0, 0.26, 0.32, 3.5, 0.028, 29.0, 113.0, 0.9912, 3.4, 0.71, 12.3, negative
6.4, 0.31, 0.28, 1.5, 0.037, 12.0, 119.0, 0.9919, 3.32, 0.51, 10.4, negative
5.0, 0.17, 0.56, 1.5, 0.026, 24.0, 115.0, 0.9906, 3.48, 0.39, 10.8, negative
7.4, 0.155, 0.34, 2.3, 0.045, 73.5, 214.0, 0.9934, 3.18, 0.61, 9.9, negative
7.1, 0.32, 0.32, 11.0, 0.038, 16.0, 66.0, 0.9937, 3.24, 0.4, 11.5, positive
6.4, 0.28, 0.29, 1.6, 0.052, 34.0, 127.0, 0.9929, 3.48, 0.56, 10.5, negative
6.0, 0.24, 0.27, 1.9, 0.048, 40.0, 170.0, 0.9938, 3.64, 0.54, 10.0, negative
7.8, 0.28, 0.32, 9.0, 0.036, 34.0, 115.0, 0.9952, 3.17, 0.39, 10.3, negative
9.2, 0.25, 0.34, 1.2, 0.026, 31.0, 93.0, 0.9916, 2.93, 0.37, 11.3, negative
7.1, 0.22, 0.33, 2.8, 0.033, 48.0, 153.0, 0.9899, 3.15, 0.38, 12.7, negative
6.1, 0.32, 0.25, 1.7, 0.034, 37.0, 136.0, 0.992, 3.47, 0.5, 10.8, negative
6.8, 0.25, 0.34, 14.0, 0.032, 47.0, 133.0, 0.9952, 3.37, 0.5, 12.2, negative
5.7, 0.32, 0.38, 4.75, 0.033, 23.0, 94.0, 0.991, 3.42, 0.42, 11.8, negative
5.9, 0.34, 0.22, 2.4, 0.03, 19.0, 135.0, 0.9894, 3.41, 0.78, 13.9, negative
7.4, 0.29, 0.5, 1.8, 0.042, 35.0, 127.0, 0.9937, 3.45, 0.5, 10.2, negative
7.1, 0.16, 0.36, 1.2, 0.043, 21.0, 90.0, 0.9925, 3.16, 0.42, 11.0, negative
7.3, 0.25, 0.42, 14.2, 0.041, 57.0, 182.0, 0.9996, 3.29, 0.75, 9.1, negative
7.1, 0.21, 0.32, 2.2, 0.037, 28.0, 141.0, 0.993, 3.2, 0.57, 10.0, negative
7.0, 0.31, 0.29, 1.4, 0.037, 33.0, 128.0, 0.9896, 3.12, 0.36, 12.2, negative
6.7, 0.25, 0.33, 2.9, 0.057, 52.0, 173.0, 0.9934, 3.02, 0.48, 9.5, negative
6.5, 0.18, 0.33, 8.0, 0.051, 16.0, 131.0, 0.9965, 3.28, 0.44, 8.7, negative
8.0, 0.42, 0.36, 5.0, 0.037, 34.0, 101.0, 0.992, 3.13, 0.57, 12.3, negative
8.6, 0.2, 0.42, 1.5, 0.041, 35.0, 125.0, 0.9925, 3.11, 0.49, 11.4, negative
7.2, 0.21, 0.37, 1.6, 0.049, 23.0, 94.0, 0.9924, 3.16, 0.48, 10.9, negative
7.0, 0.17, 0.33, 4.0, 0.034, 17.0, 127.0, 0.9934, 3.19, 0.39, 10.6, negative
8.4, 0.17, 0.31, 6.7, 0.038, 29.0, 132.0, 0.9945, 3.1, 0.32, 10.6, negative
6.1, 0.29, 0.27, 1.7, 0.024, 13.0, 76.0, 0.9893, 3.21, 0.51, 12.6, negative
7.2, 0.37, 0.15, 2.0, 0.029, 27.0, 87.0, 0.9903, 3.3, 0.59, 12.6, negative
7.0, 0.17, 0.37, 1.5, 0.028, 26.0, 75.0, 0.9922, 3.3, 0.46, 10.8, negative
7.9, 0.44, 0.37, 5.85, 0.033, 27.0, 93.0, 0.992, 3.16, 0.54, 12.6, negative
7.1, 0.44, 0.37, 2.7, 0.041, 35.0, 128.0, 0.9896, 3.07, 0.43, 13.5, negative
8.1, 0.43, 0.42, 6.6, 0.033, 36.0, 141.0, 0.9918, 2.98, 0.39, 13.3, negative
7.1, 0.44, 0.37, 2.7, 0.041, 35.0, 128.0, 0.9896, 3.07, 0.43, 13.5, negative
7.2, 0.18, 0.31, 1.1, 0.045, 20.0, 73.0, 0.9925, 3.32, 0.4, 10.8, negative
7.7, 0.32, 0.48, 2.3, 0.04, 28.0, 114.0, 0.9911, 3.2, 0.52, 12.8, negative
7.9, 0.16, 0.64, 17.0, 0.05, 69.0, 210.0, 1.0004, 3.15, 0.51, 9.3, negative
6.5, 0.37, 0.33, 3.9, 0.027, 40.0, 130.0, 0.9906, 3.28, 0.39, 12.7, negative
6.7, 0.13, 0.28, 1.2, 0.046, 35.0, 140.0, 0.9927, 3.33, 0.33, 10.1, negative
7.3, 0.18, 0.29, 1.2, 0.044, 12.0, 143.0, 0.9918, 3.2, 0.48, 11.3, negative
7.6, 0.14, 0.74, 1.6, 0.04, 27.0, 103.0, 0.9916, 3.07, 0.4, 10.8, negative
8.2, 0.18, 0.49, 1.1, 0.033, 28.0, 81.0, 0.9923, 3.0, 0.68, 10.4, negative
6.5, 0.36, 0.49, 2.9, 0.03, 16.0, 94.0, 0.9902, 3.1, 0.49, 12.1, negative
9.2, 0.18, 0.49, 1.5, 0.041, 39.0, 130.0, 0.9945, 3.04, 0.49, 9.8, negative
8.1, 0.3, 0.49, 8.1, 0.037, 26.0, 174.0, 0.9943, 3.1, 0.3, 11.2, negative
7.9, 0.42, 0.49, 8.2, 0.056, 32.0, 164.0, 0.9965, 3.29, 0.6, 11.2, negative
7.8, 0.26, 0.49, 3.2, 0.027, 28.0, 87.0, 0.9919, 3.03, 0.32, 11.3, negative
8.0, 0.14, 0.49, 1.5, 0.035, 42.0, 120.0, 0.9928, 3.26, 0.4, 10.6, negative
7.6, 0.31, 0.49, 3.95, 0.044, 27.0, 131.0, 0.9912, 3.08, 0.67, 12.8, negative
7.0, 0.35, 0.3, 6.5, 0.028, 27.0, 87.0, 0.9936, 3.4, 0.42, 11.4, negative
7.3, 0.26, 0.33, 17.85, 0.049, 41.5, 195.0, 1.0, 3.06, 0.44, 9.1, negative
6.7, 0.25, 0.26, 1.55, 0.041, 118.5, 216.0, 0.9949, 3.55, 0.63, 9.4, positive
6.4, 0.17, 0.27, 1.5, 0.037, 20.0, 98.0, 0.9916, 3.46, 0.42, 11.0, negative
6.7, 0.24, 0.29, 6.8, 0.038, 54.0, 127.0, 0.9932, 3.33, 0.46, 11.6, negative
7.7, 0.44, 0.24, 11.2, 0.031, 41.0, 167.0, 0.9948, 3.12, 0.43, 11.3, negative
7.4, 0.49, 0.24, 15.1, 0.03, 34.0, 153.0, 0.9953, 3.13, 0.51, 12.0, negative
7.2, 0.24, 0.29, 2.2, 0.037, 37.0, 102.0, 0.992, 3.27, 0.64, 11.0, negative
7.2, 0.24, 0.29, 2.2, 0.037, 37.0, 102.0, 0.992, 3.27, 0.64, 11.0, negative
7.3, 0.13, 0.31, 2.3, 0.054, 22.0, 104.0, 0.9924, 3.24, 0.92, 11.5, negative
6.7, 0.44, 0.31, 1.9, 0.03, 41.0, 104.0, 0.99, 3.29, 0.62, 12.6, negative
7.2, 0.36, 0.36, 5.7, 0.038, 26.0, 98.0, 0.9914, 2.93, 0.59, 12.5, negative
7.1, 0.49, 0.22, 2.0, 0.047, 146.5, 307.5, 0.9924, 3.24, 0.37, 11.0, positive
7.2, 0.19, 0.31, 1.4, 0.046, 37.0, 135.0, 0.9939, 3.34, 0.57, 10.2, negative
6.3, 0.41, 0.3, 3.2, 0.03, 49.0, 164.0, 0.9927, 3.53, 0.79, 11.7, negative
8.0, 0.4, 0.33, 7.7, 0.034, 27.0, 98.0, 0.9935, 3.18, 0.41, 12.2, negative
7.7, 0.39, 0.28, 4.9, 0.035, 36.0, 109.0, 0.9918, 3.19, 0.58, 12.2, negative
7.4, 0.19, 0.3, 12.8, 0.053, 48.5, 229.0, 0.9986, 3.14, 0.49, 9.1, negative
6.6, 0.23, 0.24, 3.9, 0.045, 36.0, 138.0, 0.9922, 3.15, 0.64, 11.3, negative
7.4, 0.24, 0.26, 1.6, 0.058, 53.0, 150.0, 0.9936, 3.18, 0.5, 9.9, negative
6.5, 0.24, 0.36, 2.2, 0.027, 36.0, 134.0, 0.9898, 3.28, 0.36, 12.5, negative
8.0, 0.45, 0.28, 10.8, 0.051, 25.0, 157.0, 0.9957, 3.06, 0.47, 11.4, negative
7.5, 0.31, 0.24, 7.1, 0.031, 28.0, 141.0, 0.99397, 3.16, 0.38, 10.6, negative
7.3, 0.19, 0.25, 1.4, 0.051, 41.0, 107.0, 0.99382, 3.53, 0.66, 10.5, negative
6.9, 0.28, 0.31, 7.2, 0.04, 47.0, 168.0, 0.9946, 3.29, 0.57, 10.6, negative
7.4, 0.2, 0.31, 1.6, 0.038, 34.0, 116.0, 0.9912, 3.25, 0.39, 12.0, negative
7.0, 0.18, 0.26, 1.4, 0.044, 46.0, 89.0, 0.99256, 3.39, 0.48, 10.7, negative
7.0, 0.26, 0.26, 10.8, 0.039, 37.0, 184.0, 0.99787, 3.47, 0.58, 10.3, negative
6.8, 0.23, 0.3, 1.7, 0.043, 19.0, 95.0, 0.99207, 3.17, 0.46, 10.7, negative
6.9, 0.21, 0.24, 1.8, 0.021, 17.0, 80.0, 0.98992, 3.15, 0.46, 12.3, negative
6.8, 0.18, 0.3, 12.8, 0.062, 19.0, 171.0, 0.99808, 3.0, 0.52, 9.0, negative
6.8, 0.18, 0.3, 12.8, 0.062, 19.0, 171.0, 0.99808, 3.0, 0.52, 9.0, negative
6.7, 0.3, 0.29, 2.8, 0.025, 37.0, 107.0, 0.99159, 3.31, 0.63, 11.3, negative
6.5, 0.18, 0.41, 14.2, 0.039, 47.0, 129.0, 0.99678, 3.28, 0.72, 10.3, negative
6.5, 0.15, 0.44, 12.6, 0.052, 65.0, 158.0, 0.99688, 3.26, 0.7, 10.3, negative
6.2, 0.21, 0.34, 6.6, 0.03, 36.0, 91.0, 0.9914, 3.32, 0.45, 12.5, negative
7.2, 0.35, 0.25, 5.6, 0.032, 23.0, 120.0, 0.99334, 2.93, 0.66, 10.3, negative
6.5, 0.46, 0.31, 5.0, 0.027, 15.0, 72.0, 0.99165, 3.26, 0.6, 11.5, negative
7.6, 0.4, 0.27, 5.2, 0.03, 32.0, 101.0, 0.99172, 3.22, 0.62, 12.3, negative
7.4, 0.2, 0.28, 9.1, 0.047, 29.0, 95.0, 0.99532, 3.16, 0.47, 9.8, negative
6.7, 0.44, 0.22, 4.3, 0.032, 19.0, 99.0, 0.99015, 3.26, 0.53, 12.8, negative
7.6, 0.39, 0.32, 3.6, 0.035, 22.0, 93.0, 0.99144, 3.08, 0.6, 12.5, negative
7.6, 0.39, 0.32, 3.6, 0.035, 22.0, 93.0, 0.99144, 3.08, 0.6, 12.5, negative
6.9, 0.31, 0.32, 1.6, 0.036, 34.0, 114.0, 0.99068, 3.19, 0.45, 11.4, negative
5.6, 0.18, 0.58, 1.25, 0.034, 29.0, 129.0, 0.98984, 3.51, 0.6, 12.0, negative
6.7, 0.48, 0.32, 1.4, 0.021, 22.0, 121.0, 0.9889, 3.15, 0.53, 12.7, negative
5.4, 0.23, 0.36, 1.5, 0.03, 74.0, 121.0, 0.98976, 3.24, 0.99, 12.1, negative
6.4, 0.125, 0.36, 1.4, 0.044, 22.0, 68.0, 0.99014, 3.15, 0.5, 11.7, negative
7.1, 0.36, 0.4, 1.95, 0.033, 26.0, 118.0, 0.98934, 3.2, 0.45, 13.5, negative
6.6, 0.2, 0.27, 10.9, 0.038, 29.0, 130.0, 0.99496, 3.11, 0.44, 10.5, negative
7.2, 0.19, 0.31, 6.3, 0.034, 17.0, 103.0, 0.99305, 3.15, 0.52, 11.4, negative
5.0, 0.3, 0.33, 3.7, 0.03, 54.0, 173.0, 0.9887, 3.36, 0.3, 13.0, negative
5.4, 0.22, 0.29, 1.2, 0.045, 69.0, 152.0, 0.99178, 3.76, 0.63, 11.0, negative
6.5, 0.36, 0.38, 10.2, 0.028, 20.0, 82.0, 0.99274, 3.1, 0.43, 12.1, negative
5.8, 0.31, 0.32, 4.5, 0.024, 28.0, 94.0, 0.98906, 3.25, 0.52, 13.7, negative
7.0, 0.25, 0.45, 2.3, 0.045, 40.0, 118.0, 0.99064, 3.16, 0.48, 11.9, negative
6.8, 0.13, 0.39, 1.4, 0.034, 19.0, 102.0, 0.99121, 3.23, 0.6, 11.3, negative
6.4, 0.23, 0.35, 4.6, 0.039, 43.0, 147.0, 0.99216, 3.18, 0.4, 11.0, negative
6.4, 0.23, 0.32, 1.9, 0.038, 40.0, 118.0, 0.99074, 3.32, 0.53, 11.8, negative
6.8, 0.21, 0.31, 2.9, 0.046, 40.0, 121.0, 0.9913, 3.07, 0.65, 10.9, negative
6.8, 0.21, 0.31, 2.9, 0.046, 40.0, 121.0, 0.9913, 3.07, 0.65, 10.9, negative
6.8, 0.32, 0.32, 8.7, 0.029, 31.0, 105.0, 0.99146, 3.0, 0.34, 12.3, negative
6.3, 0.22, 0.34, 5.0, 0.032, 36.0, 93.0, 0.99012, 3.27, 0.36, 13.5, negative
5.9, 0.24, 0.28, 1.3, 0.032, 36.0, 95.0, 0.98889, 3.08, 0.64, 12.9, negative
5.8, 0.17, 0.36, 1.3, 0.036, 11.0, 70.0, 0.99202, 3.43, 0.68, 10.4, negative
7.1, 0.18, 0.49, 1.3, 0.033, 12.0, 72.0, 0.99072, 3.05, 0.53, 11.3, negative
6.1, 0.3, 0.3, 2.1, 0.031, 50.0, 163.0, 0.9895, 3.39, 0.43, 12.7, negative
