@relation winequality-white-3_vs_7
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
7.4, 0.18, 0.31, 1.4, 0.058, 38.0, 167.0, 0.9931, 3.16, 0.53, 10.0, negative
6.2, 0.16, 0.33, 1.1, 0.057, 21.0, 82.0, 0.991, 3.32, 0.46, 10.9, negative
7.0, 0.32, 0.34, 1.3, 0.042, 20.0, 69.0, 0.9912, 3.31, 0.65, 12.0, negative
6.5, 0.24, 0.32, 7.6, 0.038, 48.0, 203.0, 0.9958, 3.45, 0.54, 9.7, negative
5.6, 0.19, 0.26, 1.4, 0.03, 12.0, 76.0, 0.9905, 3.25, 0.37, 10.9, negative
6.3, 0.12, 0.36, 2.1, 0.044, 47.0, 146.0, 0.9914, 3.27, 0.74, 11.4, negative
6.9, 0.23, 0.38, 8.3, 0.047, 47.0, 162.0, 0.9954, 3.34, 0.52, 10.5, negative
6.7, 0.22, 0.37, 1.6, 0.028, 24.0, 102.0, 0.9913, 3.29, 0.59, 11.6, negative
7.4, 0.28, 0.36, 1.1, 0.028, 42.0, 105.0, 0.9893, 2.99, 0.39, 12.4, negative
6.0, 0.24, 0.27, 1.9, 0.048, 40.0, 170.0, 0.9938, 3.64, 0.54, 10.0, negative
6.5, 0.28, 0.29, 2.7, 0.038, 26.0, 107.0, 0.9912, 3.32, 0.41, 11.6, negative
7.2, 0.2, 0.34, 2.7, 0.032, 49.0, 151.0, 0.99, 3.16, 0.39, 12.7, negative
7.4, 0.2, 0.33, 1.9, 0.035, 39.0, 138.0, 0.991, 3.17, 0.44, 11.7, negative
6.2, 0.17, 0.28, 4.7, 0.037, 39.0, 133.0, 0.9931, 3.41, 0.46, 10.8, negative
5.6, 0.235, 0.29, 1.2, 0.047, 33.0, 127.0, 0.991, 3.34, 0.5, 11.0, negative
7.1, 0.26, 0.34, 14.4, 0.067, 35.0, 189.0, 0.9986, 3.07, 0.53, 9.1, negative
7.1, 0.26, 0.34, 14.4, 0.067, 35.0, 189.0, 0.9986, 3.07, 0.53, 9.1, negative
6.5, 0.21, 0.37, 2.5, 0.048, 70.0, 138.0, 0.9917, 3.33, 0.75, 11.4, negative
5.8, 0.32, 0.38, 4.75, 0.033, 23.0, 94.0, 0.991, 3.42, 0.42, 11.8, negative
5.8, 0.32, 0.38, 4.75, 0.033, 23.0, 94.0, 0.991, 3.42, 0.42, 11.8, negative
7.8, 0.3, 0.4, 1.8, 0.028, 23.0, 122.0, 0.9914, 3.14, 0.39, 10.9, negative
8.8, 0.28, 0.45, 6.0, 0.022, 14.0, 49.0, 0.9934, 3.01, 0.33, 11.1, negative
7.1, 0.13, 0.4, 1.2, 0.047, 54.0, 134.0, 0.9932, 3.3, 0.97, 9.8, negative
