@relation winequality-red-8_vs_6
@attribute FixedAcidity real [4.6, 15.9]
@attribute VolatileAcidity real [0.12, 1.58]
@attribute CitricAcid real [0.0, 1.0]
@attribute ResidualSugar real [0.9, 15.5]
@attribute Chlorides real [0.012, 0.611]
@attribute FreeSulfurDioxide real [1.0, 72.0]
@attribute TotalSulfurDioxide real [6.0, 289.0]
@attribute Density real [0.99007, 1.00369]
@attribute PH real [2.74, 4.01]
@attribute Sulphates real [0.33, 2.0]
@attribute Alcohol real [8.4, 14.9]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
8.9, 0.22, 0.48, 1.8, 0.077, 29.0, 60.0, 0.9968, 3.39, 0.53, 9.4, negative
6.9, 0.685, 0.0, 2.5, 0.105, 22.0, 37.0, 0.9966, 3.46, 0.57, 10.6, negative
6.9, 0.605, 0.12, 10.7, 0.073, 40.0, 83.0, 0.9993, 3.45, 0.52, 9.4, negative
6.6, 0.52, 0.04, 2.2, 0.069, 8.0, 15.0, 0.9956, 3.4, 0.63, 9.4, negative
6.8, 0.785, 0.0, 2.4, 0.104, 14.0, 30.0, 0.9966, 3.52, 0.55, 10.7, negative
8.6, 0.49, 0.28, 1.9, 0.11, 20.0, 136.0, 0.9972, 2.93, 1.95, 9.9, negative
8.3, 0.61, 0.3, 2.1, 0.084, 11.0, 50.0, 0.9972, 3.4, 0.61, 10.2, negative
7.8, 0.56, 0.12, 2.0, 0.082, 7.0, 28.0, 0.997, 3.37, 0.5, 9.4, negative
6.6, 0.5, 0.01, 1.5, 0.06, 17.0, 26.0, 0.9952, 3.4, 0.58, 9.8, negative
8.2, 0.4, 0.44, 2.8, 0.089, 11.0, 43.0, 0.9975, 3.53, 0.61, 10.5, negative
7.5, 0.52, 0.42, 2.3, 0.087, 8.0, 38.0, 0.9972, 3.58, 0.61, 10.5, negative
9.7, 0.53, 0.6, 2.0, 0.039, 5.0, 19.0, 0.99585, 3.3, 0.86, 12.4, negative
7.7, 0.43, 0.25, 2.6, 0.073, 29.0, 63.0, 0.99615, 3.37, 0.58, 10.5, negative
7.7, 0.53, 0.06, 1.7, 0.074, 9.0, 39.0, 0.99615, 3.35, 0.48, 9.8, negative
