@relation glass-0-6_vs_5
@attribute RI real [1.51115, 1.52666318]
@attribute Na real [11.94695, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 2.88047]
@attribute Si real [70.258, 75.41]
@attribute K real [0.0, 2.70135]
@attribute Ca real [5.43, 11.21888]
@attribute Ba real [0.0, 2.8791]
@attribute Fe real [0.0, 0.459]
@attribute typeGlass {positive, negative}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs typeGlass
@data
1.51588824, 12.87795, 3.43036, 1.40066, 73.282, 0.68931, 8.04468, 0.0, 0.1224, negative
1.5176423, 12.9777, 3.53812, 1.21127, 73.002, 0.65205, 8.52888, 0.0, 0.0, negative
1.51755118, 13.1506, 3.60996, 1.05077, 73.2372, 0.57132, 8.23836, 0.0, 0.0, negative
1.51919134, 14.417, 3.57853, 1.36856, 72.078, 0.5589, 8.30292, 0.0, 0.0, negative
1.51750562, 12.81145, 3.56955, 1.3493, 73.0188, 0.621, 8.59344, 0.0, 0.0, negative
1.5215149, 13.05085, 3.65037, 0.87101, 72.218, 0.19251, 9.85236, 0.0, 0.0867, negative
1.5178701, 12.73165, 3.43036, 1.1888, 72.9516, 0.621, 8.75484, 0.0, 0.153, negative
1.52212996, 14.20795, 3.82099, 0.46976, 71.77, 0.11178, 9.5726, 0.0, 0.0, negative
1.51807512, 13.4299, 2.86911, 1.1888, 72.8396, 0.55269, 9.0346, 0.0, 0.0, negative
1.5215149, 13.11735, 3.57853, 0.8999, 72.2012, 0.22977, 9.82008, 0.0, 0.0816, negative
1.5174145, 13.2703, 3.61894, 1.24016, 73.0804, 0.55269, 8.0662, 0.0, 0.0, negative
1.51736894, 12.7782, 3.61894, 1.29152, 72.7892, 0.58995, 8.70104, 0.0, 0.0, negative
1.5219705, 14.3609, 3.84793, 0.89027, 71.3612, 0.14904, 9.15296, 0.0, 0.0, negative
1.51556932, 13.8688, 0.0, 2.54021, 73.2316, 0.14283, 9.4112, 0.80955, 0.0051, negative
1.5163894, 14.36755, 0.0, 2.73923, 72.8508, 0.0, 9.45424, 0.53865, 0.0, negative
1.5161616, 14.95275, 0.0, 2.27057, 73.2988, 0.0, 8.7118, 0.67095, 0.0, negative
1.51711836, 14.2279, 0.0, 2.08118, 73.3604, 0.0, 8.61496, 1.6695, 0.0, negative
1.51531874, 14.38085, 0.0, 2.65898, 73.0972, 0.03726, 9.07764, 0.63945, 0.0, negative
1.51602492, 14.853, 0.0, 2.37971, 73.282, 0.0, 8.75484, 0.63945, 0.459, negative
1.51853072, 14.08825, 2.19112, 1.66067, 72.6716, 0.0, 9.32512, 0.0, 0.0, positive
1.51916856, 14.1481, 0.0, 2.09081, 72.7388, 0.0, 10.88532, 0.0, 0.0, positive
