@relation  segment
@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Short-line-density-5 numeric
@attribute Short-line-density-2 numeric
@attribute Vedge-mean numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Hedge-sd real[-1.5894573E-8,1386.3292]
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean real[-49.666668,9.888889]
@attribute Exblue-mean real[-12.444445,82.0]
@attribute Exgreen-mean real[-33.88889,24.666666]
@attribute Value-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean real[-3.0441751,2.9124804]
@attribute Class {1,2,3,4,5,6,7}


@data
34.0, 128.0, 9.0, 0.0, 0.0, 0.44444442, 0.118518494, 0.66666657, 0.48888892, 5.6666665, 7.4444447, 6.5555553, 3.0, 5.3333335, 2.6666667, -8.0, 7.4444447, 0.5974427, -0.83759844, 1
66.0, 101.0, 9.0, 0.11111111, 0.0, 0.7222226, 0.32962933, 2.2222223, 0.6518524, 19.037037, 19.666668, 23.555555, 13.888889, 1.8888888, 13.555555, -15.444445, 23.555555, 0.41026655, -1.4575915, 1
23.0, 147.0, 9.0, 0.0, 0.0, 0.33333337, 0.13333334, 0.72222215, 0.41851825, 4.5925927, 4.111111, 7.4444447, 2.2222223, -1.4444444, 8.555555, -7.111111, 7.6666665, 0.6984448, -1.5617536, 1
23.0, 55.0, 9.0, 0.0, 0.0, 2.2222216, 3.6740727, 1.7777773, 0.7851852, 23.444445, 21.666666, 31.11111, 17.555555, -5.3333335, 23.0, -17.666666, 31.11111, 0.43507022, -1.7711632, 1
2.0, 89.0, 9.0, 0.0, 0.0, 1.2222224, 1.7629623, 2.5555556, 3.4962957, 18.962963, 18.777779, 23.88889, 14.222222, -0.5555556, 14.777778, -14.222222, 23.88889, 0.40250653, -1.544214, 1
24.0, 83.0, 9.0, 0.0, 0.0, 2.7777774, 4.918518, 3.6111107, 2.3740723, 18.74074, 19.11111, 23.222221, 13.888889, 1.1111112, 13.444445, -14.555555, 23.333334, 0.39992693, -1.4568193, 1
199.0, 140.0, 9.0, 0.0, 0.0, 0.44444442, 0.25185186, 0.50000006, 0.388889, 6.0, 7.4444447, 6.888889, 3.6666667, 4.3333335, 2.6666667, -7.0, 7.5555553, 0.5138889, -0.91962, 1
77.0, 124.0, 9.0, 0.0, 0.0, 0.50000006, 0.12222217, 0.6111111, 0.06296294, 5.111111, 6.888889, 5.6666665, 2.7777777, 5.3333335, 1.6666666, -7.0, 6.888889, 0.59589946, -0.7526692, 1
231.0, 123.0, 9.0, 0.0, 0.0, 0.66666675, 0.08888893, 0.38888893, 0.15185189, 5.814815, 7.111111, 6.888889, 3.4444444, 3.8888888, 3.2222223, -7.111111, 7.3333335, 0.53174603, -0.9884131, 1
123.0, 104.0, 9.0, 0.0, 0.0, 2.2777777, 2.107407, 4.0, 2.0000021, 21.925926, 20.555555, 28.666666, 16.555555, -4.111111, 20.222221, -16.11111, 28.666666, 0.4213954, -1.7287898, 1
