@relation ecoli-0-3-4_vs_5
@attribute a1 real [0.0, 88.0]
@attribute a2 real [3.0, 88.0]
@attribute a3 real [1.0, 48.0]
@attribute a4 real [1.0, 5.0]
@attribute a5 real [3.0, 88.0]
@attribute a6 real [2.0, 92.0]
@attribute a7 real [0.0, 88.0]
@attribute class {positive, negative}
@inputs a1, a2, a3, a4, a5, a6, a7
@outputs class
@data
49.0, 29.0, 48.0, 5.0, 56.0, 24.0, 35.0, negative
29.0, 28.0, 48.0, 5.0, 44.0, 23.0, 34.0, negative
2.0, 44.0, 48.0, 5.0, 46.0, 51.0, 57.0, negative
51.0, 5.0, 48.0, 5.0, 46.0, 32.0, 35.0, negative
25.0, 4.0, 48.0, 5.0, 46.0, 44.0, 52.0, negative
44.0, 27.0, 48.0, 5.0, 55.0, 52.0, 58.0, negative
4.0, 45.0, 48.0, 5.0, 38.0, 22.0, 0.0, negative
24.0, 35.0, 48.0, 5.0, 31.0, 19.0, 31.0, negative
4.0, 5.0, 48.0, 5.0, 45.0, 39.0, 47.0, negative
28.0, 38.0, 48.0, 5.0, 5.0, 33.0, 42.0, negative
61.0, 45.0, 48.0, 5.0, 48.0, 35.0, 41.0, negative
23.0, 33.0, 48.0, 5.0, 43.0, 33.0, 43.0, negative
37.0, 52.0, 48.0, 5.0, 42.0, 42.0, 36.0, negative
54.0, 47.0, 48.0, 5.0, 28.0, 33.0, 42.0, negative
44.0, 34.0, 48.0, 5.0, 3.0, 33.0, 43.0, negative
44.0, 56.0, 48.0, 5.0, 5.0, 46.0, 54.0, negative
52.0, 36.0, 48.0, 5.0, 41.0, 28.0, 38.0, negative
24.0, 43.0, 48.0, 5.0, 54.0, 52.0, 59.0, negative
52.0, 57.0, 48.0, 5.0, 42.0, 47.0, 54.0, negative
24.0, 43.0, 48.0, 5.0, 37.0, 28.0, 38.0, negative
44.0, 28.0, 48.0, 5.0, 43.0, 27.0, 37.0, negative
52.0, 44.0, 48.0, 5.0, 37.0, 36.0, 42.0, negative
35.0, 34.0, 48.0, 5.0, 46.0, 3.0, 27.0, negative
34.0, 42.0, 48.0, 5.0, 41.0, 34.0, 43.0, negative
24.0, 41.0, 48.0, 5.0, 49.0, 23.0, 34.0, negative
4.0, 31.0, 48.0, 5.0, 41.0, 29.0, 39.0, negative
75.0, 55.0, 1.0, 1.0, 4.0, 47.0, 3.0, negative
81.0, 44.0, 48.0, 5.0, 42.0, 67.0, 68.0, negative
58.0, 6.0, 48.0, 5.0, 59.0, 73.0, 76.0, negative
63.0, 42.0, 48.0, 5.0, 48.0, 77.0, 8.0, negative
62.0, 42.0, 48.0, 5.0, 58.0, 79.0, 81.0, negative
81.0, 53.0, 48.0, 5.0, 57.0, 87.0, 88.0, negative
7.0, 53.0, 48.0, 5.0, 7.0, 86.0, 87.0, negative
73.0, 26.0, 48.0, 5.0, 57.0, 75.0, 78.0, negative
88.0, 42.0, 48.0, 5.0, 52.0, 73.0, 75.0, negative
78.0, 44.0, 48.0, 5.0, 45.0, 73.0, 68.0, negative
61.0, 75.0, 48.0, 5.0, 51.0, 33.0, 33.0, positive
67.0, 84.0, 48.0, 5.0, 74.0, 54.0, 37.0, positive
71.0, 71.0, 48.0, 5.0, 68.0, 43.0, 36.0, positive
68.0, 63.0, 48.0, 5.0, 73.0, 4.0, 3.0, positive
