@relation shuttle-c0-vs-c4
@attribute A1 integer [36, 123]
@attribute A2 integer [-908, 1409]
@attribute A3 integer [74, 113]
@attribute A4 integer [-587, 2565]
@attribute A5 integer [-46, 436]
@attribute A6 integer [-898, 6339]
@attribute A7 integer [-18, 72]
@attribute A8 integer [-353, 130]
@attribute A9 integer [-356, 126]
@attribute Class {positive, negative}
@input A1,A2,A3,A4,A5,A6,A7,A8,A9
@output Class
@data
49, 0, 79, 0, 46, -5, 30, 32, 2, negative
45, 0, 86, 0, 44, -10, 41, 42, 2, negative
43, 0, 86, 0, 44, 21, 43, 42, 0, negative
37, 2, 97, 0, 34, -2, 60, 64, 4, negative
37, 0, 106, 0, 24, -13, 68, 82, 14, negative
37, 0, 95, 0, 10, 14, 58, 84, 26, negative
48, 0, 95, 0, 46, 0, 47, 49, 2, negative
49, 0, 88, 1, 50, 19, 40, 39, 0, negative
42, -1, 87, 0, 42, 0, 45, 46, 2, negative
37, 0, 80, 0, 10, 29, 43, 70, 26, negative
38, 1, 76, 0, 38, 11, 38, 37, 0, negative
46, 0, 100, 0, 44, -11, 54, 56, 2, negative
40, 0, 80, 0, 38, 2, 40, 41, 2, negative
45, 0, 81, 0, 46, 5, 36, 35, 0, negative
42, -3, 86, 0, 42, 0, 45, 45, 0, negative
48, -4, 84, 0, 46, -1, 36, 38, 2, negative
37, 0, 83, 0, 8, 14, 46, 75, 30, negative
37, 0, 104, 0, 18, 21, 67, 86, 18, negative
38, -5, 97, 0, 38, 0, 59, 59, 0, negative
45, 0, 88, 0, 44, -6, 42, 44, 2, negative
36, -5, 81, 0, 36, 0, 45, 45, 0, negative
58, 2, 86, 0, 56, 0, 28, 29, 2, negative
43, 0, 77, -2, 42, 0, 34, 35, 2, negative
59, 0, 87, 0, 60, 18, 28, 28, 0, negative
53, 0, 104, 1, 54, 4, 51, 49, 0, negative
37, 0, 76, 1, 26, 0, 40, 50, 10, negative
42, 2, 77, 8, 42, 0, 35, 36, 0, negative
46, 0, 91, 5, 46, 0, 45, 44, 0, negative
37, 0, 76, -5, 36, -15, 39, 40, 2, negative
37, 0, 105, 0, 30, -8, 68, 74, 6, negative
37, 0, 76, 144, 20, 0, 40, 55, 16, negative
37, 0, 76, 0, 26, 0, 39, 50, 10, negative
56, 0, 80, 0, 54, -9, 24, 26, 2, negative
44, 1, 93, 0, 44, 3, 50, 50, 0, negative
44, 4, 76, 0, 42, -14, 32, 34, 2, negative
53, -2, 83, 0, 52, -19, 30, 32, 2, negative
43, 0, 85, 5, 44, 14, 42, 41, 0, negative
44, 2, 83, 5, 44, 12, 40, 39, 0, negative
37, -4, 77, 0, 36, 0, 40, 41, 0, negative
43, 0, 81, -4, 44, 30, 37, 37, 0, negative
43, 0, 86, -2, 42, 0, 43, 45, 2, negative
44, 3, 76, -1, 44, 1, 32, 32, 0, negative
45, 0, 84, 1, 46, 22, 39, 38, 0, negative
68, 0, 111, -4, 68, 0, 43, 44, 0, negative
52, 0, 88, 0, 54, 31, 35, 33, 0, negative
50, -1, 102, 0, 50, 0, 52, 53, 0, negative
50, 3, 85, 0, 50, 0, 36, 36, 0, negative
53, 0, 88, 0, 54, 0, 35, 34, 0, negative
38, 0, 90, 0, 38, 3, 52, 51, 0, negative
57, 2, 90, 0, 56, 0, 33, 33, 0, negative
37, 0, 75, 0, 24, 30, 38, 52, 14, negative
46, 0, 79, 1, 46, 12, 33, 32, 0, negative
