@relation glass5
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs Class
@data
1.5176423, 12.9777, 3.53812, 1.21127, 73.002, 0.65205, 8.52888, 0.0, 0.0, negative
1.51755118, 13.1506, 3.60996, 1.05077, 73.2372, 0.57132, 8.23836, 0.0, 0.0, negative
1.51910022, 13.90205, 3.73119, 1.17917, 72.1228, 0.0621, 8.89472, 0.0, 0.0, negative
1.51898632, 13.58285, 3.34954, 1.23053, 72.078, 0.58995, 8.90548, 0.0, 0.0, negative
1.51976084, 13.80895, 3.57853, 1.32041, 71.7196, 0.11799, 8.66876, 0.68985, 0.0, negative
1.51761952, 12.79815, 3.65935, 1.26905, 73.0076, 0.60237, 8.56116, 0.0, 0.0, negative
1.51777898, 13.21045, 3.38995, 1.33004, 72.7612, 0.58995, 8.59344, 0.0, 0.0, negative
1.51755118, 13.4831, 3.74017, 1.16954, 72.9908, 0.58995, 8.03392, 0.0, 0.0, negative
1.515706, 12.71835, 3.46179, 1.56116, 73.198, 0.67068, 8.08772, 0.0, 0.1224, negative
1.51720948, 12.8713, 3.47975, 1.33004, 73.0412, 0.5589, 8.43204, 0.0, 0.0, negative
1.51761952, 12.81145, 3.53812, 1.23053, 73.2372, 0.57753, 8.389, 0.0, 0.0, negative
1.52666318, 13.9885, 3.69976, 0.71051, 71.5684, 0.01863, 9.82008, 0.0, 0.051, negative
1.52171992, 13.4831, 3.74017, 0.8999, 72.0108, 0.18009, 9.60488, 0.0, 0.0357, negative
1.51566044, 13.29025, 3.44832, 1.21127, 72.7388, 0.5589, 8.57192, 0.0, 0.0, negative
1.51966972, 14.7732, 3.74915, 0.29, 72.022, 0.03105, 9.00232, 0.0, 0.0, negative
1.51709558, 12.99765, 3.47077, 1.78907, 72.722, 0.65826, 8.18456, 0.0, 0.0, negative
1.5162755, 12.99765, 3.57853, 1.53869, 72.8284, 0.60858, 8.04468, 0.0, 0.0, negative
1.52613924, 13.70255, 0.0, 1.35893, 71.238, 0.19251, 13.43544, 0.0, 0.051, negative
1.51839404, 12.85135, 3.66833, 1.24016, 72.5708, 0.621, 8.67952, 0.0, 0.1785, negative
1.5159338, 13.09075, 3.592, 1.51943, 73.0972, 0.67068, 7.82948, 0.0, 0.0, negative
1.5159338, 13.09075, 3.52016, 1.55153, 72.8676, 0.6831, 8.04468, 0.0, 0.459, negative
1.51588824, 13.11735, 3.40791, 1.58042, 73.2596, 0.06831, 8.389, 0.0, 0.0969, negative
1.51652608, 13.5629, 3.56955, 1.47128, 72.4476, 0.63963, 7.9586, 0.0, 0.0, negative
1.51686778, 13.2304, 3.53812, 1.48091, 72.8396, 0.5589, 8.09848, 0.0, 0.0, negative
1.5170728, 13.4831, 3.47975, 1.70882, 72.5204, 0.621, 7.99088, 0.0, 0.0, negative
1.51841682, 12.93115, 3.74017, 1.10855, 72.2796, 0.63963, 8.95928, 0.0, 0.1122, negative
1.52019366, 13.98185, 1.35149, 1.62857, 71.7588, 0.39123, 10.56252, 0.0, 0.51, negative
1.51846238, 13.40995, 3.88834, 1.33004, 72.3804, 0.50922, 8.2814, 0.0, 0.0, negative
1.51659442, 12.991, 3.17892, 1.23053, 72.9684, 0.57753, 8.80864, 0.0, 0.1224, negative
1.52210718, 14.188, 3.78058, 0.90953, 71.3612, 0.22977, 9.1422, 0.0, 0.1887, negative
1.51777898, 13.6427, 3.65037, 0.64952, 73.002, 0.0621, 8.927, 0.0, 0.0, negative
1.51609326, 13.42325, 3.39893, 1.2209, 72.6884, 0.58995, 8.32444, 0.0, 0.0, negative
1.51670832, 13.23705, 3.56955, 1.3814, 72.6996, 0.5589, 8.4428, 0.0, 0.051, negative
1.52126432, 14.321, 3.90181, 0.82928, 71.5012, 0.0, 9.48652, 0.0, 0.0, negative
1.52171992, 11.56125, 1.88131, 1.56116, 72.862, 0.47196, 11.41256, 0.0, 0.0, negative
1.51115, 17.38, 0.0, 0.34136, 75.41, 0.0, 6.64588, 0.0, 0.0, positive
1.51887242, 14.99265, 0.78126, 1.74092, 72.498, 0.0, 9.9492, 0.0, 0.0, positive
1.51652608, 11.94695, 0.0, 1.1888, 75.1804, 2.70135, 8.927, 0.0, 0.0, negative
1.52064926, 14.3609, 0.0, 2.02019, 73.422, 0.0, 8.4428, 1.64115, 0.0, negative
1.5163894, 14.36755, 0.0, 2.73923, 72.8508, 0.0, 9.45424, 0.53865, 0.0, negative
1.51682222, 14.5604, 0.0, 1.97846, 73.2876, 0.0, 8.51812, 1.5687, 0.0357, negative
1.516845, 14.9195, 0.0, 1.9913, 73.58, 0.0, 8.39976, 1.59075, 0.0, negative
1.51732338, 14.95275, 0.0, 1.7987, 72.9908, 0.0, 8.61496, 1.5498, 0.0, negative
