@relation ecoli-0-3-4-7_vs_5-6
@attribute a1 real [0.0, 88.0]
@attribute a2 real [1.0, 88.0]
@attribute a3 real [1.0, 48.0]
@attribute a4 real [1.0, 5.0]
@attribute a5 real [3.0, 88.0]
@attribute a6 real [2.0, 92.0]
@attribute a7 real [0.0, 88.0]
@attribute class {positive, negative}
@inputs a1, a2, a3, a4, a5, a6, a7
@outputs class
@data
59.0, 49.0, 48.0, 5.0, 52.0, 45.0, 36.0, negative
67.0, 39.0, 48.0, 5.0, 36.0, 38.0, 46.0, negative
4.0, 45.0, 48.0, 5.0, 38.0, 22.0, 0.0, negative
3.0, 16.0, 48.0, 5.0, 56.0, 11.0, 23.0, negative
43.0, 37.0, 48.0, 5.0, 53.0, 35.0, 44.0, negative
56.0, 51.0, 48.0, 5.0, 34.0, 37.0, 46.0, negative
24.0, 35.0, 48.0, 5.0, 31.0, 19.0, 31.0, negative
44.0, 35.0, 48.0, 5.0, 55.0, 55.0, 61.0, negative
23.0, 58.0, 48.0, 5.0, 37.0, 53.0, 59.0, negative
4.0, 35.0, 48.0, 5.0, 45.0, 33.0, 42.0, negative
44.0, 34.0, 48.0, 5.0, 3.0, 33.0, 43.0, negative
44.0, 56.0, 48.0, 5.0, 5.0, 46.0, 54.0, negative
52.0, 36.0, 48.0, 5.0, 41.0, 28.0, 38.0, negative
37.0, 5.0, 48.0, 5.0, 42.0, 36.0, 45.0, negative
48.0, 42.0, 48.0, 5.0, 45.0, 25.0, 35.0, negative
5.0, 49.0, 48.0, 5.0, 49.0, 46.0, 53.0, negative
34.0, 46.0, 48.0, 5.0, 52.0, 35.0, 44.0, negative
41.0, 43.0, 48.0, 5.0, 5.0, 24.0, 25.0, negative
38.0, 26.0, 48.0, 5.0, 54.0, 16.0, 28.0, negative
38.0, 3.0, 48.0, 5.0, 43.0, 29.0, 39.0, negative
41.0, 51.0, 48.0, 5.0, 58.0, 2.0, 31.0, negative
51.0, 49.0, 48.0, 5.0, 53.0, 14.0, 26.0, negative
29.0, 28.0, 48.0, 5.0, 5.0, 42.0, 5.0, negative
37.0, 44.0, 48.0, 5.0, 42.0, 39.0, 47.0, negative
17.0, 52.0, 48.0, 5.0, 49.0, 37.0, 46.0, negative
3.0, 37.0, 48.0, 5.0, 43.0, 18.0, 3.0, negative
44.0, 35.0, 48.0, 5.0, 44.0, 52.0, 59.0, negative
75.0, 55.0, 1.0, 1.0, 4.0, 47.0, 3.0, negative
72.0, 42.0, 48.0, 5.0, 65.0, 77.0, 79.0, negative
77.0, 55.0, 48.0, 5.0, 51.0, 78.0, 74.0, negative
81.0, 44.0, 48.0, 5.0, 42.0, 67.0, 68.0, negative
47.0, 46.0, 48.0, 5.0, 62.0, 74.0, 77.0, negative
86.0, 55.0, 48.0, 5.0, 63.0, 81.0, 83.0, negative
79.0, 54.0, 48.0, 5.0, 5.0, 66.0, 68.0, negative
57.0, 38.0, 48.0, 5.0, 6.0, 49.0, 33.0, negative
63.0, 1.0, 48.0, 5.0, 35.0, 51.0, 49.0, negative
66.0, 74.0, 48.0, 5.0, 31.0, 38.0, 43.0, negative
68.0, 82.0, 48.0, 5.0, 38.0, 65.0, 56.0, negative
32.0, 39.0, 48.0, 5.0, 53.0, 28.0, 38.0, negative
63.0, 86.0, 48.0, 5.0, 39.0, 47.0, 34.0, negative
63.0, 83.0, 48.0, 5.0, 4.0, 39.0, 19.0, negative
75.0, 84.0, 48.0, 5.0, 35.0, 52.0, 33.0, negative
63.0, 65.0, 48.0, 5.0, 39.0, 44.0, 35.0, negative
7.0, 71.0, 48.0, 5.0, 42.0, 84.0, 85.0, negative
69.0, 8.0, 48.0, 5.0, 46.0, 57.0, 26.0, negative
69.0, 66.0, 48.0, 5.0, 41.0, 5.0, 25.0, negative
61.0, 75.0, 48.0, 5.0, 51.0, 33.0, 33.0, positive
75.0, 76.0, 48.0, 5.0, 83.0, 57.0, 3.0, positive
68.0, 76.0, 48.0, 5.0, 84.0, 45.0, 27.0, positive
63.0, 49.0, 48.0, 5.0, 79.0, 45.0, 28.0, positive
71.0, 46.0, 1.0, 5.0, 52.0, 59.0, 3.0, positive
