@relation ecoli-0-3-4-7_vs_5-6
@attribute a1 real [0.0, 88.0]
@attribute a2 real [1.0, 88.0]
@attribute a3 real [1.0, 48.0]
@attribute a4 real [1.0, 5.0]
@attribute a5 real [3.0, 88.0]
@attribute a6 real [2.0, 92.0]
@attribute a7 real [0.0, 88.0]
@attribute class {positive, negative}
@inputs a1, a2, a3, a4, a5, a6, a7
@outputs class
@data
7.0, 4.0, 48.0, 5.0, 54.0, 35.0, 44.0, negative
23.0, 32.0, 48.0, 5.0, 55.0, 25.0, 35.0, negative
29.0, 28.0, 48.0, 5.0, 44.0, 23.0, 34.0, negative
2.0, 44.0, 48.0, 5.0, 46.0, 51.0, 57.0, negative
42.0, 24.0, 48.0, 5.0, 57.0, 27.0, 37.0, negative
41.0, 57.0, 48.0, 5.0, 39.0, 21.0, 32.0, negative
36.0, 39.0, 48.0, 5.0, 48.0, 22.0, 23.0, negative
25.0, 4.0, 48.0, 5.0, 47.0, 33.0, 42.0, negative
53.0, 38.0, 48.0, 5.0, 44.0, 26.0, 36.0, negative
36.0, 54.0, 48.0, 5.0, 41.0, 38.0, 46.0, negative
33.0, 45.0, 48.0, 5.0, 52.0, 32.0, 41.0, negative
61.0, 45.0, 48.0, 5.0, 48.0, 35.0, 41.0, negative
42.0, 35.0, 48.0, 5.0, 58.0, 15.0, 27.0, negative
37.0, 52.0, 48.0, 5.0, 42.0, 42.0, 36.0, negative
29.0, 3.0, 48.0, 5.0, 45.0, 3.0, 17.0, negative
42.0, 38.0, 48.0, 5.0, 54.0, 34.0, 43.0, negative
41.0, 48.0, 48.0, 5.0, 51.0, 44.0, 51.0, negative
29.0, 41.0, 48.0, 5.0, 48.0, 38.0, 46.0, negative
53.0, 42.0, 48.0, 5.0, 16.0, 29.0, 39.0, negative
4.0, 42.0, 48.0, 5.0, 37.0, 27.0, 27.0, negative
35.0, 37.0, 48.0, 5.0, 3.0, 34.0, 43.0, negative
49.0, 43.0, 48.0, 5.0, 49.0, 3.0, 4.0, negative
32.0, 33.0, 48.0, 5.0, 6.0, 6.0, 2.0, negative
35.0, 34.0, 48.0, 5.0, 46.0, 3.0, 27.0, negative
38.0, 44.0, 48.0, 5.0, 43.0, 2.0, 31.0, negative
25.0, 26.0, 48.0, 5.0, 39.0, 32.0, 42.0, negative
27.0, 3.0, 48.0, 5.0, 71.0, 28.0, 39.0, negative
36.0, 42.0, 48.0, 5.0, 53.0, 32.0, 41.0, negative
27.0, 42.0, 48.0, 5.0, 37.0, 38.0, 43.0, negative
16.0, 43.0, 48.0, 5.0, 54.0, 27.0, 37.0, negative
79.0, 41.0, 48.0, 5.0, 66.0, 81.0, 83.0, negative
75.0, 37.0, 48.0, 5.0, 64.0, 7.0, 74.0, negative
66.0, 48.0, 48.0, 5.0, 54.0, 7.0, 74.0, negative
76.0, 71.0, 48.0, 5.0, 5.0, 71.0, 75.0, negative
63.0, 42.0, 48.0, 5.0, 48.0, 77.0, 8.0, negative
87.0, 49.0, 48.0, 5.0, 61.0, 76.0, 79.0, negative
49.0, 61.0, 1.0, 5.0, 56.0, 71.0, 74.0, negative
63.0, 51.0, 48.0, 5.0, 64.0, 72.0, 76.0, negative
66.0, 86.0, 48.0, 5.0, 34.0, 41.0, 36.0, negative
67.0, 81.0, 48.0, 5.0, 54.0, 49.0, 23.0, negative
63.0, 57.0, 48.0, 5.0, 49.0, 7.0, 2.0, negative
74.0, 82.0, 48.0, 5.0, 49.0, 49.0, 41.0, negative
63.0, 8.0, 48.0, 5.0, 46.0, 31.0, 29.0, negative
68.0, 67.0, 48.0, 5.0, 49.0, 4.0, 34.0, negative
71.0, 57.0, 48.0, 5.0, 48.0, 35.0, 32.0, negative
59.0, 61.0, 48.0, 5.0, 42.0, 42.0, 37.0, negative
74.0, 78.0, 48.0, 5.0, 75.0, 54.0, 15.0, positive
65.0, 51.0, 48.0, 5.0, 66.0, 54.0, 33.0, positive
69.0, 59.0, 48.0, 5.0, 77.0, 39.0, 21.0, positive
77.0, 57.0, 1.0, 5.0, 37.0, 54.0, 1.0, positive
68.0, 49.0, 1.0, 5.0, 62.0, 55.0, 28.0, positive
