@relation ecoli-0-3-4-7_vs_5-6
@attribute a1 real [0.0, 88.0]
@attribute a2 real [1.0, 88.0]
@attribute a3 real [1.0, 48.0]
@attribute a4 real [1.0, 5.0]
@attribute a5 real [3.0, 88.0]
@attribute a6 real [2.0, 92.0]
@attribute a7 real [0.0, 88.0]
@attribute class {positive, negative}
@inputs a1, a2, a3, a4, a5, a6, a7
@outputs class
@data
21.0, 34.0, 48.0, 5.0, 51.0, 28.0, 39.0, negative
25.0, 48.0, 48.0, 5.0, 44.0, 17.0, 29.0, negative
39.0, 32.0, 48.0, 5.0, 46.0, 24.0, 35.0, negative
23.0, 4.0, 48.0, 5.0, 39.0, 28.0, 38.0, negative
51.0, 54.0, 48.0, 5.0, 41.0, 34.0, 43.0, negative
29.0, 37.0, 48.0, 5.0, 48.0, 44.0, 52.0, negative
21.0, 51.0, 48.0, 5.0, 5.0, 32.0, 41.0, negative
29.0, 52.0, 48.0, 5.0, 42.0, 29.0, 39.0, negative
32.0, 42.0, 48.0, 5.0, 35.0, 28.0, 38.0, negative
38.0, 46.0, 48.0, 5.0, 48.0, 22.0, 29.0, negative
23.0, 33.0, 48.0, 5.0, 43.0, 33.0, 43.0, negative
36.0, 41.0, 48.0, 5.0, 48.0, 47.0, 54.0, negative
18.0, 3.0, 48.0, 5.0, 46.0, 24.0, 35.0, negative
25.0, 37.0, 48.0, 5.0, 41.0, 33.0, 42.0, negative
25.0, 37.0, 48.0, 5.0, 43.0, 26.0, 36.0, negative
24.0, 43.0, 48.0, 5.0, 37.0, 28.0, 38.0, negative
34.0, 28.0, 48.0, 5.0, 41.0, 35.0, 44.0, negative
41.0, 43.0, 48.0, 5.0, 45.0, 31.0, 41.0, negative
29.0, 47.0, 48.0, 5.0, 41.0, 23.0, 34.0, negative
36.0, 56.0, 48.0, 5.0, 43.0, 45.0, 53.0, negative
3.0, 45.0, 48.0, 5.0, 36.0, 21.0, 32.0, negative
64.0, 76.0, 48.0, 5.0, 45.0, 35.0, 38.0, negative
33.0, 47.0, 48.0, 5.0, 53.0, 18.0, 29.0, negative
47.0, 28.0, 48.0, 5.0, 56.0, 2.0, 25.0, negative
34.0, 42.0, 48.0, 5.0, 41.0, 34.0, 43.0, negative
34.0, 51.0, 48.0, 5.0, 44.0, 37.0, 46.0, negative
23.0, 34.0, 48.0, 5.0, 43.0, 26.0, 37.0, negative
4.0, 41.0, 48.0, 5.0, 55.0, 22.0, 33.0, negative
22.0, 34.0, 48.0, 5.0, 42.0, 29.0, 39.0, negative
7.0, 39.0, 1.0, 5.0, 51.0, 82.0, 84.0, negative
83.0, 48.0, 48.0, 5.0, 65.0, 76.0, 79.0, negative
64.0, 46.0, 48.0, 5.0, 48.0, 73.0, 76.0, negative
86.0, 39.0, 48.0, 5.0, 59.0, 89.0, 9.0, negative
73.0, 26.0, 48.0, 5.0, 57.0, 75.0, 78.0, negative
84.0, 54.0, 48.0, 5.0, 75.0, 92.0, 7.0, negative
78.0, 44.0, 48.0, 5.0, 45.0, 73.0, 68.0, negative
74.0, 49.0, 48.0, 5.0, 42.0, 54.0, 36.0, negative
7.0, 61.0, 48.0, 5.0, 56.0, 52.0, 43.0, negative
71.0, 71.0, 48.0, 5.0, 4.0, 54.0, 39.0, negative
67.0, 81.0, 48.0, 5.0, 25.0, 42.0, 25.0, negative
64.0, 72.0, 48.0, 5.0, 49.0, 42.0, 19.0, negative
71.0, 86.0, 48.0, 5.0, 4.0, 54.0, 32.0, negative
62.0, 78.0, 48.0, 5.0, 47.0, 49.0, 54.0, negative
29.0, 39.0, 48.0, 5.0, 52.0, 4.0, 48.0, negative
62.0, 83.0, 48.0, 5.0, 46.0, 36.0, 4.0, negative
61.0, 6.0, 48.0, 5.0, 44.0, 39.0, 38.0, negative
63.0, 69.0, 48.0, 5.0, 65.0, 41.0, 28.0, positive
67.0, 88.0, 48.0, 5.0, 73.0, 5.0, 25.0, positive
67.0, 84.0, 48.0, 5.0, 74.0, 54.0, 37.0, positive
77.0, 57.0, 48.0, 5.0, 88.0, 53.0, 2.0, positive
68.0, 63.0, 48.0, 5.0, 73.0, 4.0, 3.0, positive
