@relation yeast-0-5-6-7-9_vs_4
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {positive,negative}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.6, 0.4, 0.52, 0.46, 0.5, 0.0, 0.53, 0.22, negative
0.66, 0.55, 0.45, 0.19, 0.5, 0.0, 0.46, 0.22, negative
0.51, 0.54, 0.6, 0.57, 0.5, 0.0, 0.58, 0.22, negative
0.67, 0.62, 0.4, 0.43, 0.5, 0.83, 0.5, 0.22, negative
0.67, 0.62, 0.54, 0.43, 0.5, 0.0, 0.53, 0.22, negative
0.38, 0.68, 0.44, 0.45, 0.5, 0.0, 0.53, 0.22, negative
0.57, 0.57, 0.44, 0.37, 0.5, 0.0, 0.52, 0.25, negative
0.49, 0.46, 0.45, 0.45, 0.5, 0.0, 0.52, 0.22, negative
0.52, 0.77, 0.38, 0.34, 0.5, 0.0, 0.51, 0.22, negative
0.5, 0.4, 0.56, 0.7, 0.5, 0.0, 0.5, 0.22, negative
0.67, 0.68, 0.46, 0.29, 0.5, 0.0, 0.46, 0.22, negative
0.47, 0.46, 0.59, 0.49, 0.5, 0.0, 0.56, 0.22, negative
0.53, 0.44, 0.51, 0.33, 0.5, 0.0, 0.52, 0.22, negative
0.46, 0.54, 0.71, 0.15, 0.5, 0.0, 0.59, 0.22, negative
0.4, 0.56, 0.48, 0.14, 0.5, 0.0, 0.47, 0.22, negative
0.53, 0.53, 0.6, 0.13, 0.5, 0.0, 0.49, 0.22, negative
0.27, 0.39, 0.66, 0.11, 0.5, 0.0, 0.44, 0.22, negative
0.55, 0.53, 0.56, 0.29, 0.5, 0.0, 0.48, 0.22, negative
0.46, 0.41, 0.5, 0.44, 0.5, 0.0, 0.53, 0.22, negative
0.54, 0.51, 0.54, 0.52, 0.5, 0.0, 0.47, 0.25, negative
0.48, 0.57, 0.52, 0.61, 0.5, 0.0, 0.51, 0.22, negative
0.48, 0.47, 0.54, 0.55, 0.5, 0.0, 0.51, 0.65, negative
0.6, 0.59, 0.45, 0.23, 0.5, 0.0, 0.55, 0.22, negative
0.52, 0.5, 0.59, 0.31, 0.5, 0.0, 0.5, 0.22, negative
0.6, 0.51, 0.6, 0.38, 0.5, 0.83, 0.52, 0.24, negative
0.58, 0.52, 0.61, 0.33, 0.5, 0.0, 0.38, 0.11, negative
0.6, 0.46, 0.59, 0.16, 0.5, 0.0, 0.49, 0.22, negative
0.55, 0.5, 0.6, 0.31, 0.5, 0.0, 0.46, 0.27, negative
0.58, 0.53, 0.57, 0.46, 0.5, 0.0, 0.51, 0.27, negative
0.61, 0.59, 0.47, 0.49, 0.5, 0.0, 0.54, 0.22, negative
0.55, 0.53, 0.54, 0.4, 0.5, 0.0, 0.48, 0.22, negative
0.44, 0.53, 0.53, 0.37, 0.5, 0.0, 0.51, 0.22, negative
0.39, 0.28, 0.54, 0.14, 0.5, 0.0, 0.59, 0.22, negative
0.75, 0.6, 0.43, 0.35, 0.5, 0.0, 0.45, 0.27, negative
0.47, 0.54, 0.53, 0.77, 0.5, 0.0, 0.52, 0.36, negative
0.51, 0.46, 0.4, 0.65, 0.5, 0.0, 0.49, 0.22, negative
0.49, 0.45, 0.54, 0.4, 0.5, 0.0, 0.55, 0.22, negative
0.57, 0.6, 0.54, 0.17, 0.5, 0.0, 0.52, 0.22, negative
0.56, 0.59, 0.45, 0.15, 0.5, 0.0, 0.54, 0.22, negative
0.61, 0.73, 0.5, 0.58, 0.5, 0.0, 0.5, 0.22, negative
0.56, 0.71, 0.47, 0.21, 0.5, 0.0, 0.52, 0.22, negative
0.58, 0.63, 0.52, 0.7, 0.5, 0.0, 0.46, 0.22, negative
0.47, 0.41, 0.53, 0.27, 0.5, 0.0, 0.47, 0.25, negative
0.52, 0.53, 0.58, 0.69, 0.5, 0.0, 0.5, 0.22, negative
0.38, 0.47, 0.47, 0.18, 0.5, 0.0, 0.44, 0.26, negative
0.49, 0.52, 0.53, 0.7, 0.5, 0.0, 0.51, 0.22, negative
0.47, 0.53, 0.48, 0.51, 0.5, 0.0, 0.54, 0.22, negative
0.42, 0.24, 0.34, 0.16, 0.5, 0.0, 0.5, 0.22, negative
0.35, 0.45, 0.43, 0.11, 0.5, 0.0, 0.56, 0.22, negative
0.58, 0.6, 0.43, 0.12, 0.5, 0.0, 0.55, 0.22, negative
0.58, 0.53, 0.38, 0.18, 0.5, 0.0, 0.52, 0.22, negative
0.42, 0.52, 0.4, 0.17, 0.5, 0.0, 0.5, 0.26, negative
0.37, 0.34, 0.32, 0.22, 0.5, 0.0, 0.56, 0.22, negative
0.49, 0.46, 0.34, 0.21, 0.5, 0.0, 0.55, 0.22, negative
0.2, 0.34, 0.33, 0.1, 0.5, 0.0, 0.48, 0.31, negative
0.34, 0.4, 0.3, 0.23, 0.5, 0.0, 0.51, 0.22, negative
0.43, 0.44, 0.3, 0.18, 0.5, 0.0, 0.51, 0.22, negative
0.45, 0.57, 0.3, 0.17, 0.5, 0.0, 0.51, 0.22, negative
0.47, 0.59, 0.43, 0.13, 0.5, 0.0, 0.56, 0.3, negative
0.49, 0.6, 0.3, 0.34, 0.5, 0.0, 0.5, 0.43, negative
0.39, 0.49, 0.3, 0.19, 0.5, 0.0, 0.52, 0.31, negative
0.37, 0.51, 0.39, 0.18, 0.5, 0.0, 0.51, 0.27, negative
0.27, 0.49, 0.36, 0.26, 0.5, 0.0, 0.49, 0.26, negative
0.42, 0.28, 0.33, 0.23, 0.5, 0.0, 0.39, 0.26, negative
0.27, 0.41, 0.24, 0.2, 0.5, 0.0, 0.49, 0.22, negative
0.47, 0.41, 0.46, 0.18, 0.5, 0.0, 0.53, 0.22, negative
0.43, 0.41, 0.37, 0.18, 0.5, 0.0, 0.54, 0.31, negative
0.46, 0.59, 0.38, 0.12, 0.5, 0.0, 0.5, 0.22, negative
0.3, 0.68, 0.41, 0.17, 0.5, 0.0, 0.51, 0.22, negative
0.28, 0.48, 0.36, 0.16, 0.5, 0.0, 0.53, 0.22, negative
0.52, 0.65, 0.36, 0.26, 0.5, 0.0, 0.44, 0.22, negative
0.42, 0.71, 0.45, 0.15, 0.5, 0.0, 0.48, 0.22, negative
0.39, 0.33, 0.33, 0.23, 0.5, 0.0, 0.47, 0.22, negative
0.51, 0.46, 0.41, 0.36, 0.5, 0.0, 0.49, 0.22, negative
0.3, 0.37, 0.4, 0.45, 0.5, 0.0, 0.48, 0.41, negative
0.39, 0.44, 0.28, 0.12, 0.5, 0.0, 0.46, 0.27, negative
0.37, 0.4, 0.38, 0.18, 0.5, 0.0, 0.51, 0.22, negative
0.46, 0.61, 0.38, 0.35, 0.5, 0.0, 0.49, 0.22, negative
0.82, 0.75, 0.54, 0.23, 0.5, 0.0, 0.46, 0.22, negative
0.41, 0.59, 0.46, 0.19, 0.5, 0.0, 0.36, 0.22, negative
0.51, 0.65, 0.53, 0.19, 0.5, 0.0, 0.49, 0.22, negative
0.74, 0.72, 0.5, 0.28, 0.5, 0.0, 0.5, 0.27, negative
0.77, 0.73, 0.51, 0.27, 0.5, 0.0, 0.34, 0.22, negative
0.7, 0.58, 0.53, 0.39, 0.5, 0.0, 0.59, 0.22, negative
0.66, 0.65, 0.54, 0.4, 0.5, 0.0, 0.51, 0.22, negative
0.74, 0.57, 0.51, 0.28, 0.5, 0.0, 0.58, 0.22, negative
0.7, 0.65, 0.54, 0.28, 0.5, 0.0, 0.6, 0.4, negative
0.42, 0.32, 0.48, 0.16, 0.5, 0.0, 0.55, 0.22, negative
0.8, 0.82, 0.57, 0.26, 0.5, 0.0, 0.57, 0.27, negative
0.36, 0.51, 0.51, 0.17, 0.5, 0.0, 0.52, 0.22, negative
0.68, 0.68, 0.35, 0.16, 0.5, 0.0, 0.62, 0.22, negative
0.44, 0.35, 0.55, 0.14, 0.5, 0.0, 0.52, 0.22, negative
0.65, 0.58, 0.53, 0.21, 0.5, 0.0, 0.51, 0.22, negative
0.57, 0.47, 0.48, 0.17, 0.5, 0.0, 0.52, 0.26, negative
0.86, 0.92, 0.5, 0.37, 1.0, 0.0, 0.53, 0.32, negative
0.74, 0.75, 0.58, 0.47, 0.5, 0.0, 0.4, 0.35, positive
0.57, 0.59, 0.44, 0.16, 0.5, 0.0, 0.52, 0.22, positive
0.34, 0.38, 0.45, 0.19, 0.5, 0.0, 0.51, 0.22, positive
0.77, 0.6, 0.42, 0.33, 0.5, 0.0, 0.57, 0.22, positive
0.58, 0.76, 0.4, 0.37, 0.5, 0.0, 0.54, 0.3, positive
0.97, 0.71, 0.29, 0.42, 0.5, 0.0, 0.35, 0.22, positive
0.55, 0.52, 0.44, 0.2, 0.5, 0.0, 0.56, 0.22, positive
0.86, 0.78, 0.34, 0.15, 0.5, 0.0, 0.53, 0.22, positive
0.81, 0.9, 0.39, 0.41, 0.5, 0.0, 0.53, 0.22, positive
0.83, 0.53, 0.52, 0.2, 0.5, 0.0, 0.48, 0.25, positive
