@relation  page-blocks
@attribute Height numeric
@attribute Lenght numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute P_and numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Blackand numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}


@data
6, 75, 450, 12.5, 0.356, 0.973, 1.47, 160, 438, 109, 1
8, 69, 552, 8.625, 0.216, 0.643, 1.43, 119, 355, 83, 1
2, 69, 138, 34.5, 0.087, 0.507, 1.2, 12, 70, 10, 1
6, 129, 774, 21.5, 0.195, 0.565, 1.35, 151, 437, 112, 1
16, 367, 5872, 22.938, 0.385, 0.575, 5.29, 2258, 3377, 427, 1
9, 107, 963, 11.889, 0.328, 0.656, 2.08, 316, 632, 152, 1
10, 22, 220, 2.2, 0.323, 0.814, 2.09, 71, 179, 34, 1
11, 11, 121, 1.0, 0.455, 0.818, 5.5, 55, 99, 10, 1
11, 26, 286, 2.364, 0.297, 0.941, 2.02, 85, 269, 42, 1
10, 269, 2690, 26.9, 0.306, 0.496, 5.15, 824, 1335, 160, 1
9, 171, 1539, 19.0, 0.121, 0.574, 1.35, 186, 884, 138, 1
10, 19, 190, 1.9, 0.621, 0.858, 8.43, 118, 163, 14, 1
7, 13, 91, 1.857, 0.374, 1.0, 1.89, 34, 91, 18, 1
10, 21, 210, 2.1, 0.3, 0.81, 1.91, 63, 170, 33, 1
7, 41, 287, 5.857, 0.341, 0.721, 1.58, 98, 207, 62, 1
7, 12, 84, 1.714, 0.476, 0.762, 2.86, 40, 64, 14, 1
9, 23, 207, 2.556, 0.213, 0.507, 1.57, 44, 105, 28, 1
9, 6, 54, 0.667, 0.37, 0.907, 2.5, 20, 49, 8, 1
8, 150, 1200, 18.75, 0.205, 0.628, 1.32, 246, 753, 187, 1
10, 15, 150, 1.5, 0.313, 0.78, 2.24, 47, 117, 21, 1
8, 15, 120, 1.875, 0.25, 0.808, 2.14, 30, 97, 14, 1
11, 31, 341, 2.818, 0.323, 0.83, 2.08, 110, 283, 53, 1
9, 314, 2826, 34.889, 0.156, 0.587, 1.25, 440, 1659, 352, 1
6, 96, 576, 16.0, 0.262, 0.842, 1.51, 151, 485, 100, 1
9, 54, 486, 6.0, 0.292, 0.957, 1.48, 142, 465, 96, 1
3, 4, 12, 1.333, 0.917, 0.917, 11.0, 11, 11, 1, 1
10, 205, 2050, 20.5, 0.381, 0.708, 3.04, 781, 1451, 257, 1
8, 39, 312, 4.875, 0.224, 0.824, 1.21, 70, 257, 58, 1
7, 207, 1449, 29.571, 0.249, 0.771, 1.29, 361, 1117, 279, 1
8, 32, 256, 4.0, 0.387, 0.895, 1.62, 99, 229, 61, 1
33, 160, 5280, 4.848, 0.219, 0.389, 6.34, 1154, 2054, 182, 1
3, 3, 9, 1.0, 0.889, 0.889, 8.0, 8, 8, 1, 1
8, 20, 160, 2.5, 0.506, 1.0, 2.45, 81, 160, 33, 1
9, 36, 324, 4.0, 0.549, 0.914, 3.3, 178, 296, 54, 1
7, 14, 98, 2.0, 0.378, 0.969, 1.95, 37, 95, 19, 1
7, 16, 112, 2.286, 0.241, 0.634, 2.45, 27, 71, 11, 1
11, 86, 946, 7.818, 0.289, 0.701, 1.98, 273, 663, 138, 1
9, 73, 657, 8.111, 0.376, 0.846, 2.63, 247, 556, 94, 1
7, 53, 371, 7.571, 0.299, 0.927, 1.29, 111, 344, 86, 1
11, 73, 803, 6.636, 0.27, 0.844, 2.03, 217, 678, 107, 1
8, 25, 200, 3.125, 0.31, 0.67, 1.63, 62, 134, 38, 1
12, 67, 804, 5.583, 0.376, 0.751, 2.99, 302, 604, 101, 1
10, 413, 4130, 41.3, 0.315, 0.731, 2.47, 1302, 3018, 527, 1
22, 47, 1034, 2.136, 0.319, 0.753, 2.13, 330, 779, 155, 1
8, 64, 512, 8.0, 0.252, 0.865, 1.63, 129, 443, 79, 1
7, 18, 126, 2.571, 0.27, 0.714, 1.36, 34, 90, 25, 1
8, 30, 240, 3.75, 0.383, 0.983, 1.88, 92, 236, 49, 1
11, 8, 88, 0.727, 0.443, 0.466, 39.0, 39, 41, 1, 1
11, 84, 924, 7.636, 0.291, 0.843, 1.74, 269, 779, 155, 1
7, 97, 679, 13.857, 0.196, 0.461, 1.68, 133, 313, 79, 1
10, 18, 180, 1.8, 0.306, 0.617, 2.5, 55, 111, 22, 1
7, 34, 238, 4.857, 0.286, 0.756, 1.36, 68, 180, 50, 1
7, 26, 182, 3.714, 0.33, 0.786, 2.07, 60, 143, 29, 1
7, 27, 189, 3.857, 0.28, 0.947, 1.33, 53, 179, 40, 1
5, 22, 110, 4.4, 0.536, 0.909, 2.19, 59, 100, 27, 1
5, 99, 495, 19.8, 0.356, 0.881, 1.5, 176, 436, 117, 1
24, 120, 2880, 5.0, 0.927, 0.972, 21.36, 2670, 2800, 125, 1
12, 58, 696, 4.833, 0.343, 0.803, 3.85, 239, 559, 62, 1
10, 79, 790, 7.9, 0.324, 0.671, 2.19, 256, 530, 117, 1
8, 15, 120, 1.875, 0.3, 0.642, 1.57, 36, 77, 23, 1
7, 8, 56, 1.143, 0.321, 0.786, 1.38, 18, 44, 13, 1
7, 140, 980, 20.0, 0.253, 0.886, 1.49, 248, 868, 167, 1
7, 13, 91, 1.857, 0.67, 0.89, 7.63, 61, 81, 8, 1
7, 15, 105, 2.143, 0.314, 1.0, 1.57, 33, 105, 21, 1
3, 90, 270, 30.0, 0.511, 0.907, 2.34, 138, 245, 59, 1
6, 90, 540, 15.0, 0.394, 0.804, 2.2, 213, 434, 97, 1
12, 20, 240, 1.667, 0.546, 0.838, 8.19, 131, 201, 16, 1
6, 3, 18, 0.5, 0.556, 0.556, 10.0, 10, 10, 1, 1
7, 5, 35, 0.714, 0.257, 0.571, 2.25, 9, 20, 4, 1
1, 40, 40, 40.0, 0.4, 1.0, 1.07, 16, 40, 15, 1
8, 508, 4064, 63.5, 0.092, 0.393, 1.28, 372, 1599, 290, 1
11, 271, 2981, 24.636, 0.198, 0.628, 1.52, 591, 1872, 388, 1
11, 53, 583, 4.818, 0.225, 0.485, 3.45, 131, 283, 38, 1
6, 26, 156, 4.333, 0.423, 0.769, 2.36, 66, 120, 28, 1
10, 327, 3270, 32.7, 0.379, 0.767, 2.75, 1239, 2508, 450, 1
11, 12, 132, 1.091, 0.295, 0.818, 3.0, 39, 108, 13, 1
6, 47, 282, 7.833, 0.177, 0.45, 1.61, 50, 127, 31, 1
7, 49, 343, 7.0, 0.297, 0.641, 2.08, 102, 220, 49, 1
7, 35, 245, 5.0, 0.347, 0.771, 1.52, 85, 189, 56, 1
10, 155, 1550, 15.5, 0.326, 0.642, 2.8, 506, 995, 181, 1
9, 535, 4815, 59.444, 0.088, 0.318, 1.37, 425, 1530, 310, 1
6, 32, 192, 5.333, 0.286, 0.76, 1.41, 55, 146, 39, 1
4, 95, 380, 23.75, 0.311, 0.979, 1.51, 118, 372, 78, 1
12, 410, 4920, 34.167, 0.333, 0.661, 2.69, 1636, 3254, 608, 1
10, 11, 110, 1.1, 0.373, 1.0, 1.58, 41, 110, 26, 1
11, 24, 264, 2.182, 0.53, 0.727, 10.0, 140, 192, 14, 1
5, 18, 90, 3.6, 0.378, 0.956, 1.62, 34, 86, 21, 1
6, 95, 570, 15.833, 0.209, 0.667, 1.63, 119, 380, 73, 1
6, 17, 102, 2.833, 0.324, 1.0, 1.32, 33, 102, 25, 1
