@relation ecoli-0-2-3-4_vs_5
@attribute a1 real [0.0, 88.0]
@attribute a2 real [3.0, 88.0]
@attribute a3 real [1.0, 48.0]
@attribute a4 real [1.0, 5.0]
@attribute a5 real [3.0, 88.0]
@attribute a6 real [2.0, 92.0]
@attribute a7 real [0.0, 88.0]
@attribute class {positive, negative}
@inputs a1, a2, a3, a4, a5, a6, a7
@outputs class
@data
56.0, 4.0, 48.0, 5.0, 49.0, 37.0, 46.0, negative
41.0, 57.0, 48.0, 5.0, 39.0, 21.0, 32.0, negative
21.0, 51.0, 48.0, 5.0, 5.0, 32.0, 41.0, negative
43.0, 39.0, 48.0, 5.0, 47.0, 31.0, 41.0, negative
4.0, 29.0, 48.0, 5.0, 42.0, 35.0, 44.0, negative
32.0, 42.0, 48.0, 5.0, 35.0, 28.0, 38.0, negative
33.0, 45.0, 48.0, 5.0, 52.0, 32.0, 41.0, negative
3.0, 37.0, 48.0, 5.0, 59.0, 41.0, 49.0, negative
23.0, 33.0, 48.0, 5.0, 43.0, 33.0, 43.0, negative
51.0, 37.0, 48.0, 5.0, 35.0, 36.0, 45.0, negative
18.0, 3.0, 48.0, 5.0, 46.0, 24.0, 35.0, negative
42.0, 3.0, 48.0, 5.0, 48.0, 26.0, 36.0, negative
41.0, 43.0, 48.0, 5.0, 45.0, 31.0, 41.0, negative
29.0, 47.0, 48.0, 5.0, 41.0, 23.0, 34.0, negative
41.0, 43.0, 48.0, 5.0, 5.0, 24.0, 25.0, negative
3.0, 45.0, 48.0, 5.0, 36.0, 21.0, 32.0, negative
64.0, 76.0, 48.0, 5.0, 45.0, 35.0, 38.0, negative
65.0, 55.0, 48.0, 5.0, 34.0, 37.0, 28.0, negative
32.0, 33.0, 48.0, 5.0, 6.0, 6.0, 2.0, negative
38.0, 44.0, 48.0, 5.0, 43.0, 2.0, 31.0, negative
4.0, 31.0, 48.0, 5.0, 41.0, 29.0, 39.0, negative
37.0, 44.0, 48.0, 5.0, 42.0, 39.0, 47.0, negative
0.0, 38.0, 48.0, 5.0, 42.0, 48.0, 55.0, negative
27.0, 3.0, 48.0, 5.0, 71.0, 28.0, 39.0, negative
85.0, 53.0, 48.0, 5.0, 53.0, 52.0, 35.0, negative
59.0, 29.0, 48.0, 5.0, 64.0, 75.0, 77.0, negative
66.0, 48.0, 48.0, 5.0, 54.0, 7.0, 74.0, negative
64.0, 46.0, 48.0, 5.0, 48.0, 73.0, 76.0, negative
76.0, 71.0, 48.0, 5.0, 5.0, 71.0, 75.0, negative
77.0, 55.0, 48.0, 5.0, 51.0, 78.0, 74.0, negative
58.0, 6.0, 48.0, 5.0, 59.0, 73.0, 76.0, negative
86.0, 39.0, 48.0, 5.0, 59.0, 89.0, 9.0, negative
81.0, 53.0, 48.0, 5.0, 57.0, 87.0, 88.0, negative
76.0, 41.0, 48.0, 5.0, 5.0, 59.0, 62.0, negative
63.0, 51.0, 48.0, 5.0, 64.0, 72.0, 76.0, negative
79.0, 54.0, 48.0, 5.0, 5.0, 66.0, 68.0, negative
75.0, 76.0, 48.0, 5.0, 83.0, 57.0, 3.0, positive
6.0, 76.0, 1.0, 5.0, 77.0, 59.0, 52.0, positive
63.0, 49.0, 48.0, 5.0, 79.0, 45.0, 28.0, positive
68.0, 63.0, 48.0, 5.0, 73.0, 4.0, 3.0, positive
