@relation  segment
@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Short-line-density-5 numeric
@attribute Short-line-density-2 numeric
@attribute Vedge-mean numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Hedge-sd real[-1.5894573E-8,1386.3292]
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean real[-49.666668,9.888889]
@attribute Exblue-mean real[-12.444445,82.0]
@attribute Exgreen-mean real[-33.88889,24.666666]
@attribute Value-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean real[-3.0441751,2.9124804]
@attribute Class {1,2,3,4,5,6,7}


@data
231.0, 123.0, 9.0, 0.0, 0.0, 0.66666675, 0.08888893, 0.38888893, 0.15185189, 5.814815, 7.111111, 6.888889, 3.4444444, 3.8888888, 3.2222223, -7.111111, 7.3333335, 0.53174603, -0.9884131, 1
97.0, 126.0, 9.0, 0.0, 0.0, 1.0555555, 0.37407416, 1.0000001, 0.8444445, 6.4814816, 7.6666665, 8.0, 3.7777777, 3.5555556, 4.5555553, -8.111111, 8.333334, 0.5515873, -1.1181307, 1
59.0, 111.0, 9.0, 0.0, 0.0, 0.27777767, 0.15185185, 0.4999999, 0.12222217, 5.4444447, 6.4444447, 7.0, 2.8888888, 3.0, 4.6666665, -7.6666665, 7.2222223, 0.60119045, -1.1813879, 1
30.0, 124.0, 9.0, 0.0, 0.0, 0.6111111, 0.10740735, 0.611111, 0.10740747, 6.0, 7.4444447, 7.2222223, 3.3333333, 4.3333335, 3.6666667, -8.0, 7.7777777, 0.571649, -0.98787266, 1
86.0, 88.0, 9.0, 0.11111111, 0.0, 2.055556, 1.8851848, 1.722222, 3.3962944, 21.148148, 21.444445, 26.333334, 15.666667, 0.8888889, 15.555555, -16.444445, 26.333334, 0.40511805, -1.5125551, 1
38.0, 112.0, 9.0, 0.0, 0.0, 0.55555564, 0.3851852, 1.0000001, 0.0888888, 6.2222223, 7.0, 8.111112, 3.5555556, 2.3333333, 5.6666665, -8.0, 8.111112, 0.5591711, -1.2739921, 1
138.0, 133.0, 9.0, 0.0, 0.0, 0.6666667, 0.44444433, 1.1666666, 0.21111093, 6.4444447, 7.7777777, 7.888889, 3.6666667, 4.0, 4.3333335, -8.333333, 8.222222, 0.5582011, -1.0776595, 1
26.0, 67.0, 9.0, 0.11111111, 0.0, 1.0, 0.8888903, 2.4444447, 3.1851847, 20.0, 19.555555, 25.88889, 14.555555, -1.3333334, 17.666666, -16.333334, 25.88889, 0.4369392, -1.6232022, 1
134.0, 104.0, 9.0, 0.0, 0.0, 2.388889, 1.8407409, 2.6666663, 3.5555563, 21.777779, 20.88889, 28.333334, 16.11111, -2.6666667, 19.666666, -17.0, 28.333334, 0.43039906, -1.6697525, 1
138.0, 116.0, 9.0, 0.0, 0.0, 0.6111111, 0.15185188, 0.4444445, 0.20740739, 6.4814816, 7.5555553, 8.222222, 3.6666667, 3.2222223, 5.2222223, -8.444445, 8.333334, 0.5591711, -1.1910701, 1
68.0, 117.0, 9.0, 0.0, 0.0, 0.44444433, 0.20740744, 1.611111, 2.1518512, 19.88889, 20.666668, 24.11111, 14.888889, 2.3333333, 12.666667, -15.0, 24.11111, 0.38127685, -1.4200875, 1
96.0, 84.0, 9.0, 0.0, 0.0, 1.5000004, 1.2777773, 1.6111107, 2.2851882, 23.851852, 23.555555, 30.0, 18.0, -0.8888889, 18.444445, -17.555555, 30.0, 0.39879107, -1.598867, 1
