@relation  segment
@attribute Region-centroid-col real[1.0,254.0]
@attribute Region-centroid-row real[11.0,251.0]
@attribute Region-pixel-count real[9.0,10.0]
@attribute Short-line-density-5 real[0.0,0.33333334]
@attribute Short-line-density-2 real[0.0,0.22222222]
@attribute Vedge-mean real[0.0,29.222221]
@attribute Vegde-sd real[0.0,991.7184]
@attribute Hedge-mean real[0.0,44.722225]
@attribute Hedge-sd real[-1.5894573E-8,1386.3292]
@attribute Intensity-mean real[0.0,143.44444]
@attribute Rawred-mean real[0.0,137.11111]
@attribute Rawblue-mean real[0.0,150.88889]
@attribute Rawgreen-mean real[0.0,142.55556]
@attribute Exred-mean real[-49.666668,9.888889]
@attribute Exblue-mean real[-12.444445,82.0]
@attribute Exgreen-mean real[-33.88889,24.666666]
@attribute Value-mean real[0.0,150.88889]
@attribute Saturatoin-mean real[0.0,1.0]
@attribute Hue-mean real[-3.0441751,2.9124804]
@attribute Class{1,2,3,4,5,6,7}
@inputs Region-centroid-col,Region-centroid-row,Region-pixel-count,Short-line-density-5,Short-line-density-2,Vedge-mean,Vegde-sd,Hedge-mean,Hedge-sd,Intensity-mean,Rawred-mean,Rawblue-mean,Rawgreen-mean,Exred-mean,Exblue-mean,Exgreen-mean,Value-mean,Saturatoin-mean,Hue-mean
@outputs Class
@data
229.0, 124.0, 9.0, 0.0, 0.0, 0.888889, 0.074073985, 0.8888889, 0.3407407, 5.888889, 7.111111, 7.111111, 3.4444444, 3.6666667, 3.6666667, -7.3333335, 7.5555553, 0.5458554, -1.0376626, 1
107.0, 129.0, 9.0, 0.0, 0.0, 0.55555564, 0.56296325, 0.8888889, 0.8740743, 6.6666665, 8.444445, 7.5555553, 4.0, 5.3333335, 2.6666667, -8.0, 8.444445, 0.53055555, -0.8439043, 1
65.0, 143.0, 9.0, 0.0, 0.0, 0.3333334, 0.13333334, 0.4444445, 0.074074075, 5.037037, 6.5555553, 5.888889, 2.6666667, 4.5555553, 2.5555556, -7.111111, 6.6666665, 0.5952381, -0.90741616, 1
28.0, 131.0, 9.0, 0.0, 0.0, 0.22222216, 0.074074045, 0.77777773, 0.20740731, 5.185185, 6.6666665, 6.0, 2.8888888, 4.4444447, 2.4444444, -6.888889, 6.6666665, 0.56613755, -0.87464094, 1
85.0, 101.0, 9.0, 0.0, 0.0, 1.3333334, 1.2888881, 1.2777777, 1.2185181, 21.296297, 21.222221, 26.777779, 15.888889, -0.22222222, 16.444445, -16.222221, 26.777779, 0.4047922, -1.5585992, 1
22.0, 116.0, 9.0, 0.0, 0.0, 0.38888875, 0.10740741, 0.33333325, 0.13333334, 5.6296296, 6.7777777, 7.0, 3.1111112, 3.4444444, 4.111111, -7.5555553, 7.3333335, 0.57539684, -1.0996237, 1
146.0, 124.0, 9.0, 0.0, 0.0, 0.4999999, 0.16666664, 0.38888875, 0.107407376, 6.037037, 7.4444447, 7.3333335, 3.3333333, 4.2222223, 3.8888888, -8.111111, 7.6666665, 0.56349206, -1.0247301, 1
19.0, 55.0, 9.0, 0.0, 0.0, 1.444445, 2.8296297, 1.277778, 0.862964, 21.037037, 20.555555, 26.666666, 15.888889, -1.4444444, 16.88889, -15.444445, 26.666666, 0.40479085, -1.634416, 1
149.0, 92.0, 9.0, 0.0, 0.0, 1.2222223, 0.5629636, 2.3333333, 3.822222, 23.666666, 23.11111, 30.333334, 17.555555, -1.6666666, 20.0, -18.333334, 30.333334, 0.4209725, -1.6377774, 1
159.0, 111.0, 9.0, 0.0, 0.0, 0.4444445, 0.074074045, 0.61111116, 0.1518519, 5.9259257, 7.6666665, 6.888889, 3.2222223, 5.2222223, 2.8888888, -8.111111, 7.6666665, 0.5813492, -0.87266606, 1
