@relation  page-blocks
@attribute Height numeric
@attribute Lenght numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute P_and numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Blackand numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}


@data
8, 9, 72, 1.125, 0.375, 0.986, 2.08, 27, 71, 13, 1
9, 45, 405, 5.0, 0.425, 0.938, 2.77, 172, 380, 62, 1
9, 181, 1629, 20.111, 0.361, 0.74, 2.76, 588, 1205, 213, 1
6, 5, 30, 0.833, 0.367, 0.867, 2.75, 11, 26, 4, 1
10, 13, 130, 1.3, 0.285, 0.885, 1.61, 37, 115, 23, 1
7, 17, 119, 2.429, 0.412, 0.807, 2.58, 49, 96, 19, 1
8, 9, 72, 1.125, 0.361, 0.903, 1.63, 26, 65, 16, 1
8, 37, 296, 4.625, 0.392, 0.753, 1.93, 116, 223, 60, 1
9, 20, 180, 2.222, 0.261, 0.556, 2.35, 47, 100, 20, 1
9, 99, 891, 11.0, 0.189, 0.745, 1.4, 168, 664, 120, 1
7, 41, 287, 5.857, 0.213, 0.801, 1.36, 61, 230, 45, 1
4, 7, 28, 1.75, 0.286, 0.571, 8.0, 8, 16, 1, 1
7, 11, 77, 1.571, 0.351, 0.922, 1.59, 27, 71, 17, 1
11, 61, 671, 5.545, 0.294, 0.735, 2.21, 197, 493, 89, 1
8, 510, 4080, 63.75, 0.144, 0.531, 1.32, 586, 2166, 444, 1
8, 40, 320, 5.0, 0.281, 0.872, 1.45, 90, 279, 62, 1
18, 168, 3024, 9.333, 0.187, 0.73, 2.34, 564, 2207, 241, 1
12, 404, 4848, 33.667, 0.334, 0.674, 2.82, 1617, 3267, 573, 1
7, 19, 133, 2.714, 0.263, 0.662, 1.35, 35, 88, 26, 1
9, 80, 720, 8.889, 0.333, 0.914, 2.09, 240, 658, 115, 1
3, 16, 48, 5.333, 0.375, 0.938, 2.25, 18, 45, 8, 1
9, 151, 1359, 16.778, 0.184, 0.5, 1.4, 250, 679, 178, 1
9, 83, 747, 9.222, 0.391, 0.795, 3.21, 292, 594, 91, 1
9, 76, 684, 8.444, 0.363, 0.874, 2.18, 248, 598, 114, 1
10, 22, 220, 2.2, 0.491, 0.932, 3.72, 108, 205, 29, 1
8, 23, 184, 2.875, 0.288, 1.0, 1.47, 53, 184, 36, 1
15, 29, 435, 1.933, 0.524, 0.97, 4.15, 228, 422, 55, 1
4, 10, 40, 2.5, 0.3, 0.65, 3.0, 12, 26, 4, 1
10, 82, 820, 8.2, 0.3, 0.832, 2.05, 246, 682, 120, 1
7, 41, 287, 5.857, 0.254, 0.697, 1.43, 73, 200, 51, 1
10, 96, 960, 9.6, 0.418, 0.886, 2.49, 401, 851, 161, 1
7, 9, 63, 1.286, 0.317, 0.81, 1.54, 20, 51, 13, 1
7, 11, 77, 1.571, 0.312, 0.844, 1.5, 24, 65, 16, 1
11, 123, 1353, 11.182, 0.25, 0.514, 1.95, 338, 695, 173, 1
8, 21, 168, 2.625, 0.435, 1.0, 1.97, 73, 168, 37, 1
7, 389, 2723, 55.571, 0.167, 0.584, 1.19, 455, 1591, 381, 1
10, 62, 620, 6.2, 0.265, 0.656, 2.19, 164, 407, 75, 1
3, 3, 9, 1.0, 0.778, 0.778, 7.0, 7, 7, 1, 1
7, 13, 91, 1.857, 0.67, 0.89, 7.63, 61, 81, 8, 1
8, 48, 384, 6.0, 0.221, 0.557, 1.37, 85, 214, 62, 1
9, 7, 63, 0.778, 0.349, 0.683, 2.2, 22, 43, 10, 1
6, 46, 276, 7.667, 0.315, 0.75, 2.12, 87, 207, 41, 1
11, 35, 385, 3.182, 0.382, 0.657, 6.13, 147, 253, 24, 1
7, 101, 707, 14.429, 0.501, 0.973, 3.19, 354, 688, 111, 1
7, 147, 1029, 21.0, 0.215, 0.956, 1.28, 221, 984, 173, 1
8, 17, 136, 2.125, 0.382, 0.86, 2.48, 52, 117, 21, 1
12, 45, 540, 3.75, 0.467, 0.694, 6.63, 252, 375, 38, 1
12, 22, 264, 1.833, 0.58, 0.814, 7.65, 153, 215, 20, 1
9, 102, 918, 11.333, 0.214, 0.708, 1.3, 196, 650, 151, 1
7, 8, 56, 1.143, 0.464, 0.768, 2.17, 26, 43, 12, 1
8, 59, 472, 7.375, 0.381, 0.873, 2.77, 180, 412, 65, 1
11, 22, 242, 2.0, 0.277, 0.731, 1.86, 67, 177, 36, 1
9, 46, 414, 5.111, 0.365, 0.848, 2.01, 151, 351, 75, 1
8, 45, 360, 5.625, 0.297, 0.564, 1.88, 107, 203, 57, 1
6, 18, 108, 3.0, 0.343, 0.926, 1.76, 37, 100, 21, 1
9, 42, 378, 4.667, 0.45, 0.905, 2.79, 170, 342, 61, 1
14, 419, 5866, 29.929, 0.373, 0.603, 4.51, 2188, 3535, 485, 1
9, 32, 288, 3.556, 0.299, 0.691, 2.1, 86, 199, 41, 1
9, 62, 558, 6.889, 0.348, 0.869, 2.23, 194, 485, 87, 1
9, 28, 252, 3.111, 0.317, 0.976, 1.95, 80, 246, 41, 1
7, 14, 98, 2.0, 0.327, 0.939, 1.88, 32, 92, 17, 1
11, 32, 352, 2.909, 0.256, 0.534, 2.0, 90, 188, 45, 1
14, 253, 3542, 18.071, 0.372, 0.826, 4.36, 1317, 2924, 302, 1
12, 72, 864, 6.0, 0.615, 0.862, 6.4, 531, 745, 83, 1
9, 34, 306, 3.778, 0.412, 0.902, 1.91, 126, 276, 66, 1
9, 248, 2232, 27.556, 0.33, 0.727, 2.39, 737, 1622, 308, 1
9, 492, 4428, 54.667, 0.209, 0.781, 1.33, 924, 3457, 697, 1
10, 171, 1710, 17.1, 0.126, 0.452, 1.78, 215, 773, 121, 1
8, 43, 344, 5.375, 0.398, 0.939, 2.4, 137, 323, 57, 1
6, 96, 576, 16.0, 0.302, 0.795, 2.2, 174, 458, 79, 1
9, 174, 1566, 19.333, 0.178, 0.737, 1.71, 279, 1154, 163, 1
6, 21, 126, 3.5, 0.349, 1.0, 1.33, 44, 126, 33, 1
9, 535, 4815, 59.444, 0.163, 0.6, 1.4, 786, 2887, 561, 1
8, 19, 152, 2.375, 0.355, 0.954, 2.0, 54, 145, 27, 1
5, 7, 35, 1.4, 0.543, 1.0, 2.11, 19, 35, 9, 1
9, 71, 639, 7.889, 0.294, 0.762, 2.16, 188, 487, 87, 1
9, 272, 2448, 30.222, 0.277, 0.67, 1.86, 679, 1640, 365, 1
9, 123, 1107, 13.667, 0.362, 0.986, 2.62, 401, 1091, 153, 1
9, 183, 1647, 20.333, 0.218, 0.6, 1.42, 359, 989, 252, 1
7, 18, 126, 2.571, 0.214, 0.929, 1.13, 27, 117, 24, 1
8, 23, 184, 2.875, 0.337, 0.783, 1.94, 62, 144, 32, 1
7, 47, 329, 6.714, 0.258, 0.763, 1.29, 85, 251, 66, 1
25, 186, 4650, 7.44, 0.456, 0.868, 8.06, 2121, 4035, 263, 1
8, 120, 960, 15.0, 0.25, 0.748, 1.66, 240, 718, 145, 1
9, 39, 351, 4.333, 0.293, 0.937, 2.06, 103, 329, 50, 1
8, 13, 104, 1.625, 0.365, 0.933, 1.65, 38, 97, 23, 1
8, 192, 1536, 24.0, 0.316, 0.746, 1.74, 485, 1146, 279, 1
17, 350, 5950, 20.588, 0.363, 0.577, 5.22, 2162, 3433, 414, 1
9, 32, 288, 3.556, 0.302, 0.781, 2.07, 87, 225, 42, 1
7, 3, 21, 0.429, 0.571, 1.0, 4.0, 12, 21, 3, 1
12, 41, 492, 3.417, 0.289, 0.74, 2.06, 142, 364, 69, 1
8, 15, 120, 1.875, 0.517, 0.867, 2.48, 62, 104, 25, 1
9, 83, 747, 9.222, 0.376, 0.687, 2.49, 281, 513, 113, 1
7, 80, 560, 11.429, 0.155, 0.698, 1.18, 87, 391, 74, 1
8, 102, 816, 12.75, 0.403, 0.929, 2.7, 329, 758, 122, 1
7, 115, 805, 16.429, 0.273, 0.704, 1.72, 220, 567, 128, 1
6, 68, 408, 11.333, 0.257, 0.672, 1.15, 105, 274, 91, 1
6, 130, 780, 21.667, 0.253, 0.528, 2.05, 197, 412, 96, 1
7, 72, 504, 10.286, 0.236, 0.651, 1.7, 119, 328, 70, 1
8, 39, 312, 4.875, 0.369, 0.99, 2.05, 115, 309, 56, 1
9, 64, 576, 7.111, 0.465, 0.899, 2.58, 268, 518, 104, 1
7, 19, 133, 2.714, 0.406, 1.0, 1.69, 54, 133, 32, 1
7, 34, 238, 4.857, 0.273, 0.761, 1.48, 65, 181, 44, 1
9, 54, 486, 6.0, 0.191, 0.741, 1.24, 93, 360, 75, 1
8, 9, 72, 1.125, 0.389, 0.736, 2.15, 28, 53, 13, 1
10, 30, 300, 3.0, 0.307, 0.94, 1.96, 92, 282, 47, 1
13, 65, 845, 5.0, 0.302, 0.677, 2.58, 255, 572, 99, 1
7, 144, 1008, 20.571, 0.092, 0.384, 1.24, 93, 387, 75, 1
9, 18, 162, 2.0, 0.66, 0.883, 7.13, 107, 143, 15, 1
5, 50, 250, 10.0, 0.36, 0.812, 1.58, 90, 203, 57, 1
7, 7, 49, 1.0, 0.347, 0.98, 2.13, 17, 48, 8, 1
9, 69, 621, 7.667, 0.343, 0.876, 1.75, 213, 544, 122, 1
6, 36, 216, 6.0, 0.495, 0.995, 1.91, 107, 215, 56, 1
10, 23, 230, 2.3, 0.313, 0.891, 2.4, 72, 205, 30, 1
12, 48, 576, 4.0, 0.252, 0.755, 1.71, 145, 435, 85, 1
5, 12, 60, 2.4, 0.2, 0.467, 1.71, 12, 28, 7, 1
14, 58, 812, 4.143, 0.683, 0.927, 12.07, 555, 753, 46, 1
9, 20, 180, 2.222, 0.367, 0.9, 2.2, 66, 162, 30, 1
6, 96, 576, 16.0, 0.262, 0.842, 1.51, 151, 485, 100, 1
10, 15, 150, 1.5, 0.273, 0.947, 1.41, 41, 142, 29, 1
7, 41, 287, 5.857, 0.22, 0.756, 1.47, 63, 217, 43, 1
11, 292, 3212, 26.545, 0.341, 0.761, 2.95, 1096, 2445, 371, 1
9, 509, 4581, 56.556, 0.096, 0.379, 1.34, 439, 1736, 328, 1
8, 8, 64, 1.0, 0.391, 1.0, 2.5, 25, 64, 10, 1
5, 39, 195, 7.8, 0.338, 0.903, 1.35, 66, 176, 49, 1
9, 12, 108, 1.333, 0.426, 1.0, 1.64, 46, 108, 28, 1
12, 69, 828, 5.75, 0.332, 0.626, 2.81, 275, 518, 98, 1
8, 242, 1936, 30.25, 0.232, 0.611, 1.72, 450, 1183, 262, 1
5, 7, 35, 1.4, 0.314, 0.857, 1.83, 11, 30, 6, 1
9, 163, 1467, 18.111, 0.148, 0.667, 1.28, 217, 978, 170, 1
5, 95, 475, 19.0, 0.255, 0.787, 1.73, 121, 374, 70, 1
10, 16, 160, 1.6, 0.444, 1.0, 2.22, 71, 160, 32, 1
9, 47, 423, 5.222, 0.336, 0.891, 1.78, 142, 377, 80, 1
7, 96, 672, 13.714, 0.314, 0.988, 1.77, 211, 664, 119, 1
5, 42, 210, 8.4, 0.257, 0.838, 1.46, 54, 176, 37, 1
10, 12, 120, 1.2, 0.333, 0.867, 1.82, 40, 104, 22, 1
8, 62, 496, 7.75, 0.361, 0.877, 3.03, 179, 435, 59, 1
8, 64, 512, 8.0, 0.336, 0.846, 2.12, 172, 433, 81, 1
5, 177, 885, 35.4, 0.226, 0.498, 1.71, 200, 441, 117, 1
9, 93, 837, 10.333, 0.278, 0.847, 1.66, 233, 709, 140, 1
11, 79, 869, 7.182, 0.342, 0.841, 2.2, 297, 731, 135, 1
14, 395, 5530, 28.214, 0.359, 0.658, 4.7, 1988, 3636, 423, 1
7, 9, 63, 1.286, 0.349, 0.889, 2.2, 22, 56, 10, 1
15, 136, 2040, 9.067, 0.24, 0.748, 2.81, 489, 1526, 174, 1
8, 54, 432, 6.75, 0.245, 0.745, 1.29, 106, 322, 82, 1
10, 98, 980, 9.8, 0.379, 0.835, 2.22, 371, 818, 167, 1
7, 23, 161, 3.286, 0.447, 0.764, 1.89, 72, 123, 38, 1
13, 116, 1508, 8.923, 0.279, 0.658, 2.3, 421, 992, 183, 1
5, 33, 165, 6.6, 0.376, 0.903, 1.44, 62, 149, 43, 1
9, 39, 351, 4.333, 0.259, 0.695, 1.49, 91, 244, 61, 1
8, 3, 24, 0.375, 0.5, 1.0, 3.0, 12, 24, 4, 1
10, 100, 1000, 10.0, 0.41, 0.846, 2.81, 410, 846, 146, 1
7, 43, 301, 6.143, 0.243, 0.807, 3.48, 73, 243, 21, 1
9, 29, 261, 3.222, 0.287, 0.747, 1.53, 75, 195, 49, 1
7, 21, 147, 3.0, 0.313, 0.667, 2.09, 46, 98, 22, 1
7, 6, 42, 0.857, 0.476, 0.881, 1.82, 20, 37, 11, 1
5, 7, 35, 1.4, 0.457, 1.0, 1.45, 16, 35, 11, 1
9, 71, 639, 7.889, 0.352, 0.897, 1.97, 225, 573, 114, 1
10, 40, 400, 4.0, 0.338, 0.878, 1.9, 135, 351, 71, 1
7, 48, 336, 6.857, 0.298, 0.613, 1.67, 100, 206, 60, 1
19, 13, 247, 0.684, 0.215, 0.551, 1.51, 53, 136, 35, 1
10, 17, 170, 1.7, 0.318, 0.529, 3.86, 54, 90, 14, 1
10, 271, 2710, 27.1, 0.187, 0.602, 1.35, 508, 1632, 375, 1
10, 63, 630, 6.3, 0.251, 0.898, 1.84, 158, 566, 86, 1
17, 389, 6613, 22.882, 0.344, 0.678, 5.0, 2273, 4481, 455, 1
12, 261, 3132, 21.75, 0.207, 0.564, 1.81, 649, 1768, 358, 1
6, 69, 414, 11.5, 0.28, 0.744, 1.4, 116, 308, 83, 1
11, 301, 3311, 27.364, 0.308, 0.735, 2.22, 1019, 2435, 458, 1
8, 11, 88, 1.375, 0.318, 1.0, 1.4, 28, 88, 20, 1
7, 35, 245, 5.0, 0.339, 0.833, 1.93, 83, 204, 43, 1
8, 33, 264, 4.125, 0.436, 0.886, 1.89, 115, 234, 61, 1
11, 116, 1276, 10.545, 0.274, 0.804, 1.8, 350, 1026, 194, 1
9, 80, 720, 8.889, 0.338, 0.954, 2.04, 243, 687, 119, 1
7, 17, 119, 2.429, 0.319, 0.933, 1.41, 38, 111, 27, 1
11, 271, 2981, 24.636, 0.176, 0.671, 1.39, 525, 2001, 378, 1
7, 23, 161, 3.286, 0.28, 0.826, 1.45, 45, 133, 31, 1
10, 39, 390, 3.9, 0.344, 0.59, 2.79, 134, 230, 48, 1
12, 118, 1416, 9.833, 0.309, 0.726, 2.42, 438, 1028, 181, 1
6, 4, 24, 0.667, 0.417, 0.708, 2.5, 10, 17, 4, 1
5, 8, 40, 1.6, 0.35, 0.975, 1.0, 14, 39, 14, 1
10, 131, 1310, 13.1, 0.415, 0.857, 2.74, 543, 1123, 198, 1
9, 22, 198, 2.444, 0.212, 0.763, 1.62, 42, 151, 26, 1
7, 4, 28, 0.571, 0.286, 0.964, 8.0, 8, 27, 1, 1
7, 35, 245, 5.0, 0.31, 1.0, 1.55, 76, 245, 49, 1
9, 11, 99, 1.222, 0.343, 1.0, 1.42, 34, 99, 24, 1
8, 7, 56, 0.875, 0.268, 0.786, 1.67, 15, 44, 9, 1
8, 273, 2184, 34.125, 0.215, 0.808, 1.27, 469, 1764, 369, 1
12, 13, 156, 1.083, 0.391, 0.981, 2.35, 61, 153, 26, 1
8, 10, 80, 1.25, 0.313, 0.675, 1.92, 25, 54, 13, 1
9, 137, 1233, 15.222, 0.235, 0.693, 1.7, 290, 854, 171, 1
11, 86, 946, 7.818, 0.332, 0.808, 2.2, 314, 764, 143, 1
7, 14, 98, 2.0, 0.316, 0.827, 1.94, 31, 81, 16, 1
14, 186, 2604, 13.286, 0.307, 0.652, 2.5, 799, 1698, 319, 1
8, 59, 472, 7.375, 0.322, 0.881, 2.41, 152, 416, 63, 1
7, 13, 91, 1.857, 0.286, 0.923, 2.6, 26, 84, 10, 1
8, 62, 496, 7.75, 0.357, 0.968, 1.79, 177, 480, 99, 1
9, 161, 1449, 17.889, 0.273, 0.521, 2.41, 396, 755, 164, 1
7, 105, 735, 15.0, 0.256, 0.705, 1.69, 188, 518, 111, 1
6, 10, 60, 1.667, 0.317, 0.85, 1.19, 19, 51, 16, 1
7, 16, 112, 2.286, 0.286, 0.705, 1.88, 32, 79, 17, 1
8, 10, 80, 1.25, 0.475, 0.888, 2.92, 38, 71, 13, 1
8, 26, 208, 3.25, 0.264, 0.62, 1.45, 55, 129, 38, 1
10, 510, 5100, 51.0, 0.162, 0.537, 1.47, 827, 2741, 564, 1
10, 19, 190, 1.9, 0.605, 0.816, 8.85, 115, 155, 13, 1
10, 34, 340, 3.4, 0.321, 0.853, 2.02, 109, 290, 54, 1
9, 21, 189, 2.333, 0.323, 0.81, 1.79, 61, 153, 34, 1
10, 118, 1180, 11.8, 0.277, 0.745, 2.02, 327, 879, 162, 1
