@relation  twonorm
@attribute A1 real[-4.2497,3.5782]
@attribute A2 real[-3.9606,4.3451]
@attribute A3 real[-4.4798,4.4039]
@attribute A4 real[-3.8891,4.2589]
@attribute A5 real[-3.9099,5.6395]
@attribute A6 real[-4.0095,3.9901]
@attribute A7 real[-3.7334,4.4522]
@attribute A8 real[-4.5744,3.8648]
@attribute A9 real[-3.8136,4.254]
@attribute A10 real[-4.1999,4.0829]
@attribute A11 real[-3.9204,4.0953]
@attribute A12 real[-3.8262,4.3025]
@attribute A13 real[-3.9451,3.7817]
@attribute A14 real[-3.8516,4.1238]
@attribute A15 real[-3.6978,3.5485]
@attribute A16 real[-3.6976,4.2439]
@attribute A17 real[-3.9428,3.7233]
@attribute A18 real[-4.0653,4.0557]
@attribute A19 real[-4.1218,4.3238]
@attribute A20 real[-3.7831,4.279]
@attribute Class {0,1}


@data
2.4684, 1.3888, 1.2487, 0.8271, 0.1344, 1.3223, -0.3817, 1.0558, -0.2874, -0.3771, 1.1949, 0.1006, 0.0282, 0.2001, 0.1553, 0.5566, -0.4795, 0.1005, 1.0921, 1.5173, 0
0.5163, 0.8304, 0.9079, -1.2082, -1.0564, 1.7598, 2.2086, 0.6562, -1.7637, 2.6837, -0.1404, 1.5669, 0.2262, 0.0522, 0.9437, 1.1399, 0.8282, 0.4468, -1.2828, -0.0504, 0
0.4014, 0.5092, 2.0787, 1.6879, -0.2598, -0.4186, -1.0464, -0.5428, 1.4962, -0.139, 1.0555, 0.8207, 0.8213, 0.4681, 0.7055, 0.4768, 0.9566, 1.0316, 1.0902, -0.5345, 0
0.7053, 0.4584, 2.1029, 2.1931, 2.1848, 0.3832, -0.2338, 1.012, 1.8104, 0.1302, 0.2163, -0.5034, 1.585, 1.0838, 1.4124, -0.2201, 1.3828, 1.3579, -1.1567, -0.14, 0
0.1915, 0.3134, 1.0051, 0.5961, 1.7319, 1.1912, 0.0695, 1.1628, -0.0271, -0.0559, -0.0086, -0.2745, 0.1752, -0.5184, 0.4933, -0.1814, 0.4811, 2.0968, 0.9731, 1.2341, 0
1.0019, 1.9405, 1.8684, -1.1113, -0.3568, 0.7341, 0.4193, -0.0566, 1.4094, 0.2132, 1.9561, -0.0195, -0.9138, -0.9699, 0.9277, -0.2151, -0.6866, -0.2178, 0.5869, 0.4422, 0
-0.1997, 0.448, 0.7237, 0.4146, 1.8732, 1.2605, -0.0628, 1.2094, 0.1544, 0.9236, -0.7119, 0.2335, 1.1734, 0.1755, -0.328, 0.4212, 0.6959, -0.2423, -0.6492, 0.4421, 0
0.6657, -0.4972, 0.9533, 1.5892, -0.5194, 0.8209, 0.2791, 1.7718, 0.3748, 0.4006, 1.7101, 0.5484, -0.0149, -0.4288, 1.7369, -2.2872, -1.0609, 0.46, 1.4314, 1.6759, 0
0.2495, 0.423, 0.147, 1.4507, -0.2474, 0.3688, 2.4187, 0.0537, 1.4774, 1.3302, 0.3763, 1.039, 0.4018, 1.2612, 1.4956, 1.3532, 0.6483, -0.3037, -0.842, 1.1712, 0
1.3137, 0.8425, 0.4072, -0.5593, 0.2362, 0.7884, -0.7896, 0.1065, 0.5042, 0.0553, -0.6054, 1.5243, 0.1519, -1.0054, -1.7227, -0.2326, 0.5059, -0.1748, 2.6097, -0.4916, 0
