@relation  twonorm
@attribute A1 real[-4.2497,3.5782]
@attribute A2 real[-3.9606,4.3451]
@attribute A3 real[-4.4798,4.4039]
@attribute A4 real[-3.8891,4.2589]
@attribute A5 real[-3.9099,5.6395]
@attribute A6 real[-4.0095,3.9901]
@attribute A7 real[-3.7334,4.4522]
@attribute A8 real[-4.5744,3.8648]
@attribute A9 real[-3.8136,4.254]
@attribute A10 real[-4.1999,4.0829]
@attribute A11 real[-3.9204,4.0953]
@attribute A12 real[-3.8262,4.3025]
@attribute A13 real[-3.9451,3.7817]
@attribute A14 real[-3.8516,4.1238]
@attribute A15 real[-3.6978,3.5485]
@attribute A16 real[-3.6976,4.2439]
@attribute A17 real[-3.9428,3.7233]
@attribute A18 real[-4.0653,4.0557]
@attribute A19 real[-4.1218,4.3238]
@attribute A20 real[-3.7831,4.279]
@attribute Class {0,1}


@data
1.8653, 1.0836, 2.0157, 0.4056, -0.8349, 2.2625, 1.1912, 0.4276, -0.9697, 0.8702, 0.6622, 0.4798, 1.0098, 0.5576, 0.8247, 0.5151, -0.4614, -0.2701, 0.4693, 0.705, 0
1.3947, 2.4245, -0.1648, -0.2694, 1.1577, 1.1414, 0.4938, 1.2125, -1.0495, 0.2814, -0.0266, 2.2769, -0.2626, -1.1799, -0.1395, 0.3867, -0.5027, 2.0672, 0.1916, -1.0643, 0
0.1732, 1.7528, 2.9055, 1.5478, 0.3192, -0.0344, -0.5751, -1.1005, 0.5857, -0.426, -0.8292, 0.1074, 0.9964, 2.7885, 0.0845, 0.849, 2.3484, 0.3722, 0.2606, -0.1542, 0
-0.6982, 0.1956, 0.7871, -0.7845, 1.2909, 0.4955, -0.6505, 0.2572, 1.0092, -0.1906, -0.3128, 1.0616, -0.496, 1.8578, 0.5608, 0.1142, 1.0097, 1.3302, -0.6467, -0.2218, 0
-0.3314, 1.675, 2.7244, -0.2982, 1.0899, 0.2846, 1.0165, 0.1134, 0.084, -0.5986, -0.315, -0.4955, -0.385, 0.5189, 0.6652, 1.0356, -0.4312, 2.09, -0.5619, 0.1951, 0
1.283, 0.8599, 0.7764, -0.4618, -0.1209, -0.6536, -0.3613, -0.3867, 1.638, -0.8721, 0.3382, 0.8243, -0.4996, 0.3149, 1.3404, 0.9777, -0.045, -0.1458, 0.5614, 0.0786, 0
-0.4713, -0.5007, -0.178, 0.0861, 1.3044, 0.2639, 0.0767, 1.4393, 0.2966, 0.5354, -0.6281, -1.0507, -0.176, -0.6288, -0.0286, 0.4194, 0.4939, -2.3506, 0.428, -0.1052, 0
1.1236, 0.4182, 1.7469, -0.2159, -0.4385, 1.6058, 0.2255, 2.6656, 0.2941, -0.0783, 1.3226, 0.041, 0.0372, -0.3804, 2.127, 0.3986, 0.6355, 0.6397, 0.1728, 0.7693, 0
1.7472, 0.1103, -0.5074, 1.222, -0.0971, 1.3914, 0.7096, 0.204, 2.7781, 1.1998, 0.8316, 0.8418, 1.2341, 0.9925, 0.6162, 1.0613, 0.9784, -0.048, 0.5937, 1.4352, 0
0.5506, 1.5534, 1.2694, -0.4236, -0.4813, 0.4178, -0.4891, 2.3657, -0.0862, 1.6847, 0.1004, 1.3993, 0.0663, -0.6319, -0.4942, -0.6775, -0.1242, -0.2624, 1.7638, -0.2714, 0
0.6086, 1.4634, 2.3379, -0.0272, 1.3147, 2.5208, 0.2772, 1.1726, -1.19, 1.304, -0.6644, 0.3534, 0.6615, -0.1366, 1.7142, -0.1521, -0.0453, 1.0097, -0.294, -0.1607, 0
0.2372, 0.3693, -0.4022, -0.3321, 0.5524, -0.461, 1.3216, -0.498, 0.1098, 0.2102, -0.0432, 1.3454, -0.0515, 0.7618, -0.1344, 1.6802, -2.0408, 0.3761, 1.624, -0.7861, 0
-1.1734, 1.8453, 1.6464, 1.4109, 0.6048, -0.1593, 1.121, -0.9273, 0.8791, -0.7008, 0.0778, 0.3476, 0.4235, 0.3535, -0.2782, 0.3611, -1.662, 1.0194, 0.3405, -1.0919, 0
-0.1409, -0.1453, 1.0806, 0.591, 0.2994, 0.3732, 1.7271, 0.8178, -0.5008, -1.8955, 0.3627, -0.5826, -0.8874, 0.4155, 0.0158, 1.9797, -0.3478, -1.4504, 2.5103, -0.7217, 0
0.8538, 1.768, 1.1724, 1.0767, 1.5092, -0.6305, 0.5593, 2.1005, -0.2185, 1.0802, 1.1975, -0.8526, 0.0967, 0.3764, 1.8861, 0.5216, -0.0815, 0.4829, 0.5708, 1.2141, 0
0.167, 1.2988, -0.322, 1.6305, -1.608, -0.7853, 0.2356, 0.5898, -0.9397, 0.4804, 0.2453, 0.8088, -1.1829, -0.3912, -0.7231, -0.3062, 0.8673, 0.9393, -0.2315, 1.0729, 0
-0.7816, 1.1437, 0.026, 0.8019, 1.8185, 1.0871, 1.0217, 0.1116, -0.4793, 1.2552, 0.2494, -0.7358, -0.5617, 1.2511, 0.4295, 0.132, 0.4322, -1.2622, 1.808, 0.0947, 0
1.6259, -1.3441, 3.2712, -0.4164, -0.7933, 1.0344, -0.775, 0.4718, -0.5172, 1.3928, 1.0637, 0.2825, 1.2092, 0.2253, 0.1802, 2.5094, 0.9979, -0.2261, 0.9183, -1.3915, 0
0.1233, -0.0071, 0.3695, -0.1928, 1.011, -0.076, 2.1053, 0.0404, 0.5892, 1.314, 1.8984, 0.3174, 1.3302, -0.1314, 0.8656, -0.9523, 2.0617, -0.6616, 0.7458, 0.2152, 0
-0.5026, -0.4663, 0.81, 1.2862, 1.954, -1.7044, 0.3642, 1.823, 1.4056, 0.8225, 0.6881, -0.3966, -0.2607, -0.191, 1.1064, 0.1517, 1.2632, 0.0882, -0.1102, 1.2331, 0
1.466, 0.0393, -1.2533, 0.6015, -2.038, 0.108, 0.5771, 0.4457, 0.9853, 1.2081, 2.3701, 0.2529, 1.2813, -0.0418, 0.899, 0.698, -0.2063, -0.9232, 0.722, 1.6495, 0
-0.778, 0.8159, -0.8068, -0.6791, -0.0783, 0.921, 0.5716, 0.3204, -0.2423, 2.2781, -0.4498, 0.1781, 0.5621, 0.8091, 0.9659, -1.3984, 0.3083, 0.9144, 3.0548, 0.6266, 0
0.9772, -0.7061, 0.8314, 1.208, 0.0586, -0.247, 0.5918, -0.7369, 0.5652, 0.2167, 0.3582, 1.0366, 0.5834, 0.642, 1.5581, 0.3032, -0.0196, -0.3321, 0.4796, 0.7948, 0
0.8163, 0.7077, -0.3608, 0.444, 1.2027, 0.8354, 0.4791, 0.9463, 0.7203, 0.6645, 2.0846, 0.4248, 0.9471, -0.2434, 0.4736, -0.2798, -0.2463, 1.9752, 0.0010, -0.9068, 0
0.5575, 1.1619, -0.0369, 1.9429, 1.0544, 1.1335, 0.3137, 0.9215, -0.7766, 0.9364, -0.7535, -0.7467, 0.4393, -0.1073, 0.3205, 0.6868, 0.0983, 1.0938, -0.1368, -0.3403, 0
-0.6813, 1.6377, 2.1836, 1.297, 0.8927, -0.1832, 0.2232, 0.9119, 1.4326, 0.9016, -1.0479, -0.0248, -0.3704, 1.2446, 1.2891, -0.5292, 0.4261, 1.5437, 1.1053, 0.6916, 0
0.5237, -1.3334, 0.4035, 1.6836, -0.0774, 0.763, 1.5716, 1.4665, 0.3175, -0.7852, 1.038, 0.0821, 0.8884, 1.7303, -0.8477, 1.1336, -0.726, -0.093, 0.6683, -0.1018, 0
1.5758, 1.237, 0.9602, 0.3167, 0.7583, 2.3048, 1.3174, 0.6587, -0.3355, 0.0065, -0.3085, -0.0759, -0.3379, -0.5813, -0.3714, -0.6977, 0.6559, 1.1559, 1.1675, 0.2199, 0
0.3638, 1.5912, 0.3968, 1.128, 0.4102, -1.018, 1.0018, 1.5357, 0.1312, -1.6565, 0.6685, 1.595, 0.3799, 0.1288, -1.062, 0.8947, -0.414, 1.9567, 0.3316, 1.9284, 0
1.0164, 1.4625, 0.9581, 0.7523, 0.371, 1.6999, 0.2119, -0.8623, -0.5425, 0.5533, 1.956, 0.7525, 0.9971, -1.3823, 0.2521, 1.2638, 0.6872, 1.0661, 1.4723, 0.6233, 0
-0.3154, 1.3399, 0.2614, 0.6854, -0.4811, 0.3797, -0.024, 0.5839, 0.7719, 0.3429, 0.2225, 1.2211, 0.9008, -0.2816, 1.3483, -0.8675, 2.1683, -0.024, 1.3014, -0.1283, 0
0.2384, 1.1402, -1.2062, -1.3134, -0.9286, -1.2511, 1.6787, -0.7204, 1.2952, -0.9082, 2.0521, 1.5246, 0.6227, 2.1669, 0.3204, -0.4236, 0.6567, 0.9178, 1.7697, -1.8695, 0
-0.3958, 0.506, 1.7139, 0.1545, 1.3762, 0.3526, 1.7302, -0.1237, 1.7309, -0.3877, 1.5919, 0.7801, -0.9582, 0.4877, 0.2742, -1.3646, 1.1308, 0.4905, 1.4106, 0.715, 0
-0.234, -0.8756, 1.1391, -0.1256, 1.333, 1.0703, 0.5243, 0.6184, 0.1738, 0.5251, -0.3414, 0.0356, -0.1784, 0.5627, 1.0285, 0.7868, 0.6468, 0.7658, 0.4774, 1.2848, 0
1.6135, 1.9092, 0.4344, -0.405, 0.8845, 0.3846, 1.3468, -0.3495, -1.5214, 0.8065, 0.5454, 0.5622, 0.8222, 1.0285, -0.0287, -2.0083, 0.9999, -1.0854, -0.3083, 0.3128, 0
0.9775, 0.097, -0.8605, 0.8579, 1.8336, -0.2264, 0.696, -0.6448, 0.1815, 0.1753, 0.7956, 0.28, -0.1019, 0.7819, -0.5576, -0.954, 1.7714, 0.4362, 0.3041, 0.2588, 0
-1.1721, -0.1695, -1.8253, 2.6688, -0.0355, 0.4233, 0.3933, 0.5619, -0.3035, -0.5707, 0.8205, 2.0928, 0.1256, -0.1236, 1.8499, -1.0645, 0.0852, -0.5595, 0.9046, 0.8429, 0
1.8594, -0.0836, 0.3536, 1.9137, 0.1276, 0.4823, 0.9111, 1.8108, 0.5097, 1.4263, 2.0196, 0.1296, 0.3421, 0.9569, -0.4795, -0.2884, 0.8217, 0.3619, 1.9401, 0.4171, 0
-0.1792, -0.0525, 0.2843, 1.5238, 0.9087, 0.1979, 1.0433, -2.0681, 0.278, 0.8405, 1.1287, -0.4143, 0.4077, 0.8457, -0.1117, -0.8674, 1.1256, -0.0876, 0.5372, -0.0765, 0
1.063, -1.6156, -1.536, -0.5423, 1.3935, -0.1555, 2.3693, -0.1042, -0.1006, 1.1689, -1.2578, -0.3133, 1.3649, 0.2334, 1.4127, -1.0089, 0.3194, -0.0738, 0.5099, -1.2083, 0
-0.3995, -0.4461, 0.6008, 0.4909, 0.8762, -0.0971, 1.9346, 0.3252, 0.0336, 0.8646, 1.2357, 0.4709, 3.3326, 2.2106, -0.1595, 0.3206, -0.2651, 0.3943, 1.8054, 0.428, 0
-0.4842, 0.0329, 0.9578, 0.7585, 0.1395, 0.4701, 0.4777, 0.4315, -0.3297, -1.0444, -0.2017, -1.0878, 0.3314, 2.0456, -0.7064, -0.1076, 2.6965, 1.151, 0.2194, 0.6491, 0
1.0973, 1.4554, 1.6765, 2.4899, 2.0792, 0.8614, 1.6434, 1.381, 1.0207, -0.0759, 1.4672, 0.8282, 1.5858, 1.0567, 1.6932, 1.2198, 0.6889, 0.1204, 0.9632, 1.6819, 0
1.6368, -0.1512, 0.5501, -0.4545, -1.6006, 0.0369, -0.7975, -0.4134, 0.525, 0.3477, -0.3386, -0.7236, 1.0322, 1.575, -0.8697, -1.8943, -0.8166, 1.0283, 0.6414, 0.9907, 0
-0.2078, 0.8078, 0.7866, 1.7301, 0.6671, 0.218, -0.214, 1.0439, 0.5233, 0.7903, 0.1457, 0.3095, 1.5954, 0.113, 1.5855, -0.6071, -0.4805, -1.226, -0.3009, 1.6055, 0
-0.7371, 0.3945, 0.6335, -0.311, 1.3155, 0.9034, -0.9586, 0.4385, 0.617, 0.6328, -0.0851, 0.19, 2.3013, 2.8326, -0.2295, 1.7008, 0.0608, 1.9305, 1.3235, -0.042, 0
0.382, -0.3299, 0.8539, 1.5817, -1.3204, -1.2073, 1.9454, 0.4681, 0.1568, 0.0149, 0.7313, -0.3574, 0.0282, 1.1003, 0.484, 0.1991, 0.4679, 0.0275, 0.8837, -0.7772, 0
0.6164, 0.0183, 2.4488, 0.6064, 0.8996, 0.0574, 0.5046, 1.5501, 2.1508, 0.4054, 0.5342, 0.9481, 0.5309, -1.1359, 0.9625, 0.3819, -0.9887, -0.1065, 0.3911, -0.0611, 0
0.2338, 1.1239, 1.1837, 0.315, 2.3924, 1.4326, 2.7146, 0.682, -0.0677, -1.2175, -0.4284, 0.9316, -0.9146, -0.5106, 0.3867, 0.2154, 0.5867, 0.5583, -0.6244, 1.3437, 0
0.3399, 0.5645, -0.1471, 0.8275, -0.0797, -0.0757, 0.1937, 1.7129, 1.1247, -0.9606, -1.336, 0.6158, 0.6489, 1.3147, -0.7304, 1.9758, -0.2084, 1.4891, 0.7796, -0.1821, 0
-0.6453, 0.8653, 0.5555, 1.1591, 0.5734, 0.7124, 0.3263, -1.1373, 1.6819, 0.1522, -0.3347, -0.8825, 0.5901, 0.1694, -2.2318, 0.0714, -0.8203, -0.823, 2.6403, -1.2552, 0
-1.1516, -0.5102, -0.5078, 0.0624, 0.6094, -0.6114, 0.2529, 3.2595, 0.1761, -0.8138, 0.3043, -0.3305, -0.6203, -0.4558, 0.3764, 1.4529, 1.434, 1.1314, 1.439, -0.8412, 0
