@relation  twonorm
@attribute A1 real[-4.2497,3.5782]
@attribute A2 real[-3.9606,4.3451]
@attribute A3 real[-4.4798,4.4039]
@attribute A4 real[-3.8891,4.2589]
@attribute A5 real[-3.9099,5.6395]
@attribute A6 real[-4.0095,3.9901]
@attribute A7 real[-3.7334,4.4522]
@attribute A8 real[-4.5744,3.8648]
@attribute A9 real[-3.8136,4.254]
@attribute A10 real[-4.1999,4.0829]
@attribute A11 real[-3.9204,4.0953]
@attribute A12 real[-3.8262,4.3025]
@attribute A13 real[-3.9451,3.7817]
@attribute A14 real[-3.8516,4.1238]
@attribute A15 real[-3.6978,3.5485]
@attribute A16 real[-3.6976,4.2439]
@attribute A17 real[-3.9428,3.7233]
@attribute A18 real[-4.0653,4.0557]
@attribute A19 real[-4.1218,4.3238]
@attribute A20 real[-3.7831,4.279]
@attribute Class{0,1}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
@outputs Class
@data
1.8533, 1.7395, 0.6358, 0.5692, -0.6174, 0.1984, 1.1219, -0.1659, -0.7739, -0.4464, 1.1403, -0.6902, 1.2764, 0.4142, 1.1725, 0.4109, 0.9291, -0.4225, 1.3269, 0.5602, 0
1.3534, 1.2555, -0.9783, 1.1816, 0.2265, 0.115, 0.782, 1.589, -1.4843, 1.1705, 0.3667, 1.3596, 0.5425, -0.2093, -0.3459, 0.9222, 1.0907, 0.8647, 0.0559, -0.6824, 0
1.0514, 2.2912, 0.4768, 1.646, 1.3395, 0.6184, -0.0618, -0.9285, -0.0408, -0.4023, 0.1225, 2.0941, 0.0724, 0.3137, 0.412, 0.5023, 0.9585, 0.0639, 0.3795, -0.3657, 0
0.7573, 0.6306, 1.253, -0.6642, 2.8275, -0.0478, -0.705, 0.5091, -0.2271, 0.315, 0.5151, 0.371, 1.2254, 1.1079, 0.4504, 0.5465, -1.5022, 0.9271, -0.2447, 0.0971, 0
0.3519, 0.0869, 1.264, 1.0646, 0.9717, 0.4664, 0.6371, 1.34, 0.609, 0.7985, 0.8442, 0.7157, -0.345, 1.4913, 1.0711, -0.6352, -0.2673, 1.3681, -0.5775, 1.2224, 0
0.6753, 1.2957, -0.0167, -0.3608, 2.1288, 1.1131, 0.9011, -0.0806, 0.8213, -0.8522, 0.8412, 1.5274, 0.6536, 0.4591, 1.4563, -0.6587, 0.1957, 0.9267, 0.6348, 0.7458, 0
-0.108, 0.8441, 0.171, 1.0928, 1.5364, -0.143, 1.1315, 1.511, 0.4048, 0.9461, -0.6585, 0.0244, 0.5539, 0.7442, 0.2926, -0.0509, 0.5673, -0.6323, -0.8333, 0.3329, 0
-0.3303, -0.4338, 0.9286, 1.1079, -0.138, 1.7072, 0.3486, -0.0497, -1.427, -0.4808, 1.5277, 0.7343, -0.4505, 0.1581, 2.191, -0.0752, 0.0431, -0.3809, 1.7431, 0.4344, 0
1.5543, -0.764, 0.663, 0.8625, -0.8369, -1.2528, 0.0617, -0.6511, 1.6902, 0.0879, 0.3606, 1.4724, 0.6903, -0.1372, 2.0922, 0.8753, 0.4998, 0.1648, 1.0301, 1.2484, 0
-0.1066, 1.6001, 0.6189, -0.8991, 0.6966, 0.0278, -0.5688, 0.439, -0.8874, 0.4444, -0.3378, -0.2247, 0.481, -0.8685, 0.1096, 0.5113, -0.113, 0.7344, 0.5078, -0.8341, 0
0.6499, 0.2112, 1.7543, -0.8215, 0.1552, 1.3815, -1.0856, 0.7372, 0.1132, 0.9567, 0.4029, 0.6061, 0.6155, 1.5054, 1.0897, 1.0949, 0.299, -0.1961, 0.7279, -0.247, 0
0.9995, -0.0327, 0.2662, -1.2322, 0.5203, 0.1342, -0.9482, -0.8257, 0.4962, 1.2313, 0.9415, -0.143, 0.2817, -0.0532, 0.3171, 1.9171, 0.4084, 0.4318, -0.5147, -1.2054, 0
-0.5039, 1.9481, 0.0842, -1.1863, 0.9394, -0.3157, 0.4796, 0.4851, 1.1825, -1.0412, 0.1782, -0.0313, 0.8067, 1.3052, 0.5105, 0.3334, -0.346, 1.3681, 0.4118, 0.7846, 0
0.4548, 1.0893, 0.2624, 1.0751, 0.6842, 0.0514, 0.4524, 0.3036, -0.9023, -1.0744, -0.4812, 0.3463, -0.4427, -0.5654, 0.9788, 0.9055, 0.7532, -0.4751, 0.717, -1.3436, 0
0.2436, 1.0363, 0.8518, 0.4543, 0.503, -1.4232, 0.7252, 0.4604, 0.4226, 0.2822, -0.4562, 0.227, -0.0678, 0.0563, 1.3175, -0.062, -0.1643, 0.7098, 1.3161, 1.3975, 0
0.0739, -0.1386, -0.1699, 1.6621, -0.9659, 0.1774, 0.8137, 0.3149, -0.0997, -0.262, 0.7869, 0.8415, 0.3119, 0.6345, -0.1368, 0.3131, 0.2464, 0.5281, -0.2539, 1.3284, 0
-0.2743, 0.6359, 0.4311, 1.0366, 0.5216, 0.1456, 0.4528, -1.2416, 0.7045, 1.7517, 0.3857, -0.5591, -1.2468, 1.9436, 0.9786, 0.024, -0.4155, -0.2392, 0.5761, 2.146, 0
0.6874, 0.4982, 1.4984, 0.3695, 1.3576, 0.2435, -1.7504, -1.1986, 0.2014, -0.8109, 1.6474, 0.1379, -0.4436, 1.0009, 0.8385, -1.4267, 1.5341, -0.4507, 0.9322, -0.7272, 0
0.2518, 0.0585, 2.1221, -0.9865, 1.2494, 0.1319, 1.7016, -0.2263, -0.7669, 1.7215, 0.667, 1.5879, 0.1218, 0.3278, 0.4688, 0.4411, 2.3419, 0.6546, 1.3251, -0.224, 0
-0.1129, 0.0601, 0.9019, -1.383, -0.1936, -0.8442, 1.7525, 0.7853, 2.1398, 2.1008, 0.1332, -0.702, 0.3324, 1.1309, 0.3618, 1.3391, 1.1301, -0.6138, -0.6875, 0.8755, 0
-0.2265, -0.8553, -1.1827, -0.2522, -0.2349, 0.2482, 0.2907, 1.3104, 1.7941, 0.6275, 1.1813, 0.2015, 1.9524, -0.2726, -0.0531, -0.4213, -0.8857, -1.4227, 0.4339, -0.6555, 0
1.2577, 1.1562, 0.0887, 0.8507, 0.6377, -0.3001, 0.7158, 0.0787, 0.781, 0.5508, -1.3943, -0.7717, 0.5526, -0.5323, 0.2669, 1.4056, 0.5254, 0.5228, 1.9915, 1.0302, 0
0.1752, 0.2085, 0.3701, 0.7277, 1.4525, 0.7689, 0.7572, -0.0235, 1.6149, 1.3035, -0.1528, 0.6301, 0.994, 2.1012, 0.8607, -0.5774, -1.1919, 0.3167, 1.0738, 0.168, 0
