@relation ecoli4
@attribute Mcg real [0.0, 0.89]
@attribute Gvh real [0.16, 1.0]
@attribute Lip real [0.48, 1.0]
@attribute Chg real [0.5, 1.0]
@attribute Aac real [0.0, 0.88]
@attribute Alm1 real [0.03, 1.0]
@attribute Alm2 real [0.0, 0.99]
@attribute Class {positive, negative}   
@inputs Mcg, Gvh, Lip, Chg, Aac, Alm1, Alm2
@outputs Class
@data
0.67, 0.39, 0.48, 0.5, 0.36, 0.38, 0.46, negative
0.42, 0.4, 0.48, 0.5, 0.56, 0.18, 0.3, negative
0.39, 0.32, 0.48, 0.5, 0.46, 0.24, 0.35, negative
0.51, 0.54, 0.48, 0.5, 0.41, 0.34, 0.43, negative
0.29, 0.37, 0.48, 0.5, 0.48, 0.44, 0.52, negative
0.34, 0.33, 0.48, 0.5, 0.38, 0.35, 0.44, negative
0.29, 0.52, 0.48, 0.5, 0.42, 0.29, 0.39, negative
0.32, 0.42, 0.48, 0.5, 0.35, 0.28, 0.38, negative
0.33, 0.45, 0.48, 0.5, 0.52, 0.32, 0.41, negative
0.3, 0.37, 0.48, 0.5, 0.59, 0.41, 0.49, negative
0.17, 0.38, 0.48, 0.5, 0.45, 0.42, 0.5, negative
0.43, 0.4, 0.48, 0.5, 0.39, 0.28, 0.39, negative
0.42, 0.35, 0.48, 0.5, 0.58, 0.15, 0.27, negative
0.23, 0.58, 0.48, 0.5, 0.37, 0.53, 0.59, negative
0.47, 0.47, 0.48, 0.5, 0.22, 0.16, 0.26, negative
0.52, 0.36, 0.48, 0.5, 0.41, 0.28, 0.38, negative
0.18, 0.3, 0.48, 0.5, 0.46, 0.24, 0.35, negative
0.25, 0.37, 0.48, 0.5, 0.41, 0.33, 0.42, negative
0.34, 0.28, 0.48, 0.5, 0.41, 0.35, 0.44, negative
0.29, 0.47, 0.48, 0.5, 0.41, 0.23, 0.34, negative
0.53, 0.42, 0.48, 0.5, 0.16, 0.29, 0.39, negative
0.3, 0.45, 0.48, 0.5, 0.36, 0.21, 0.32, negative
0.31, 0.47, 0.48, 0.5, 0.29, 0.28, 0.39, negative
0.47, 0.28, 0.48, 0.5, 0.56, 0.2, 0.25, negative
0.34, 0.35, 0.48, 0.5, 0.51, 0.49, 0.56, negative
0.04, 0.31, 0.48, 0.5, 0.41, 0.29, 0.39, negative
0.4, 0.46, 0.48, 0.5, 0.42, 0.35, 0.44, negative
0.23, 0.34, 0.48, 0.5, 0.43, 0.26, 0.37, negative
0.17, 0.52, 0.48, 0.5, 0.49, 0.37, 0.46, negative
0.44, 0.35, 0.48, 0.5, 0.44, 0.52, 0.59, negative
0.16, 0.43, 0.48, 0.5, 0.54, 0.27, 0.37, negative
0.12, 0.67, 0.48, 0.5, 0.74, 0.58, 0.63, negative
0.48, 0.45, 0.48, 0.5, 0.6, 0.78, 0.8, negative
0.54, 0.49, 0.48, 0.5, 0.4, 0.87, 0.88, negative
0.47, 0.59, 0.48, 0.5, 0.52, 0.76, 0.79, negative
0.71, 0.4, 0.48, 0.5, 0.71, 0.7, 0.74, negative
0.5, 0.37, 0.48, 0.5, 0.66, 0.64, 0.69, negative
0.83, 0.37, 0.48, 0.5, 0.61, 0.71, 0.74, negative
0.6, 0.5, 1.0, 0.5, 0.54, 0.77, 0.8, negative
0.41, 0.51, 0.48, 0.5, 0.53, 0.75, 0.78, negative
0.59, 0.56, 0.48, 0.5, 0.55, 0.8, 0.82, negative
0.36, 0.47, 0.48, 0.5, 0.51, 0.69, 0.72, negative
0.39, 0.41, 0.48, 0.5, 0.52, 0.72, 0.75, negative
0.11, 0.5, 0.48, 0.5, 0.58, 0.72, 0.68, negative
0.68, 0.51, 0.48, 0.5, 0.71, 0.75, 0.78, negative
0.72, 0.42, 0.48, 0.5, 0.65, 0.77, 0.79, negative
0.59, 0.29, 0.48, 0.5, 0.64, 0.75, 0.77, negative
0.81, 0.44, 0.48, 0.5, 0.42, 0.67, 0.68, negative
0.62, 0.42, 0.48, 0.5, 0.58, 0.79, 0.81, negative
0.7, 0.53, 0.48, 0.5, 0.7, 0.86, 0.87, negative
0.63, 0.51, 0.48, 0.5, 0.64, 0.72, 0.76, negative
0.79, 0.54, 0.48, 0.5, 0.5, 0.66, 0.68, negative
0.78, 0.68, 0.48, 0.5, 0.83, 0.4, 0.29, positive
0.61, 0.75, 0.48, 0.5, 0.51, 0.33, 0.33, positive
0.69, 0.59, 0.48, 0.5, 0.77, 0.39, 0.21, positive
0.68, 0.63, 0.48, 0.5, 0.73, 0.4, 0.3, positive
0.71, 0.46, 1.0, 0.5, 0.52, 0.59, 0.3, negative
0.74, 0.49, 0.48, 0.5, 0.42, 0.54, 0.36, negative
0.7, 0.61, 0.48, 0.5, 0.56, 0.52, 0.43, negative
0.72, 0.86, 0.48, 0.5, 0.17, 0.55, 0.21, negative
0.71, 0.71, 0.48, 0.5, 0.4, 0.54, 0.39, negative
0.67, 0.81, 0.48, 0.5, 0.25, 0.42, 0.25, negative
0.63, 0.71, 0.48, 0.5, 0.6, 0.4, 0.39, negative
0.69, 0.67, 0.48, 0.5, 0.3, 0.39, 0.24, negative
0.69, 0.8, 0.48, 0.5, 0.46, 0.57, 0.26, negative
0.62, 0.83, 0.48, 0.5, 0.46, 0.36, 0.4, negative
0.56, 0.54, 0.48, 0.5, 0.43, 0.37, 0.3, negative
