@relation winequality-white-9_vs_4
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
6.4, 0.595, 0.14, 5.2, 0.058, 15.0, 97.0, 0.9951, 3.38, 0.36, 9.0, negative
6.5, 0.33, 0.72, 1.1, 0.061, 7.0, 151.0, 0.993, 3.09, 0.57, 9.5, negative
7.0, 0.57, 0.1, 8.3, 0.094, 23.0, 188.0, 0.9972, 3.4, 0.47, 9.2, negative
7.4, 0.17, 0.4, 5.5, 0.037, 34.0, 161.0, 0.9935, 3.05, 0.62, 11.5, negative
6.9, 0.36, 0.34, 4.2, 0.018, 57.0, 119.0, 0.9898, 3.28, 0.36, 12.7, positive
8.3, 0.27, 0.45, 1.3, 0.048, 8.0, 72.0, 0.9944, 3.08, 0.61, 10.3, negative
8.0, 0.32, 0.26, 1.2, 0.05, 11.5, 88.0, 0.9946, 3.24, 0.37, 9.5, negative
8.2, 0.26, 0.44, 1.3, 0.046, 7.0, 69.0, 0.9944, 3.14, 0.62, 10.2, negative
9.8, 0.25, 0.74, 10.0, 0.056, 36.0, 225.0, 0.9977, 3.06, 0.43, 10.0, negative
8.5, 0.17, 0.49, 8.8, 0.048, 23.0, 108.0, 0.9947, 2.88, 0.34, 10.5, negative
6.9, 0.26, 0.49, 1.6, 0.058, 39.0, 166.0, 0.9965, 3.65, 0.52, 9.4, negative
8.1, 0.28, 0.46, 15.4, 0.059, 32.0, 177.0, 1.0004, 3.27, 0.58, 9.0, negative
7.0, 0.61, 0.26, 1.7, 0.051, 25.0, 161.0, 0.9946, 3.36, 0.6, 10.6, negative
6.1, 0.32, 0.37, 1.8, 0.051, 13.0, 200.0, 0.9945, 3.49, 0.44, 10.5, negative
7.2, 0.5, 0.0, 0.8, 0.034, 46.0, 114.0, 0.9932, 3.19, 0.34, 9.2, negative
7.5, 0.29, 0.26, 14.95, 0.067, 47.0, 178.0, 0.99838, 3.04, 0.49, 9.2, negative
7.5, 0.26, 0.59, 11.8, 0.046, 58.0, 164.0, 0.99814, 3.17, 0.46, 8.9, negative
6.5, 0.28, 0.35, 9.8, 0.067, 61.0, 180.0, 0.9972, 3.15, 0.57, 9.0, negative
6.9, 0.3, 0.3, 1.3, 0.053, 24.0, 186.0, 0.99361, 3.29, 0.54, 9.9, negative
7.1, 0.21, 0.28, 2.7, 0.034, 23.0, 111.0, 0.99405, 3.35, 0.64, 10.2, negative
6.3, 0.38, 0.17, 8.8, 0.08, 50.0, 212.0, 0.99803, 3.47, 0.66, 9.4, negative
8.6, 0.34, 0.36, 1.4, 0.045, 11.0, 119.0, 0.99556, 3.17, 0.47, 9.4, negative
7.1, 0.23, 0.24, 5.4, 0.039, 60.0, 196.0, 0.9948, 3.19, 0.78, 10.0, negative
7.4, 0.28, 0.4, 11.9, 0.032, 13.0, 92.0, 0.99629, 3.01, 0.46, 10.8, negative
7.3, 0.28, 0.42, 1.2, 0.033, 29.0, 142.0, 0.99205, 3.17, 0.43, 10.7, negative
6.9, 0.19, 0.6, 4.0, 0.037, 6.0, 122.0, 0.99255, 2.92, 0.59, 10.4, negative
8.5, 0.18, 0.3, 1.1, 0.028, 34.0, 95.0, 0.99272, 2.83, 0.36, 10.0, negative
6.8, 0.73, 0.2, 6.6, 0.054, 25.0, 65.0, 0.99324, 3.12, 0.28, 11.1, negative
6.1, 0.38, 0.14, 3.9, 0.06, 27.0, 113.0, 0.99344, 3.07, 0.34, 9.2, negative
6.3, 0.28, 0.22, 9.5, 0.04, 30.0, 111.0, 0.99338, 3.05, 0.31, 10.8, negative
5.8, 0.26, 0.3, 2.6, 0.034, 75.0, 129.0, 0.9902, 3.2, 0.38, 11.5, negative
6.0, 0.59, 0.0, 0.8, 0.037, 30.0, 95.0, 0.99032, 3.1, 0.4, 10.9, negative
6.0, 0.35, 0.46, 0.9, 0.033, 9.0, 65.0, 0.98934, 3.24, 0.35, 12.1, negative
