@relation  magic
@attribute FLength numeric
@attribute FWidth numeric
@attribute FSize numeric
@attribute FConc numeric
@attribute FConc1 numeric
@attribute FAsym real[-457.9161,575.2407]
@attribute FM3Long real[-331.78,238.321]
@attribute FM3Trans real[-205.8947,179.851]
@attribute FAlpha numeric
@attribute FDist numeric
@attribute Class {g,h}


@data
44.1526, 15.0774, 2.7312, 0.3305, 0.1736, -26.8045, -28.1923, -8.1179, 10.434, 219.609, g
18.322, 11.7068, 2.3589, 0.5777, 0.4136, -0.3481, -4.9165, 11.4953, 16.343, 184.799, g
55.9196, 18.2599, 2.7694, 0.3061, 0.1896, 51.3984, 39.3195, -14.7688, 2.646, 186.887, g
25.4768, 7.5159, 2.3404, 0.6804, 0.3493, 12.4104, -14.6593, 6.4172, 5.854, 171.21, g
81.0836, 26.7411, 3.4593, 0.25, 0.153, -20.8654, 61.7166, -12.8289, 0.572, 320.165, g
32.1797, 18.3351, 2.7896, 0.3523, 0.2183, 19.344, 23.6439, 15.0219, 2.5841, 186.549, g
87.0224, 25.4305, 3.1527, 0.204, 0.1185, -39.9545, 73.9728, 22.0351, 5.4913, 289.309, g
47.3112, 16.0674, 2.7835, 0.2568, 0.1292, -46.1403, -34.8554, -10.9342, 0.069, 163.858, g
25.6068, 11.76, 2.4807, 0.562, 0.3157, 18.6603, 12.575, -11.0756, 12.1452, 146.281, g
36.6722, 17.6948, 2.7462, 0.3013, 0.1677, 15.5477, 30.441, 11.0262, 2.1511, 135.317, g
30.2573, 12.6829, 2.2304, 0.5647, 0.3265, 18.1574, 18.4985, 7.175, 29.865, 153.207, g
22.1114, 10.4427, 2.2068, 0.5652, 0.3075, 22.9016, 18.6701, 10.7207, 41.7053, 129.155, g
41.3532, 19.7374, 2.7466, 0.3692, 0.2106, -45.4706, -11.5435, -17.3627, 4.09, 296.447, g
22.6502, 21.0274, 2.8648, 0.4096, 0.23, 20.0843, 19.2825, 14.0703, 59.259, 70.2412, g
23.8048, 12.3687, 2.29, 0.6154, 0.3513, -27.1045, -10.3179, -6.8164, 4.708, 238.974, g
20.4899, 7.2447, 2.1123, 0.7181, 0.3745, -1.8345, 9.1587, -5.7639, 70.14, 138.836, g
60.0379, 19.0161, 3.0116, 0.2736, 0.1426, 53.8969, 43.8781, 19.7272, 4.4858, 241.822, g
36.9368, 17.8623, 2.9666, 0.2829, 0.1474, 54.2738, -19.8979, -11.3622, 3.5273, 212.538, g
24.7193, 18.9698, 2.5933, 0.3648, 0.2105, 14.3989, 19.6248, 8.7439, 61.8883, 87.5641, g
25.8305, 7.7487, 2.2967, 0.6566, 0.3561, -14.1712, 13.8887, 4.454, 17.392, 196.769, g
51.3155, 11.598, 2.4166, 0.4713, 0.251, -70.1741, 20.7189, -11.2107, 8.8813, 271.059, g
36.081, 14.6095, 2.4586, 0.3652, 0.2035, 25.6177, 21.2675, -9.4823, 4.7156, 155.869, g
31.7269, 16.0554, 2.4208, 0.3378, 0.1689, -1.4761, 25.355, -14.1313, 11.3284, 88.985, g
31.9966, 15.2733, 2.6385, 0.4207, 0.2195, 7.5452, 30.1338, 8.9815, 13.294, 97.0932, g
34.1859, 14.1638, 2.3655, 0.4138, 0.2306, 26.5312, -21.1343, -6.5031, 8.894, 163.346, g
26.5628, 8.0278, 2.4793, 0.6235, 0.4063, 6.3648, 21.7776, -9.8303, 25.5291, 166.146, g
20.9636, 6.8796, 2.0737, 0.7511, 0.4346, 21.3988, 14.1561, -6.071, 57.837, 215.311, g
77.4047, 34.762, 3.5437, 0.2002, 0.1185, -30.7767, 58.2055, 10.5048, 4.6324, 299.492, g
18.4188, 10.4122, 2.3032, 0.5871, 0.306, 23.4078, 9.6154, 4.9907, 4.5866, 205.73, g
35.7849, 21.5579, 2.8879, 0.2628, 0.1443, 28.6157, 23.7198, -11.7523, 34.3844, 133.006, g
32.9693, 23.4377, 3.0392, 0.3161, 0.1622, 26.306, 22.6908, -18.8982, 12.5002, 175.6, g
63.2291, 23.1632, 3.0149, 0.2425, 0.1338, 74.8175, 47.6432, 13.7839, 0.8548, 241.859, g
81.7275, 39.215, 3.4594, 0.2226, 0.1186, 17.6366, -41.565, -23.659, 0.345, 347.305, g
26.0678, 14.4996, 2.721, 0.4981, 0.3203, 21.8108, 22.3165, 6.2733, 12.9637, 246.447, g
32.0001, 11.4658, 2.4949, 0.3648, 0.1936, -28.5714, 17.6233, 7.953, 15.096, 101.912, g
36.0738, 12.6927, 2.5563, 0.375, 0.2458, 38.6242, 26.4191, 8.9849, 25.8637, 138.004, g
21.0994, 16.8854, 2.4306, 0.5121, 0.2764, -12.0243, 10.3481, -10.3024, 20.0749, 94.0073, g
22.1773, 12.7998, 2.5955, 0.5, 0.316, 20.402, 14.8564, 8.3117, 20.288, 153.273, g
59.3407, 24.1321, 3.5204, 0.2336, 0.1178, 31.0534, 59.4112, 10.0941, 1.3878, 264.491, g
64.8184, 32.8868, 3.5547, 0.1522, 0.0771, 49.188, 59.6525, 21.2048, 10.068, 188.666, g
26.089, 9.577, 2.3664, 0.486, 0.2731, -12.2339, 13.7206, 5.8939, 13.935, 169.1, g
75.8358, 24.7669, 3.2711, 0.2084, 0.1111, 59.6256, 74.3111, 15.3148, 2.9174, 286.231, g
32.2257, 18.0267, 2.5838, 0.352, 0.1786, -27.7232, -13.897, 9.7566, 86.8054, 123.916, g
73.7512, 28.5164, 3.4787, 0.1677, 0.1001, -82.325, 60.4878, 24.0679, 6.3353, 259.303, g
36.384, 15.988, 2.6946, 0.2606, 0.1444, 19.4698, -14.6052, 12.6059, 6.303, 243.653, g
64.0316, 14.5597, 2.8376, 0.4157, 0.2362, 49.7586, 63.0651, 8.6793, 4.13, 207.657, g
51.6326, 21.2464, 2.894, 0.2246, 0.1257, 38.3125, 33.3161, 15.5036, 8.545, 243.993, g
58.7871, 20.083, 3.3138, 0.1947, 0.108, 32.3985, -24.1587, -9.3986, 6.782, 199.855, g
45.0948, 16.4904, 2.9963, 0.2602, 0.1467, -3.6668, 13.9027, 10.8361, 4.361, 179.202, g
13.0467, 10.7919, 2.1508, 0.7633, 0.47, -13.669, 4.5478, -9.7259, 13.9983, 243.459, g
15.5071, 11.6106, 2.3385, 0.6422, 0.4243, 1.4462, 2.6585, 8.4352, 77.7643, 149.374, g
77.2563, 17.0324, 3.0332, 0.3085, 0.1811, -102.499, 56.8561, -20.3582, 1.922, 319.086, g
27.4977, 18.0857, 2.5623, 0.3288, 0.1658, 0.5659, -20.8497, 13.6905, 76.155, 42.2426, g
84.5887, 31.2913, 3.8822, 0.1407, 0.0764, -105.724, 70.4339, 16.3673, 3.6433, 293.895, g
39.2121, 14.6739, 2.9015, 0.2811, 0.1462, 58.1025, 22.7781, -9.4058, 0.0872, 195.33, g
47.5572, 15.3059, 2.9472, 0.2699, 0.1621, 11.9493, 36.4325, -9.1034, 10.781, 168.825, g
36.345, 16.4722, 2.5145, 0.4495, 0.2523, -41.0334, -21.1765, 12.0976, 10.885, 170.054, g
27.3437, 9.4993, 2.4338, 0.4715, 0.2449, 13.2194, -16.6525, 2.1875, 21.3597, 236.929, g
28.9203, 21.7939, 2.7853, 0.3262, 0.1746, -5.5771, -27.9037, 9.0569, 18.6016, 130.985, g
27.4746, 16.3967, 2.968, 0.3767, 0.2201, 19.6982, 14.9053, 2.8676, 18.2815, 183.368, g
46.3055, 16.677, 2.6803, 0.334, 0.1764, 62.883, -28.1331, 10.0957, 6.021, 191.946, g
28.5875, 19.2228, 2.6679, 0.3523, 0.1966, 20.8656, 17.858, 15.266, 25.702, 165.595, g
35.2047, 17.138, 2.8354, 0.2776, 0.1658, -0.8009, 12.6851, -9.2086, 10.218, 131.449, g
81.2204, 28.6463, 3.6016, 0.2255, 0.1518, -20.3156, 62.6239, -14.4895, 5.123, 309.602, g
30.1747, 17.1108, 2.7723, 0.3091, 0.1748, 12.8834, 24.3136, 1.7449, 1.76, 150.329, g
34.1746, 17.1788, 2.485, 0.3797, 0.1948, 17.4784, 23.6221, 12.934, 0.9739, 183.961, g
81.3469, 35.5186, 3.6737, 0.1609, 0.0949, -42.1404, 75.4045, -8.727, 0.582, 318.193, g
20.3075, 10.696, 2.3962, 0.6064, 0.3353, -6.2948, 17.1113, 8.0283, 13.93, 148.368, g
21.5363, 9.9292, 2.2672, 0.627, 0.3378, 22.0481, 18.4537, -11.1982, 24.0767, 181.767, g
21.2877, 10.0994, 2.179, 0.5828, 0.3278, 5.3474, -16.8421, -10.2674, 8.167, 244.58, g
25.6901, 12.6439, 2.6753, 0.4562, 0.2439, -0.5427, 13.471, 9.2902, 37.165, 123.714, g
64.447, 23.9931, 2.932, 0.2105, 0.1129, 13.5815, 48.0032, -15.7948, 18.364, 120.433, g
22.999, 10.0378, 2.5826, 0.5673, 0.3359, 14.6812, -13.5328, 5.6413, 11.3007, 119.039, g
24.1674, 18.4684, 2.6294, 0.3498, 0.2031, 12.3343, -10.8168, 12.9669, 8.688, 229.638, g
62.1358, 23.9629, 3.5289, 0.1994, 0.1037, -6.6618, 53.8253, 12.2056, 1.797, 219.94, g
24.6841, 12.1077, 2.4843, 0.4689, 0.2574, 3.3214, 16.7615, -9.351, 13.854, 197.463, g
17.4227, 10.88, 2.1959, 0.5987, 0.3471, -1.525, 6.564, -6.7264, 33.191, 218.008, g
58.1856, 19.9622, 2.8885, 0.2405, 0.1261, -55.5292, -39.5546, -6.0247, 9.3331, 217.983, g
22.6241, 15.8195, 2.5821, 0.4476, 0.25, -20.3539, -15.1246, -12.0381, 5.6815, 167.81, g
21.069, 7.0995, 2.1629, 0.6942, 0.354, -24.8103, -8.9313, 6.2037, 88.7848, 249.9, g
22.8613, 12.6787, 2.5159, 0.5122, 0.3034, 21.0613, 12.044, -9.4541, 8.694, 156.341, g
12.5554, 11.8899, 2.0588, 0.69, 0.3712, 16.2973, -10.0733, -6.9955, 77.047, 141.352, g
57.0139, 30.3512, 3.474, 0.1867, 0.0989, -8.8212, -41.8256, 20.638, 2.6075, 207.457, g
12.7436, 11.6024, 2.1599, 0.7128, 0.3979, 15.5149, -9.0283, -8.9225, 39.403, 140.963, g
16.5068, 11.4704, 2.243, 0.5943, 0.3457, -1.354, 5.3857, 6.3518, 36.3007, 126.345, g
23.8212, 9.2534, 2.541, 0.564, 0.3784, -14.9634, 5.301, 2.9346, 6.088, 88.5835, g
24.2839, 22.2206, 2.6207, 0.3186, 0.1737, -14.9359, 18.244, -10.6951, 18.962, 192.04, g
202.93, 37.4883, 3.023, 0.2096, 0.1048, -211.109, 85.5119, 32.7192, 5.3398, 267.364, g
37.3256, 13.9512, 2.5781, 0.4201, 0.2523, 33.9763, 17.7148, 5.3636, 9.2321, 232.365, g
48.5563, 20.9762, 3.1905, 0.2335, 0.1235, 14.6228, -25.5554, 13.2994, 4.382, 211.926, g
20.8538, 12.6652, 2.5112, 0.4438, 0.2265, -27.9496, -10.3891, 9.6219, 14.2807, 171.262, g
20.9032, 7.0846, 2.0273, 0.723, 0.3803, 23.4655, 11.4034, 6.0662, 25.9219, 202.874, g
53.8346, 16.1162, 2.5641, 0.3765, 0.1951, 36.8842, 54.8205, 9.7183, 8.451, 165.174, g
28.5956, 23.4599, 2.9865, 0.3032, 0.1521, 37.2139, 22.6608, 18.2677, 5.359, 144.826, g
23.7562, 15.4405, 2.6048, 0.4298, 0.2646, -18.1515, -10.8795, 7.6493, 24.237, 250.624, g
21.0341, 9.269, 2.281, 0.623, 0.3796, 3.9848, -15.1601, -10.4657, 44.8022, 210.105, g
24.6345, 15.3273, 2.3304, 0.3832, 0.1939, 11.2022, 11.5547, 13.8863, 54.418, 258.638, g
32.7643, 20.1371, 2.8331, 0.2746, 0.1476, -32.2521, -30.0399, -10.2736, 6.2504, 228.147, g
23.5264, 9.8446, 2.3304, 0.5561, 0.3107, 31.3933, -15.0454, -9.7726, 11.2824, 161.436, g
36.9627, 27.191, 3.1818, 0.25, 0.1464, 20.1416, 26.2498, 19.7013, 10.722, 124.948, g
14.1318, 12.5844, 2.3979, 0.704, 0.358, 0.3319, 2.8754, -3.5628, 13.127, 133.667, g
22.1643, 11.0356, 2.2765, 0.5926, 0.3466, 15.8231, 18.9287, 5.5689, 21.283, 116.737, g
21.0981, 10.0481, 2.2989, 0.5829, 0.3492, -3.3794, 15.455, 8.6319, 66.57, 73.1529, g
97.0464, 12.2902, 2.7214, 0.2811, 0.1491, -122.373, 84.5137, 3.9472, 30.297, 231.445, g
19.7455, 7.2753, 2.1508, 0.7703, 0.4064, -4.0446, 10.9442, -4.8256, 32.467, 188.591, g
41.311, 9.7508, 2.702, 0.4369, 0.2731, 9.485, 37.1014, -7.2773, 0.0339, 254.757, g
20.0115, 7.3633, 2.0588, 0.7162, 0.4061, -0.7875, 6.4702, 5.3292, 44.067, 34.8095, g
34.7547, 15.8012, 2.8192, 0.3078, 0.1721, 17.3265, -20.6272, 10.6691, 1.236, 176.077, g
73.6497, 31.483, 3.3631, 0.2804, 0.1645, -7.3913, 51.8285, 20.8147, 4.5424, 351.061, g
78.5819, 20.0958, 3.0137, 0.1531, 0.079, 13.815, 62.8954, -11.0144, 4.067, 199.864, g
76.5934, 21.6881, 2.6144, 0.3645, 0.2224, -12.6445, -85.4021, -13.2009, 19.152, 181.369, g
