@relation  movement_libras
@attribute 1st_coordinate_abcissa numeric
@attribute 1st_coordinate_ordinate numeric
@attribute 2st_coordinate_abcissa numeric
@attribute 2st_coordinate_ordinate numeric
@attribute 3st_coordinate_abcissa numeric
@attribute 3st_coordinate_ordinate numeric
@attribute 4st_coordinate_abcissa numeric
@attribute 4st_coordinate_ordinate numeric
@attribute 5st_coordinate_abcissa numeric
@attribute 5st_coordinate_ordinate numeric
@attribute 6st_coordinate_abcissa numeric
@attribute 6st_coordinate_ordinate numeric
@attribute 7st_coordinate_abcissa numeric
@attribute 7st_coordinate_ordinate numeric
@attribute 8st_coordinate_abcissa numeric
@attribute 8st_coordinate_ordinate numeric
@attribute 9st_coordinate_abcissa numeric
@attribute 9st_coordinate_ordinate numeric
@attribute 10st_coordinate_abcissa numeric
@attribute 10st_coordinate_ordinate numeric
@attribute 11st_coordinate_abcissa numeric
@attribute 11st_coordinate_ordinate numeric
@attribute 12st_coordinate_abcissa numeric
@attribute 12st_coordinate_ordinate numeric
@attribute 13st_coordinate_abcissa numeric
@attribute 13st_coordinate_ordinate numeric
@attribute 14st_coordinate_abcissa numeric
@attribute 14st_coordinate_ordinate numeric
@attribute 15st_coordinate_abcissa numeric
@attribute 15st_coordinate_ordinate numeric
@attribute 16st_coordinate_abcissa numeric
@attribute 16st_coordinate_ordinate numeric
@attribute 17st_coordinate_abcissa numeric
@attribute 17st_coordinate_ordinate numeric
@attribute 18st_coordinate_abcissa numeric
@attribute 18st_coordinate_ordinate numeric
@attribute 19st_coordinate_abcissa numeric
@attribute 19st_coordinate_ordinate numeric
@attribute 20st_coordinate_abcissa numeric
@attribute 20st_coordinate_ordinate numeric
@attribute 21st_coordinate_abcissa numeric
@attribute 21st_coordinate_ordinate numeric
@attribute 22st_coordinate_abcissa numeric
@attribute 22st_coordinate_ordinate numeric
@attribute 23st_coordinate_abcissa numeric
@attribute 23st_coordinate_ordinate numeric
@attribute 24st_coordinate_abcissa numeric
@attribute 24st_coordinate_ordinate numeric
@attribute 25st_coordinate_abcissa numeric
@attribute 25st_coordinate_ordinate numeric
@attribute 26st_coordinate_abcissa numeric
@attribute 26st_coordinate_ordinate numeric
@attribute 27st_coordinate_abcissa numeric
@attribute 27st_coordinate_ordinate numeric
@attribute 28st_coordinate_abcissa numeric
@attribute 28st_coordinate_ordinate numeric
@attribute 29st_coordinate_abcissa numeric
@attribute 29st_coordinate_ordinate numeric
@attribute 30st_coordinate_abcissa numeric
@attribute 30st_coordinate_ordinate numeric
@attribute 31st_coordinate_abcissa numeric
@attribute 31st_coordinate_ordinate numeric
@attribute 32st_coordinate_abcissa numeric
@attribute 32st_coordinate_ordinate numeric
@attribute 33st_coordinate_abcissa numeric
@attribute 33st_coordinate_ordinate numeric
@attribute 34st_coordinate_abcissa numeric
@attribute 34st_coordinate_ordinate numeric
@attribute 35st_coordinate_abcissa numeric
@attribute 35st_coordinate_ordinate numeric
@attribute 36st_coordinate_abcissa numeric
@attribute 36st_coordinate_ordinate numeric
@attribute 37st_coordinate_abcissa numeric
@attribute 37st_coordinate_ordinate numeric
@attribute 38st_coordinate_abcissa numeric
@attribute 38st_coordinate_ordinate numeric
@attribute 39st_coordinate_abcissa numeric
@attribute 39st_coordinate_ordinate numeric
@attribute 40st_coordinate_abcissa numeric
@attribute 40st_coordinate_ordinate numeric
@attribute 41st_coordinate_abcissa numeric
@attribute 41st_coordinate_ordinate numeric
@attribute 42st_coordinate_abcissa numeric
@attribute 42st_coordinate_ordinate numeric
@attribute 43st_coordinate_abcissa numeric
@attribute 43st_coordinate_ordinate numeric
@attribute 44st_coordinate_abcissa numeric
@attribute 44st_coordinate_ordinate numeric
@attribute 45st_coordinate_abcissa numeric
@attribute 45st_coordinate_ordinate numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}


@data
0.77563, 0.60417, 0.77563, 0.60417, 0.7795, 0.59722, 0.75629, 0.53935, 0.70793, 0.44444, 0.64217, 0.39815, 0.54352, 0.43519, 0.4294, 0.4838, 0.37524, 0.53935, 0.32882, 0.6088, 0.31721, 0.73148, 0.31335, 0.75694, 0.31335, 0.75, 0.31141, 0.64352, 0.34816, 0.56713, 0.37718, 0.51852, 0.44101, 0.48148, 0.52998, 0.45833, 0.61122, 0.45602, 0.65957, 0.43981, 0.70019, 0.49537, 0.72921, 0.53009, 0.73308, 0.64352, 0.74662, 0.64583, 0.74468, 0.60185, 0.73308, 0.50231, 0.70213, 0.48148, 0.6499, 0.44676, 0.58607, 0.44213, 0.5087, 0.43056, 0.43133, 0.4537, 0.35977, 0.49306, 0.33075, 0.54861, 0.30368, 0.60185, 0.28627, 0.69907, 0.29207, 0.78704, 0.28433, 0.74306, 0.29207, 0.62963, 0.32689, 0.56481, 0.3675, 0.51852, 0.45648, 0.45833, 0.54545, 0.4537, 0.61509, 0.47685, 0.66344, 0.46759, 0.7118, 0.53472, 1
0.58801, 0.72454, 0.58801, 0.72685, 0.58801, 0.72222, 0.58801, 0.72222, 0.58801, 0.71991, 0.55899, 0.6875, 0.5087, 0.62269, 0.43133, 0.57407, 0.34236, 0.55093, 0.25338, 0.54861, 0.17602, 0.55324, 0.10638, 0.6088, 0.040619, 0.70833, 0.015474, 0.73611, 0.017408, 0.72917, 0.023211, 0.69213, 0.052224, 0.59259, 0.11025, 0.47454, 0.17795, 0.39583, 0.24952, 0.40046, 0.33269, 0.40278, 0.43714, 0.42824, 0.51838, 0.48611, 0.58801, 0.54861, 0.6383, 0.66435, 0.6499, 0.68287, 0.64217, 0.67361, 0.62669, 0.63657, 0.59961, 0.54398, 0.54545, 0.49074, 0.46035, 0.43056, 0.37718, 0.41667, 0.30561, 0.43519, 0.23404, 0.48843, 0.15667, 0.55324, 0.081238, 0.60185, 0.017408, 0.67824, 0.0, 0.70139, 0.0058027, 0.67824, 0.025145, 0.63194, 0.065764, 0.57176, 0.12186, 0.45833, 0.20309, 0.36343, 0.29787, 0.34491, 0.40812, 0.36806, 1
0.76209, 0.55787, 0.76983, 0.55324, 0.76983, 0.55324, 0.76402, 0.55556, 0.76209, 0.55324, 0.70793, 0.54861, 0.64603, 0.53704, 0.5764, 0.5463, 0.49903, 0.55787, 0.42747, 0.55324, 0.36557, 0.53935, 0.30561, 0.54167, 0.26112, 0.53935, 0.25145, 0.54398, 0.27079, 0.54398, 0.33462, 0.54861, 0.41586, 0.56713, 0.49516, 0.58102, 0.57447, 0.59259, 0.63636, 0.57639, 0.69052, 0.56944, 0.74468, 0.56481, 0.77563, 0.5625, 0.7853, 0.5625, 0.7795, 0.5625, 0.76789, 0.5625, 0.73114, 0.5625, 0.68279, 0.5625, 0.62863, 0.56713, 0.58414, 0.59259, 0.52031, 0.59028, 0.45648, 0.5787, 0.40232, 0.56019, 0.3559, 0.54167, 0.30561, 0.53935, 0.24178, 0.52778, 0.19536, 0.53009, 0.19536, 0.53472, 0.23985, 0.52778, 0.30948, 0.53009, 0.38104, 0.54398, 0.44294, 0.56019, 0.50484, 0.56481, 0.5706, 0.56713, 0.64217, 0.56019, 2
0.82398, 0.5625, 0.82398, 0.5625, 0.82398, 0.5625, 0.82205, 0.5625, 0.82398, 0.5625, 0.82398, 0.56481, 0.82592, 0.56481, 0.82398, 0.5625, 0.81044, 0.56019, 0.77176, 0.5463, 0.70986, 0.52778, 0.64217, 0.51852, 0.58221, 0.52083, 0.52031, 0.53241, 0.45455, 0.53704, 0.39652, 0.54861, 0.3675, 0.5787, 0.37137, 0.59028, 0.39845, 0.57639, 0.42747, 0.5625, 0.47002, 0.55556, 0.53191, 0.53935, 0.60155, 0.53009, 0.66731, 0.52546, 0.72534, 0.53009, 0.78337, 0.5463, 0.84139, 0.57176, 0.87814, 0.59259, 0.89749, 0.59954, 0.88975, 0.59954, 0.85687, 0.58796, 0.80271, 0.55556, 0.74275, 0.52546, 0.67311, 0.51157, 0.60155, 0.5162, 0.53385, 0.52546, 0.46228, 0.53935, 0.40426, 0.55324, 0.36944, 0.57176, 0.34429, 0.60185, 0.35203, 0.61111, 0.37137, 0.59259, 0.40619, 0.56481, 0.45261, 0.53472, 0.52031, 0.50231, 2
0.52418, 0.76389, 0.52418, 0.7662, 0.52418, 0.76389, 0.52224, 0.7662, 0.52224, 0.75, 0.51257, 0.71759, 0.48356, 0.65046, 0.45841, 0.56481, 0.42747, 0.49074, 0.39072, 0.45602, 0.37911, 0.4213, 0.37331, 0.37037, 0.35397, 0.33565, 0.33462, 0.31481, 0.32302, 0.32176, 0.31335, 0.33565, 0.31141, 0.34491, 0.30368, 0.36574, 0.31141, 0.39815, 0.32302, 0.40509, 0.32689, 0.44907, 0.33656, 0.51389, 0.34043, 0.5787, 0.34623, 0.64583, 0.3501, 0.71065, 0.36944, 0.76157, 0.37524, 0.77546, 0.37524, 0.7662, 0.37911, 0.72685, 0.39072, 0.64815, 0.39845, 0.55324, 0.40619, 0.48611, 0.39072, 0.47222, 0.38104, 0.43981, 0.37718, 0.38889, 0.36944, 0.3588, 0.3559, 0.34954, 0.35397, 0.3588, 0.35397, 0.37731, 0.3501, 0.39815, 0.34816, 0.3912, 0.3501, 0.45833, 0.35397, 0.55093, 0.34623, 0.63194, 0.34236, 0.7037, 3
0.58607, 0.74537, 0.58607, 0.74537, 0.58414, 0.74306, 0.58414, 0.74306, 0.58414, 0.74306, 0.58414, 0.74537, 0.58414, 0.74537, 0.57834, 0.72454, 0.57834, 0.65972, 0.58221, 0.5787, 0.5764, 0.4838, 0.56673, 0.3912, 0.55899, 0.30093, 0.55126, 0.20602, 0.54352, 0.17361, 0.53578, 0.18519, 0.54352, 0.25463, 0.55126, 0.35417, 0.56286, 0.44676, 0.57253, 0.53241, 0.5764, 0.59722, 0.57834, 0.64583, 0.58607, 0.69213, 0.59381, 0.71991, 0.60542, 0.73843, 0.60735, 0.7338, 0.59574, 0.71991, 0.59381, 0.67593, 0.59768, 0.61806, 0.59768, 0.55324, 0.59574, 0.47222, 0.58414, 0.40278, 0.56867, 0.34028, 0.54739, 0.27778, 0.53191, 0.25, 0.53191, 0.25231, 0.53772, 0.28009, 0.53965, 0.3588, 0.54739, 0.43519, 0.56867, 0.50926, 0.5764, 0.58102, 0.5764, 0.63426, 0.58994, 0.68056, 0.60735, 0.71528, 0.61509, 0.75926, 3
0.56093, 0.19907, 0.56093, 0.19907, 0.55899, 0.19907, 0.56093, 0.19907, 0.56093, 0.19907, 0.55899, 0.19907, 0.56093, 0.19907, 0.56093, 0.19907, 0.56093, 0.19907, 0.55706, 0.19444, 0.55126, 0.19213, 0.54159, 0.18519, 0.52998, 0.18056, 0.51644, 0.17824, 0.49903, 0.17824, 0.47969, 0.1713, 0.45648, 0.1713, 0.43133, 0.1713, 0.40232, 0.17593, 0.37331, 0.18519, 0.34236, 0.19676, 0.31528, 0.20602, 0.29014, 0.21991, 0.26886, 0.23843, 0.24952, 0.26389, 0.23598, 0.28704, 0.22631, 0.31713, 0.22244, 0.35185, 0.22244, 0.38657, 0.22244, 0.4213, 0.22437, 0.4537, 0.23017, 0.49537, 0.24178, 0.53241, 0.25725, 0.56944, 0.27466, 0.60417, 0.29594, 0.63194, 0.32302, 0.65509, 0.34623, 0.67361, 0.36944, 0.69444, 0.40039, 0.71065, 0.43327, 0.72454, 0.46615, 0.73611, 0.50097, 0.74537, 0.53191, 0.75, 0.56093, 0.75231, 4
0.51257, 0.3287, 0.51257, 0.3287, 0.51257, 0.3287, 0.51064, 0.3287, 0.51064, 0.32639, 0.51064, 0.3287, 0.5087, 0.32639, 0.50677, 0.32639, 0.50677, 0.32407, 0.50484, 0.32176, 0.49903, 0.32176, 0.49516, 0.31713, 0.48743, 0.3125, 0.47776, 0.30556, 0.47002, 0.2963, 0.45841, 0.29167, 0.44681, 0.28472, 0.43133, 0.28009, 0.41586, 0.27546, 0.40039, 0.27083, 0.38104, 0.2662, 0.3617, 0.26852, 0.34236, 0.27083, 0.32495, 0.27083, 0.31141, 0.27315, 0.29787, 0.27083, 0.27853, 0.28472, 0.25919, 0.30093, 0.24178, 0.32176, 0.22437, 0.34722, 0.20696, 0.37963, 0.19342, 0.41667, 0.17795, 0.43981, 0.16828, 0.46991, 0.16248, 0.5, 0.15667, 0.52546, 0.1528, 0.55556, 0.1528, 0.58102, 0.15667, 0.61574, 0.15861, 0.65278, 0.16054, 0.67361, 0.17021, 0.69444, 0.17795, 0.71528, 0.18569, 0.72685, 0.19923, 0.74769, 4
0.55126, 0.23148, 0.54932, 0.2338, 0.54932, 0.23148, 0.55126, 0.23148, 0.55126, 0.23148, 0.55126, 0.23148, 0.55319, 0.22917, 0.55513, 0.22917, 0.55513, 0.22917, 0.55513, 0.22685, 0.56093, 0.22454, 0.56673, 0.21991, 0.57253, 0.21759, 0.58027, 0.21759, 0.59574, 0.21528, 0.61896, 0.21528, 0.6499, 0.21991, 0.68472, 0.22685, 0.72147, 0.24306, 0.75822, 0.26389, 0.7911, 0.29167, 0.82012, 0.32639, 0.84139, 0.36343, 0.85687, 0.40509, 0.8646, 0.4537, 0.87041, 0.50231, 0.87234, 0.54861, 0.87041, 0.60185, 0.86847, 0.55787, 0.8646, 0.57639, 0.8588, 0.60648, 0.84333, 0.63426, 0.81044, 0.65741, 0.76789, 0.68056, 0.72921, 0.69907, 0.69052, 0.71296, 0.64603, 0.72222, 0.60348, 0.72685, 0.56286, 0.72222, 0.52998, 0.71296, 0.5029, 0.70139, 0.48162, 0.68519, 0.46615, 0.6713, 0.45261, 0.66667, 0.44681, 0.65972, 5
0.46228, 0.19907, 0.46615, 0.19676, 0.47002, 0.19444, 0.47389, 0.19213, 0.47969, 0.18981, 0.48549, 0.1875, 0.49323, 0.18287, 0.49903, 0.18287, 0.50484, 0.17824, 0.51064, 0.17593, 0.51644, 0.17361, 0.52611, 0.1713, 0.53578, 0.16898, 0.54739, 0.1713, 0.56286, 0.1713, 0.57834, 0.1713, 0.59381, 0.17593, 0.61315, 0.18056, 0.63056, 0.18519, 0.6499, 0.18981, 0.66731, 0.19676, 0.68279, 0.2037, 0.70019, 0.21065, 0.71954, 0.22222, 0.73694, 0.23148, 0.75629, 0.24306, 0.77563, 0.25694, 0.79304, 0.27083, 0.81238, 0.28704, 0.82785, 0.30324, 0.83946, 0.32176, 0.85493, 0.34028, 0.8646, 0.3588, 0.87427, 0.37963, 0.88395, 0.39815, 0.88588, 0.41204, 0.89168, 0.43519, 0.89942, 0.45602, 0.90329, 0.47917, 0.90716, 0.49769, 0.90716, 0.51852, 0.90522, 0.53935, 0.90329, 0.55787, 0.89942, 0.57176, 0.89749, 0.58333, 5
