@relation  movement_libras
@attribute 1st_coordinate_abcissa numeric
@attribute 1st_coordinate_ordinate numeric
@attribute 2st_coordinate_abcissa numeric
@attribute 2st_coordinate_ordinate numeric
@attribute 3st_coordinate_abcissa numeric
@attribute 3st_coordinate_ordinate numeric
@attribute 4st_coordinate_abcissa numeric
@attribute 4st_coordinate_ordinate numeric
@attribute 5st_coordinate_abcissa numeric
@attribute 5st_coordinate_ordinate numeric
@attribute 6st_coordinate_abcissa numeric
@attribute 6st_coordinate_ordinate numeric
@attribute 7st_coordinate_abcissa numeric
@attribute 7st_coordinate_ordinate numeric
@attribute 8st_coordinate_abcissa numeric
@attribute 8st_coordinate_ordinate numeric
@attribute 9st_coordinate_abcissa numeric
@attribute 9st_coordinate_ordinate numeric
@attribute 10st_coordinate_abcissa numeric
@attribute 10st_coordinate_ordinate numeric
@attribute 11st_coordinate_abcissa numeric
@attribute 11st_coordinate_ordinate numeric
@attribute 12st_coordinate_abcissa numeric
@attribute 12st_coordinate_ordinate numeric
@attribute 13st_coordinate_abcissa numeric
@attribute 13st_coordinate_ordinate numeric
@attribute 14st_coordinate_abcissa numeric
@attribute 14st_coordinate_ordinate numeric
@attribute 15st_coordinate_abcissa numeric
@attribute 15st_coordinate_ordinate numeric
@attribute 16st_coordinate_abcissa numeric
@attribute 16st_coordinate_ordinate numeric
@attribute 17st_coordinate_abcissa numeric
@attribute 17st_coordinate_ordinate numeric
@attribute 18st_coordinate_abcissa numeric
@attribute 18st_coordinate_ordinate numeric
@attribute 19st_coordinate_abcissa numeric
@attribute 19st_coordinate_ordinate numeric
@attribute 20st_coordinate_abcissa numeric
@attribute 20st_coordinate_ordinate numeric
@attribute 21st_coordinate_abcissa numeric
@attribute 21st_coordinate_ordinate numeric
@attribute 22st_coordinate_abcissa numeric
@attribute 22st_coordinate_ordinate numeric
@attribute 23st_coordinate_abcissa numeric
@attribute 23st_coordinate_ordinate numeric
@attribute 24st_coordinate_abcissa numeric
@attribute 24st_coordinate_ordinate numeric
@attribute 25st_coordinate_abcissa numeric
@attribute 25st_coordinate_ordinate numeric
@attribute 26st_coordinate_abcissa numeric
@attribute 26st_coordinate_ordinate numeric
@attribute 27st_coordinate_abcissa numeric
@attribute 27st_coordinate_ordinate numeric
@attribute 28st_coordinate_abcissa numeric
@attribute 28st_coordinate_ordinate numeric
@attribute 29st_coordinate_abcissa numeric
@attribute 29st_coordinate_ordinate numeric
@attribute 30st_coordinate_abcissa numeric
@attribute 30st_coordinate_ordinate numeric
@attribute 31st_coordinate_abcissa numeric
@attribute 31st_coordinate_ordinate numeric
@attribute 32st_coordinate_abcissa numeric
@attribute 32st_coordinate_ordinate numeric
@attribute 33st_coordinate_abcissa numeric
@attribute 33st_coordinate_ordinate numeric
@attribute 34st_coordinate_abcissa numeric
@attribute 34st_coordinate_ordinate numeric
@attribute 35st_coordinate_abcissa numeric
@attribute 35st_coordinate_ordinate numeric
@attribute 36st_coordinate_abcissa numeric
@attribute 36st_coordinate_ordinate numeric
@attribute 37st_coordinate_abcissa numeric
@attribute 37st_coordinate_ordinate numeric
@attribute 38st_coordinate_abcissa numeric
@attribute 38st_coordinate_ordinate numeric
@attribute 39st_coordinate_abcissa numeric
@attribute 39st_coordinate_ordinate numeric
@attribute 40st_coordinate_abcissa numeric
@attribute 40st_coordinate_ordinate numeric
@attribute 41st_coordinate_abcissa numeric
@attribute 41st_coordinate_ordinate numeric
@attribute 42st_coordinate_abcissa numeric
@attribute 42st_coordinate_ordinate numeric
@attribute 43st_coordinate_abcissa numeric
@attribute 43st_coordinate_ordinate numeric
@attribute 44st_coordinate_abcissa numeric
@attribute 44st_coordinate_ordinate numeric
@attribute 45st_coordinate_abcissa numeric
@attribute 45st_coordinate_ordinate numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}


@data
0.79691, 0.38194, 0.79691, 0.37731, 0.79884, 0.37731, 0.79497, 0.37731, 0.77563, 0.35417, 0.73501, 0.32639, 0.67505, 0.30093, 0.59381, 0.29398, 0.4971, 0.32407, 0.41586, 0.38426, 0.34816, 0.45833, 0.2882, 0.57639, 0.26499, 0.72685, 0.26112, 0.82639, 0.26306, 0.81944, 0.27079, 0.72685, 0.2882, 0.60648, 0.33075, 0.50694, 0.38685, 0.42593, 0.45261, 0.37037, 0.53965, 0.3287, 0.62089, 0.31481, 0.68472, 0.32176, 0.73308, 0.34028, 0.76402, 0.37037, 0.77756, 0.37963, 0.76015, 0.36806, 0.70793, 0.32407, 0.62863, 0.29861, 0.53965, 0.30787, 0.44487, 0.35185, 0.3617, 0.4213, 0.29787, 0.53241, 0.2824, 0.64815, 0.294, 0.74537, 0.31141, 0.83565, 0.31335, 0.87963, 0.30561, 0.83796, 0.29594, 0.74074, 0.30368, 0.62269, 0.34043, 0.51389, 0.39845, 0.42593, 0.47389, 0.36111, 0.55899, 0.3125, 0.6383, 0.29398, 1
0.57447, 0.78935, 0.57253, 0.78935, 0.57253, 0.78935, 0.57253, 0.78935, 0.57447, 0.78935, 0.56673, 0.78009, 0.54739, 0.7662, 0.52224, 0.74537, 0.48743, 0.71991, 0.45455, 0.69444, 0.4236, 0.68056, 0.39458, 0.66667, 0.3675, 0.66435, 0.31141, 0.68056, 0.24565, 0.7037, 0.24371, 0.69213, 0.28627, 0.65741, 0.33462, 0.62731, 0.37911, 0.625, 0.4294, 0.64352, 0.4913, 0.64815, 0.54739, 0.6713, 0.59574, 0.69444, 0.63056, 0.74306, 0.63636, 0.74306, 0.63443, 0.72222, 0.61896, 0.7037, 0.58994, 0.67824, 0.54932, 0.65509, 0.49323, 0.6412, 0.4294, 0.64352, 0.37331, 0.63889, 0.32689, 0.63426, 0.28433, 0.65741, 0.24371, 0.69213, 0.23404, 0.74537, 0.25338, 0.72222, 0.26692, 0.69444, 0.29787, 0.65509, 0.33462, 0.64352, 0.35977, 0.63889, 0.39652, 0.63657, 0.4352, 0.63194, 0.47582, 0.64815, 0.51644, 0.64583, 1
0.19923, 0.30324, 0.19536, 0.30093, 0.19729, 0.30324, 0.19536, 0.30093, 0.20696, 0.28704, 0.27853, 0.27315, 0.37911, 0.26157, 0.47389, 0.28704, 0.55126, 0.34954, 0.62089, 0.43287, 0.66925, 0.53241, 0.70406, 0.61806, 0.70986, 0.66204, 0.706, 0.6713, 0.70019, 0.68981, 0.69246, 0.68519, 0.68085, 0.625, 0.6441, 0.5, 0.58414, 0.375, 0.49516, 0.29167, 0.38491, 0.25, 0.26306, 0.25, 0.18569, 0.28241, 0.15474, 0.30093, 0.12766, 0.30324, 0.12573, 0.30093, 0.13153, 0.2963, 0.14313, 0.30093, 0.18569, 0.28241, 0.26692, 0.25463, 0.38878, 0.24074, 0.51257, 0.2662, 0.61702, 0.34028, 0.67505, 0.42824, 0.70986, 0.52778, 0.73501, 0.61574, 0.74081, 0.64583, 0.73694, 0.65972, 0.73114, 0.65509, 0.7234, 0.59722, 0.69439, 0.49769, 0.65184, 0.39352, 0.58607, 0.30556, 0.48356, 0.24769, 0.37137, 0.24074, 1
0.78143, 0.60185, 0.7795, 0.60185, 0.78143, 0.60417, 0.78143, 0.60185, 0.77176, 0.59954, 0.79884, 0.49769, 0.75048, 0.49769, 0.68665, 0.51157, 0.61896, 0.52546, 0.54545, 0.52778, 0.50097, 0.51389, 0.4294, 0.51157, 0.35977, 0.50694, 0.29787, 0.5162, 0.23791, 0.51389, 0.25919, 0.52546, 0.33269, 0.52083, 0.40812, 0.51157, 0.47969, 0.50463, 0.54739, 0.50926, 0.60928, 0.51157, 0.67311, 0.51389, 0.72727, 0.51157, 0.76402, 0.49769, 0.77369, 0.48843, 0.76015, 0.49769, 0.71373, 0.50463, 0.66151, 0.50694, 0.60348, 0.51389, 0.54932, 0.51157, 0.50097, 0.50926, 0.43133, 0.51852, 0.3559, 0.52778, 0.28433, 0.53009, 0.23404, 0.53009, 0.2089, 0.52315, 0.24565, 0.52778, 0.31141, 0.53009, 0.37911, 0.52778, 0.44294, 0.52315, 0.5029, 0.52315, 0.56286, 0.52778, 0.61896, 0.53009, 0.67892, 0.52778, 0.72921, 0.53009, 2
0.54159, 0.61806, 0.54159, 0.61806, 0.54159, 0.62037, 0.53772, 0.62037, 0.52418, 0.61806, 0.5087, 0.62037, 0.50097, 0.625, 0.48936, 0.62963, 0.46422, 0.63194, 0.43714, 0.63657, 0.41973, 0.6412, 0.40426, 0.63889, 0.38298, 0.63889, 0.36364, 0.63194, 0.34236, 0.62963, 0.33075, 0.62731, 0.33656, 0.62731, 0.3501, 0.62269, 0.37331, 0.62269, 0.39072, 0.62731, 0.41006, 0.62269, 0.43714, 0.61806, 0.46809, 0.61343, 0.50677, 0.61343, 0.54352, 0.61111, 0.57253, 0.61806, 0.58221, 0.62037, 0.59188, 0.62731, 0.58027, 0.62269, 0.54932, 0.62037, 0.50484, 0.61343, 0.45261, 0.61111, 0.40619, 0.61574, 0.37524, 0.6088, 0.34816, 0.60648, 0.32495, 0.59722, 0.30561, 0.59954, 0.2882, 0.59954, 0.28046, 0.59954, 0.29207, 0.59259, 0.33075, 0.5787, 0.37718, 0.56481, 0.41973, 0.56944, 0.47582, 0.57639, 0.52418, 0.59028, 2
0.14313, 0.37269, 0.14894, 0.375, 0.16054, 0.37037, 0.19342, 0.37037, 0.25725, 0.41898, 0.36364, 0.43519, 0.45648, 0.43056, 0.52805, 0.42824, 0.5764, 0.42824, 0.61702, 0.43287, 0.6441, 0.43056, 0.66731, 0.43287, 0.68279, 0.43519, 0.69052, 0.43981, 0.67698, 0.43981, 0.63443, 0.43287, 0.57253, 0.42593, 0.49516, 0.41898, 0.40426, 0.42593, 0.31528, 0.43056, 0.24178, 0.42824, 0.18956, 0.38889, 0.147, 0.39815, 0.11412, 0.41204, 0.098646, 0.42361, 0.10445, 0.4213, 0.12573, 0.42593, 0.17795, 0.40046, 0.23211, 0.43519, 0.30754, 0.43287, 0.39458, 0.43519, 0.47582, 0.43519, 0.55126, 0.4375, 0.61122, 0.44676, 0.66344, 0.4537, 0.70213, 0.45602, 0.7176, 0.45602, 0.71373, 0.45602, 0.69052, 0.45602, 0.6441, 0.44907, 0.58607, 0.44444, 0.51451, 0.44444, 0.4236, 0.44907, 0.32302, 0.4537, 0.22631, 0.44676, 2
0.4971, 0.74074, 0.49903, 0.73843, 0.49903, 0.73843, 0.49903, 0.73843, 0.4971, 0.7338, 0.49323, 0.71991, 0.48356, 0.6875, 0.46809, 0.62963, 0.41779, 0.58565, 0.39458, 0.54167, 0.36944, 0.49074, 0.35977, 0.43519, 0.35977, 0.37731, 0.3559, 0.33333, 0.34816, 0.30093, 0.34429, 0.29861, 0.33269, 0.30324, 0.32495, 0.31944, 0.32495, 0.34259, 0.32108, 0.40046, 0.30754, 0.45139, 0.31915, 0.4838, 0.34429, 0.52083, 0.3559, 0.5787, 0.37718, 0.63657, 0.38878, 0.6875, 0.41393, 0.73148, 0.41973, 0.75231, 0.42166, 0.75, 0.42166, 0.74306, 0.4294, 0.7338, 0.43133, 0.71991, 0.4352, 0.68519, 0.43714, 0.63194, 0.41393, 0.58796, 0.39265, 0.5463, 0.39072, 0.50231, 0.39845, 0.44676, 0.40039, 0.39583, 0.38104, 0.35185, 0.3675, 0.33333, 0.3559, 0.33333, 0.35397, 0.34954, 0.35203, 0.37269, 0.35977, 0.43287, 3
0.60155, 0.77315, 0.59768, 0.77315, 0.59961, 0.77315, 0.59381, 0.77083, 0.58801, 0.75, 0.59188, 0.7037, 0.58607, 0.63426, 0.58994, 0.55556, 0.59574, 0.46528, 0.60348, 0.37037, 0.60348, 0.28472, 0.59574, 0.20602, 0.58994, 0.17593, 0.58607, 0.17824, 0.58607, 0.21528, 0.58801, 0.29398, 0.59768, 0.37731, 0.61122, 0.43981, 0.62089, 0.50231, 0.61896, 0.55787, 0.61702, 0.60648, 0.61702, 0.65046, 0.61509, 0.69444, 0.64217, 0.72685, 0.6499, 0.74074, 0.6499, 0.7338, 0.61896, 0.7037, 0.62476, 0.64815, 0.62863, 0.59028, 0.6325, 0.52546, 0.63636, 0.4537, 0.6383, 0.37963, 0.64023, 0.30093, 0.6325, 0.22917, 0.62476, 0.16435, 0.62282, 0.15046, 0.62282, 0.15741, 0.62282, 0.21759, 0.6325, 0.30556, 0.64217, 0.39815, 0.6383, 0.47917, 0.6325, 0.52778, 0.6383, 0.57407, 0.6383, 0.63194, 0.6383, 0.6875, 3
0.60155, 0.75463, 0.60155, 0.75463, 0.59961, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.59768, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.60155, 0.75694, 0.60155, 0.75694, 0.60155, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.59961, 0.75926, 0.59961, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.60542, 0.75694, 0.60155, 0.75463, 0.60155, 0.75463, 0.60348, 0.75463, 0.59961, 0.75463, 0.60348, 0.75463, 0.60348, 0.75463, 0.60155, 0.75463, 0.60155, 0.75463, 0.60155, 0.75463, 0.59961, 0.75463, 0.60155, 0.75463, 0.60348, 0.75463, 0.60348, 0.75463, 0.60155, 0.75463, 0.60348, 0.75463, 0.60542, 0.75231, 0.60348, 0.75463, 0.60348, 0.75463, 0.60542, 0.75463, 0.60735, 0.75463, 3
0.45455, 0.19213, 0.45068, 0.19444, 0.44874, 0.19444, 0.44874, 0.19444, 0.44874, 0.19676, 0.45068, 0.19444, 0.44874, 0.19213, 0.44101, 0.18981, 0.4236, 0.18056, 0.40039, 0.17361, 0.37911, 0.16898, 0.35397, 0.1713, 0.33075, 0.1713, 0.30561, 0.17593, 0.2824, 0.18519, 0.25919, 0.20139, 0.23404, 0.22454, 0.21277, 0.25231, 0.19342, 0.28472, 0.17795, 0.31481, 0.16441, 0.35185, 0.15667, 0.38889, 0.15667, 0.42361, 0.16054, 0.46528, 0.16828, 0.50463, 0.18375, 0.53935, 0.20503, 0.56713, 0.22631, 0.59028, 0.25338, 0.61343, 0.28046, 0.63889, 0.30754, 0.65972, 0.33462, 0.68056, 0.36364, 0.69444, 0.39072, 0.70602, 0.42166, 0.71065, 0.45068, 0.70833, 0.47582, 0.70139, 0.5029, 0.69213, 0.52418, 0.68519, 0.54739, 0.67593, 0.56867, 0.66204, 0.58607, 0.65509, 0.59574, 0.65046, 0.60348, 0.64352, 0.60542, 0.64352, 4
