@relation  movement_libras
@attribute 1st_coordinate_abcissa numeric
@attribute 1st_coordinate_ordinate numeric
@attribute 2st_coordinate_abcissa numeric
@attribute 2st_coordinate_ordinate numeric
@attribute 3st_coordinate_abcissa numeric
@attribute 3st_coordinate_ordinate numeric
@attribute 4st_coordinate_abcissa numeric
@attribute 4st_coordinate_ordinate numeric
@attribute 5st_coordinate_abcissa numeric
@attribute 5st_coordinate_ordinate numeric
@attribute 6st_coordinate_abcissa numeric
@attribute 6st_coordinate_ordinate numeric
@attribute 7st_coordinate_abcissa numeric
@attribute 7st_coordinate_ordinate numeric
@attribute 8st_coordinate_abcissa numeric
@attribute 8st_coordinate_ordinate numeric
@attribute 9st_coordinate_abcissa numeric
@attribute 9st_coordinate_ordinate numeric
@attribute 10st_coordinate_abcissa numeric
@attribute 10st_coordinate_ordinate numeric
@attribute 11st_coordinate_abcissa numeric
@attribute 11st_coordinate_ordinate numeric
@attribute 12st_coordinate_abcissa numeric
@attribute 12st_coordinate_ordinate numeric
@attribute 13st_coordinate_abcissa numeric
@attribute 13st_coordinate_ordinate numeric
@attribute 14st_coordinate_abcissa numeric
@attribute 14st_coordinate_ordinate numeric
@attribute 15st_coordinate_abcissa numeric
@attribute 15st_coordinate_ordinate numeric
@attribute 16st_coordinate_abcissa numeric
@attribute 16st_coordinate_ordinate numeric
@attribute 17st_coordinate_abcissa numeric
@attribute 17st_coordinate_ordinate numeric
@attribute 18st_coordinate_abcissa numeric
@attribute 18st_coordinate_ordinate numeric
@attribute 19st_coordinate_abcissa numeric
@attribute 19st_coordinate_ordinate numeric
@attribute 20st_coordinate_abcissa numeric
@attribute 20st_coordinate_ordinate numeric
@attribute 21st_coordinate_abcissa numeric
@attribute 21st_coordinate_ordinate numeric
@attribute 22st_coordinate_abcissa numeric
@attribute 22st_coordinate_ordinate numeric
@attribute 23st_coordinate_abcissa numeric
@attribute 23st_coordinate_ordinate numeric
@attribute 24st_coordinate_abcissa numeric
@attribute 24st_coordinate_ordinate numeric
@attribute 25st_coordinate_abcissa numeric
@attribute 25st_coordinate_ordinate numeric
@attribute 26st_coordinate_abcissa numeric
@attribute 26st_coordinate_ordinate numeric
@attribute 27st_coordinate_abcissa numeric
@attribute 27st_coordinate_ordinate numeric
@attribute 28st_coordinate_abcissa numeric
@attribute 28st_coordinate_ordinate numeric
@attribute 29st_coordinate_abcissa numeric
@attribute 29st_coordinate_ordinate numeric
@attribute 30st_coordinate_abcissa numeric
@attribute 30st_coordinate_ordinate numeric
@attribute 31st_coordinate_abcissa numeric
@attribute 31st_coordinate_ordinate numeric
@attribute 32st_coordinate_abcissa numeric
@attribute 32st_coordinate_ordinate numeric
@attribute 33st_coordinate_abcissa numeric
@attribute 33st_coordinate_ordinate numeric
@attribute 34st_coordinate_abcissa numeric
@attribute 34st_coordinate_ordinate numeric
@attribute 35st_coordinate_abcissa numeric
@attribute 35st_coordinate_ordinate numeric
@attribute 36st_coordinate_abcissa numeric
@attribute 36st_coordinate_ordinate numeric
@attribute 37st_coordinate_abcissa numeric
@attribute 37st_coordinate_ordinate numeric
@attribute 38st_coordinate_abcissa numeric
@attribute 38st_coordinate_ordinate numeric
@attribute 39st_coordinate_abcissa numeric
@attribute 39st_coordinate_ordinate numeric
@attribute 40st_coordinate_abcissa numeric
@attribute 40st_coordinate_ordinate numeric
@attribute 41st_coordinate_abcissa numeric
@attribute 41st_coordinate_ordinate numeric
@attribute 42st_coordinate_abcissa numeric
@attribute 42st_coordinate_ordinate numeric
@attribute 43st_coordinate_abcissa numeric
@attribute 43st_coordinate_ordinate numeric
@attribute 44st_coordinate_abcissa numeric
@attribute 44st_coordinate_ordinate numeric
@attribute 45st_coordinate_abcissa numeric
@attribute 45st_coordinate_ordinate numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}


@data
0.67118, 0.38426, 0.67118, 0.38657, 0.67311, 0.38657, 0.67311, 0.38426, 0.67311, 0.37963, 0.65957, 0.36574, 0.61702, 0.3588, 0.55706, 0.38889, 0.49323, 0.4537, 0.46615, 0.52315, 0.46228, 0.62037, 0.47389, 0.71759, 0.54545, 1.0, 0.47969, 0.80556, 0.44874, 0.7037, 0.45068, 0.59259, 0.46809, 0.48611, 0.51064, 0.38426, 0.56673, 0.2963, 0.64603, 0.24306, 0.74662, 0.25926, 0.83559, 0.34259, 0.87621, 0.44676, 0.87234, 0.48148, 0.86267, 0.44907, 0.84913, 0.38657, 0.82785, 0.32407, 0.7795, 0.25926, 0.69826, 0.23611, 0.60348, 0.2662, 0.52805, 0.32639, 0.47776, 0.40046, 0.44874, 0.46528, 0.43907, 0.53009, 0.4294, 0.62269, 0.44487, 0.75231, 0.45648, 0.84028, 0.51257, 0.9838, 0.5087, 0.96991, 0.47195, 0.81713, 0.46422, 0.76389, 0.44101, 0.6412, 0.45068, 0.54167, 0.47776, 0.44213, 0.53191, 0.34259, 1
0.67892, 0.27315, 0.68085, 0.27315, 0.68085, 0.27315, 0.68085, 0.27315, 0.67892, 0.26852, 0.66344, 0.25694, 0.6383, 0.24769, 0.59961, 0.24074, 0.54159, 0.23843, 0.47195, 0.25231, 0.39652, 0.28009, 0.33075, 0.32407, 0.27079, 0.39583, 0.2147, 0.48611, 0.18182, 0.58796, 0.16248, 0.66667, 0.14894, 0.72685, 0.14507, 0.75694, 0.14894, 0.74074, 0.16054, 0.68056, 0.18375, 0.59491, 0.23404, 0.49537, 0.29014, 0.40741, 0.3617, 0.33565, 0.43907, 0.28704, 0.51644, 0.25926, 0.59381, 0.25, 0.66151, 0.26852, 0.706, 0.29398, 0.73694, 0.31944, 0.74275, 0.31944, 0.72921, 0.30324, 0.69826, 0.27315, 0.64603, 0.24769, 0.57447, 0.23148, 0.4913, 0.2338, 0.41586, 0.2662, 0.34623, 0.32639, 0.28627, 0.40509, 0.23404, 0.48843, 0.19536, 0.57407, 0.17795, 0.63657, 0.17215, 0.67361, 0.17021, 0.69213, 0.17215, 0.69213, 1
0.60155, 0.65046, 0.60155, 0.65046, 0.60155, 0.65278, 0.59768, 0.65278, 0.57447, 0.64583, 0.52805, 0.63194, 0.47195, 0.61574, 0.41393, 0.61574, 0.35977, 0.61806, 0.31528, 0.62037, 0.27853, 0.625, 0.24758, 0.62731, 0.22824, 0.63194, 0.21857, 0.63657, 0.22244, 0.63657, 0.23985, 0.63889, 0.27853, 0.64583, 0.32689, 0.6412, 0.38104, 0.62731, 0.44294, 0.61806, 0.5029, 0.61343, 0.55319, 0.61343, 0.59381, 0.61806, 0.62669, 0.62269, 0.64603, 0.62037, 0.65377, 0.62037, 0.65184, 0.62269, 0.6325, 0.62037, 0.59188, 0.61111, 0.53578, 0.59722, 0.47389, 0.58565, 0.41586, 0.58565, 0.3617, 0.59722, 0.31528, 0.60648, 0.27466, 0.61574, 0.23985, 0.62037, 0.22244, 0.62963, 0.22631, 0.625, 0.24952, 0.62963, 0.29981, 0.62269, 0.35783, 0.62269, 0.42166, 0.61574, 0.48936, 0.61111, 0.55319, 0.61111, 0.60155, 0.61111, 2
0.83559, 0.41898, 0.83752, 0.42361, 0.83559, 0.4213, 0.82979, 0.4213, 0.82785, 0.42361, 0.82592, 0.4213, 0.80464, 0.41435, 0.75822, 0.40046, 0.70213, 0.3912, 0.65764, 0.38194, 0.59961, 0.37731, 0.53191, 0.37963, 0.46422, 0.3912, 0.40426, 0.40509, 0.3617, 0.41667, 0.33656, 0.42361, 0.34043, 0.42824, 0.37524, 0.42824, 0.42747, 0.42361, 0.4971, 0.41898, 0.56673, 0.41204, 0.6325, 0.40972, 0.69246, 0.41204, 0.74662, 0.41667, 0.79691, 0.4213, 0.83946, 0.42824, 0.86267, 0.43287, 0.8646, 0.43287, 0.83172, 0.42824, 0.77756, 0.42361, 0.70986, 0.41667, 0.6383, 0.40972, 0.57253, 0.40741, 0.51257, 0.40509, 0.45455, 0.40972, 0.40232, 0.41435, 0.35977, 0.42593, 0.32495, 0.42593, 0.30948, 0.42824, 0.31721, 0.43287, 0.34623, 0.43519, 0.39072, 0.42361, 0.44101, 0.41435, 0.5029, 0.40741, 0.56673, 0.40509, 2
0.44681, 0.69907, 0.44101, 0.7037, 0.43907, 0.7037, 0.43714, 0.70139, 0.44101, 0.68519, 0.45068, 0.6412, 0.45841, 0.5787, 0.47002, 0.50463, 0.47582, 0.42361, 0.48743, 0.34491, 0.4971, 0.27778, 0.4913, 0.22685, 0.48936, 0.1875, 0.48936, 0.15972, 0.4913, 0.15509, 0.49323, 0.15972, 0.49323, 0.18519, 0.4971, 0.24074, 0.50677, 0.30556, 0.4971, 0.38194, 0.47776, 0.46296, 0.46422, 0.54398, 0.45841, 0.62269, 0.46615, 0.68056, 0.45841, 0.72685, 0.45068, 0.74537, 0.44874, 0.75231, 0.45648, 0.75694, 0.44681, 0.75926, 0.43907, 0.72685, 0.4294, 0.66204, 0.41973, 0.59028, 0.41973, 0.5162, 0.4236, 0.44444, 0.41973, 0.37269, 0.41586, 0.31019, 0.41393, 0.26157, 0.41006, 0.23148, 0.41006, 0.2037, 0.41006, 0.18056, 0.41199, 0.1713, 0.41779, 0.17593, 0.42166, 0.20139, 0.43327, 0.24769, 0.44681, 0.31713, 3
0.72921, 0.56481, 0.72921, 0.56481, 0.72921, 0.56481, 0.72727, 0.56713, 0.72727, 0.56481, 0.72727, 0.56944, 0.72534, 0.5787, 0.72147, 0.60185, 0.71954, 0.58333, 0.72921, 0.4838, 0.73694, 0.34954, 0.74081, 0.21296, 0.73694, 0.092593, 0.73114, 0.018519, 0.72727, 0.018519, 0.72727, 0.0625, 0.72727, 0.12269, 0.72727, 0.21296, 0.72921, 0.32176, 0.73114, 0.43981, 0.73888, 0.55093, 0.74662, 0.6412, 0.76209, 0.67361, 0.77176, 0.68981, 0.76209, 0.68056, 0.74662, 0.64352, 0.73114, 0.53472, 0.71954, 0.42361, 0.71567, 0.32639, 0.7118, 0.22454, 0.7176, 0.12269, 0.72727, 0.041667, 0.73114, 0.0, 0.72921, 0.0, 0.73308, 0.030093, 0.72921, 0.085648, 0.73501, 0.16667, 0.73694, 0.26389, 0.74081, 0.3588, 0.75242, 0.45139, 0.75435, 0.5463, 0.75629, 0.61111, 0.7795, 0.66667, 0.80851, 0.69907, 0.80464, 0.68981, 3
0.50677, 0.25231, 0.50484, 0.24769, 0.5029, 0.24306, 0.49903, 0.24074, 0.4913, 0.23611, 0.48162, 0.23148, 0.46809, 0.22454, 0.44874, 0.21991, 0.42747, 0.21759, 0.40426, 0.22454, 0.37331, 0.22685, 0.34236, 0.23611, 0.30948, 0.25231, 0.27466, 0.2662, 0.24178, 0.28241, 0.21277, 0.30787, 0.20696, 0.31944, 0.19923, 0.33102, 0.20116, 0.34259, 0.19536, 0.35185, 0.19536, 0.37037, 0.20116, 0.38657, 0.20696, 0.40046, 0.21277, 0.42593, 0.22244, 0.45833, 0.24178, 0.49537, 0.26692, 0.53472, 0.294, 0.57407, 0.32302, 0.61343, 0.34816, 0.65278, 0.36944, 0.68287, 0.38878, 0.71065, 0.42166, 0.72685, 0.46615, 0.74074, 0.51838, 0.74537, 0.56867, 0.75, 0.60928, 0.75463, 0.64217, 0.75694, 0.66151, 0.75694, 0.67311, 0.75926, 0.67505, 0.75926, 0.67505, 0.75926, 0.67698, 0.75926, 0.67311, 0.75926, 0.67311, 0.75694, 4
0.70213, 0.2662, 0.70213, 0.2662, 0.70213, 0.2662, 0.70406, 0.2662, 0.70406, 0.2662, 0.70213, 0.26389, 0.69826, 0.26157, 0.68859, 0.25694, 0.67698, 0.25231, 0.65957, 0.24074, 0.64217, 0.23611, 0.62089, 0.22917, 0.59961, 0.21991, 0.57834, 0.21991, 0.55319, 0.21528, 0.52611, 0.21528, 0.49903, 0.21991, 0.47002, 0.22222, 0.44101, 0.23148, 0.41586, 0.23843, 0.39265, 0.25, 0.36944, 0.26389, 0.35203, 0.27778, 0.33849, 0.29861, 0.33075, 0.31944, 0.32108, 0.34028, 0.31528, 0.36574, 0.31335, 0.38889, 0.31141, 0.41204, 0.31141, 0.43519, 0.31335, 0.45602, 0.31721, 0.47454, 0.32302, 0.49537, 0.32882, 0.5162, 0.34236, 0.53935, 0.35783, 0.5625, 0.37718, 0.58333, 0.39652, 0.60417, 0.41199, 0.625, 0.42553, 0.64583, 0.43714, 0.66204, 0.44874, 0.67824, 0.45648, 0.69444, 0.46809, 0.7037, 0.48356, 0.71296, 4
0.38685, 0.28009, 0.38878, 0.28009, 0.38878, 0.28009, 0.38878, 0.28009, 0.38685, 0.28009, 0.39265, 0.27546, 0.40232, 0.26157, 0.41586, 0.25, 0.43714, 0.24537, 0.45841, 0.25, 0.48356, 0.25231, 0.51064, 0.26389, 0.54352, 0.27315, 0.57834, 0.28935, 0.61122, 0.30556, 0.63636, 0.32176, 0.66151, 0.34259, 0.68279, 0.36806, 0.70213, 0.39815, 0.71954, 0.43287, 0.73501, 0.47454, 0.74081, 0.52083, 0.73694, 0.56481, 0.72534, 0.60648, 0.70793, 0.63889, 0.68665, 0.65972, 0.66731, 0.67824, 0.64603, 0.68981, 0.62282, 0.69676, 0.60348, 0.70833, 0.58607, 0.71065, 0.56867, 0.70833, 0.54932, 0.71065, 0.52998, 0.71759, 0.51257, 0.71528, 0.48936, 0.72222, 0.47002, 0.72454, 0.44681, 0.72685, 0.42747, 0.72222, 0.41006, 0.71759, 0.39265, 0.71065, 0.37718, 0.70602, 0.35977, 0.7037, 0.3501, 0.70139, 0.35203, 0.70139, 5
0.35977, 0.16667, 0.35977, 0.16667, 0.35977, 0.16667, 0.35977, 0.16667, 0.35977, 0.16667, 0.35783, 0.16667, 0.35783, 0.16898, 0.35783, 0.16898, 0.3559, 0.16898, 0.35783, 0.16667, 0.35783, 0.16667, 0.3559, 0.16898, 0.35783, 0.16667, 0.35783, 0.16667, 0.35783, 0.16667, 0.35977, 0.16435, 0.3617, 0.16204, 0.3617, 0.16435, 0.36557, 0.16204, 0.3675, 0.15972, 0.37331, 0.15741, 0.38104, 0.15046, 0.38878, 0.14815, 0.39845, 0.14352, 0.41006, 0.13889, 0.42166, 0.13657, 0.43714, 0.13426, 0.45261, 0.13194, 0.46809, 0.13194, 0.48549, 0.13194, 0.50484, 0.13194, 0.52224, 0.13426, 0.54159, 0.13889, 0.55899, 0.14583, 0.5764, 0.15278, 0.59188, 0.15972, 0.60542, 0.16898, 0.62282, 0.18287, 0.6383, 0.19213, 0.65377, 0.21065, 0.66538, 0.22685, 0.67892, 0.24537, 0.69052, 0.26389, 0.70213, 0.28704, 0.7118, 0.30787, 5
