@relation  movement_libras
@attribute 1st_coordinate_abcissa numeric
@attribute 1st_coordinate_ordinate numeric
@attribute 2st_coordinate_abcissa numeric
@attribute 2st_coordinate_ordinate numeric
@attribute 3st_coordinate_abcissa numeric
@attribute 3st_coordinate_ordinate numeric
@attribute 4st_coordinate_abcissa numeric
@attribute 4st_coordinate_ordinate numeric
@attribute 5st_coordinate_abcissa numeric
@attribute 5st_coordinate_ordinate numeric
@attribute 6st_coordinate_abcissa numeric
@attribute 6st_coordinate_ordinate numeric
@attribute 7st_coordinate_abcissa numeric
@attribute 7st_coordinate_ordinate numeric
@attribute 8st_coordinate_abcissa numeric
@attribute 8st_coordinate_ordinate numeric
@attribute 9st_coordinate_abcissa numeric
@attribute 9st_coordinate_ordinate numeric
@attribute 10st_coordinate_abcissa numeric
@attribute 10st_coordinate_ordinate numeric
@attribute 11st_coordinate_abcissa numeric
@attribute 11st_coordinate_ordinate numeric
@attribute 12st_coordinate_abcissa numeric
@attribute 12st_coordinate_ordinate numeric
@attribute 13st_coordinate_abcissa numeric
@attribute 13st_coordinate_ordinate numeric
@attribute 14st_coordinate_abcissa numeric
@attribute 14st_coordinate_ordinate numeric
@attribute 15st_coordinate_abcissa numeric
@attribute 15st_coordinate_ordinate numeric
@attribute 16st_coordinate_abcissa numeric
@attribute 16st_coordinate_ordinate numeric
@attribute 17st_coordinate_abcissa numeric
@attribute 17st_coordinate_ordinate numeric
@attribute 18st_coordinate_abcissa numeric
@attribute 18st_coordinate_ordinate numeric
@attribute 19st_coordinate_abcissa numeric
@attribute 19st_coordinate_ordinate numeric
@attribute 20st_coordinate_abcissa numeric
@attribute 20st_coordinate_ordinate numeric
@attribute 21st_coordinate_abcissa numeric
@attribute 21st_coordinate_ordinate numeric
@attribute 22st_coordinate_abcissa numeric
@attribute 22st_coordinate_ordinate numeric
@attribute 23st_coordinate_abcissa numeric
@attribute 23st_coordinate_ordinate numeric
@attribute 24st_coordinate_abcissa numeric
@attribute 24st_coordinate_ordinate numeric
@attribute 25st_coordinate_abcissa numeric
@attribute 25st_coordinate_ordinate numeric
@attribute 26st_coordinate_abcissa numeric
@attribute 26st_coordinate_ordinate numeric
@attribute 27st_coordinate_abcissa numeric
@attribute 27st_coordinate_ordinate numeric
@attribute 28st_coordinate_abcissa numeric
@attribute 28st_coordinate_ordinate numeric
@attribute 29st_coordinate_abcissa numeric
@attribute 29st_coordinate_ordinate numeric
@attribute 30st_coordinate_abcissa numeric
@attribute 30st_coordinate_ordinate numeric
@attribute 31st_coordinate_abcissa numeric
@attribute 31st_coordinate_ordinate numeric
@attribute 32st_coordinate_abcissa numeric
@attribute 32st_coordinate_ordinate numeric
@attribute 33st_coordinate_abcissa numeric
@attribute 33st_coordinate_ordinate numeric
@attribute 34st_coordinate_abcissa numeric
@attribute 34st_coordinate_ordinate numeric
@attribute 35st_coordinate_abcissa numeric
@attribute 35st_coordinate_ordinate numeric
@attribute 36st_coordinate_abcissa numeric
@attribute 36st_coordinate_ordinate numeric
@attribute 37st_coordinate_abcissa numeric
@attribute 37st_coordinate_ordinate numeric
@attribute 38st_coordinate_abcissa numeric
@attribute 38st_coordinate_ordinate numeric
@attribute 39st_coordinate_abcissa numeric
@attribute 39st_coordinate_ordinate numeric
@attribute 40st_coordinate_abcissa numeric
@attribute 40st_coordinate_ordinate numeric
@attribute 41st_coordinate_abcissa numeric
@attribute 41st_coordinate_ordinate numeric
@attribute 42st_coordinate_abcissa numeric
@attribute 42st_coordinate_ordinate numeric
@attribute 43st_coordinate_abcissa numeric
@attribute 43st_coordinate_ordinate numeric
@attribute 44st_coordinate_abcissa numeric
@attribute 44st_coordinate_ordinate numeric
@attribute 45st_coordinate_abcissa numeric
@attribute 45st_coordinate_ordinate numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}


@data
0.5648, 0.32407, 0.56286, 0.32407, 0.56093, 0.32407, 0.55899, 0.32407, 0.55899, 0.32407, 0.55126, 0.31019, 0.52224, 0.28472, 0.46615, 0.26852, 0.39072, 0.28241, 0.31141, 0.32176, 0.24371, 0.38657, 0.17795, 0.44676, 0.12186, 0.55787, 0.10251, 0.67824, 0.098646, 0.75694, 0.096712, 0.75, 0.092843, 0.6875, 0.10832, 0.59722, 0.13926, 0.50694, 0.17988, 0.42361, 0.23598, 0.36111, 0.30754, 0.30556, 0.39845, 0.25926, 0.48936, 0.23843, 0.56867, 0.25231, 0.62282, 0.28472, 0.6499, 0.29861, 0.64797, 0.28935, 0.62089, 0.2662, 0.56286, 0.25231, 0.47969, 0.25231, 0.38491, 0.28241, 0.30368, 0.33565, 0.24565, 0.40046, 0.20503, 0.45139, 0.17602, 0.50694, 0.15667, 0.5787, 0.1412, 0.63194, 0.13926, 0.62037, 0.16054, 0.55556, 0.20503, 0.49074, 0.26306, 0.42361, 0.33269, 0.34722, 0.41006, 0.28009, 0.4913, 0.24306, 1
0.83366, 0.3588, 0.83752, 0.37731, 0.82979, 0.38426, 0.83172, 0.37731, 0.83172, 0.41667, 0.80077, 0.50231, 0.73114, 0.57639, 0.63636, 0.63426, 0.54545, 0.66667, 0.47195, 0.65278, 0.42553, 0.61111, 0.41006, 0.55093, 0.41393, 0.47685, 0.42747, 0.40046, 0.44681, 0.34028, 0.46035, 0.32639, 0.45841, 0.36806, 0.46422, 0.43519, 0.49323, 0.49769, 0.53965, 0.5463, 0.61315, 0.57176, 0.70406, 0.56944, 0.78723, 0.54398, 0.84139, 0.48611, 0.8646, 0.39815, 0.8646, 0.31713, 0.86654, 0.26852, 0.87234, 0.30093, 0.87041, 0.38426, 0.8472, 0.46759, 0.78917, 0.52546, 0.706, 0.57407, 0.60542, 0.61343, 0.5029, 0.61574, 0.43714, 0.55324, 0.41586, 0.45833, 0.42553, 0.37037, 0.44681, 0.32176, 0.45455, 0.35185, 0.46035, 0.43519, 0.4913, 0.51157, 0.55706, 0.56019, 0.64603, 0.5787, 0.74662, 0.56713, 0.83752, 0.52546, 1
0.58801, 0.58796, 0.58801, 0.58796, 0.58801, 0.58796, 0.58607, 0.58796, 0.58027, 0.58796, 0.56286, 0.58565, 0.52611, 0.58796, 0.47582, 0.58333, 0.42747, 0.58102, 0.37911, 0.58333, 0.33462, 0.58333, 0.29981, 0.58102, 0.2824, 0.5787, 0.2824, 0.58102, 0.29207, 0.57407, 0.30948, 0.57176, 0.34236, 0.57407, 0.39072, 0.5787, 0.43714, 0.5787, 0.48356, 0.58565, 0.52418, 0.59491, 0.55706, 0.60417, 0.58027, 0.60185, 0.58801, 0.60648, 0.58221, 0.60648, 0.55126, 0.60417, 0.51064, 0.59954, 0.45455, 0.59259, 0.39458, 0.58333, 0.33462, 0.57639, 0.28433, 0.54861, 0.24178, 0.55324, 0.21277, 0.56019, 0.21083, 0.56713, 0.23598, 0.57639, 0.27466, 0.58333, 0.32689, 0.59722, 0.38878, 0.59954, 0.44681, 0.60185, 0.5029, 0.60648, 0.55319, 0.61574, 0.58994, 0.62037, 0.60735, 0.625, 0.60928, 0.62963, 0.60542, 0.63657, 2
0.25338, 0.4213, 0.26886, 0.41898, 0.29594, 0.43287, 0.34043, 0.44213, 0.40812, 0.45139, 0.48743, 0.45833, 0.56093, 0.46296, 0.61122, 0.46991, 0.6499, 0.46991, 0.68279, 0.47222, 0.70793, 0.47222, 0.71567, 0.47222, 0.69826, 0.46991, 0.66151, 0.46528, 0.60735, 0.45833, 0.54739, 0.4537, 0.47969, 0.4537, 0.40619, 0.45602, 0.34043, 0.45833, 0.29014, 0.45833, 0.24371, 0.45139, 0.21277, 0.44444, 0.18762, 0.4375, 0.16634, 0.43519, 0.16828, 0.44444, 0.19923, 0.43981, 0.22824, 0.45602, 0.29787, 0.46065, 0.37911, 0.45833, 0.45841, 0.45833, 0.52998, 0.45139, 0.59381, 0.44907, 0.64797, 0.4537, 0.69246, 0.46528, 0.70793, 0.46528, 0.706, 0.46296, 0.68085, 0.45833, 0.6325, 0.45139, 0.57253, 0.44907, 0.48936, 0.45139, 0.38878, 0.45139, 0.28046, 0.44907, 0.2147, 0.43519, 0.18182, 0.4375, 0.16441, 0.4375, 2
0.54545, 0.7662, 0.54739, 0.76389, 0.54545, 0.76389, 0.54739, 0.76389, 0.54159, 0.75694, 0.52611, 0.73611, 0.51451, 0.69676, 0.50484, 0.65046, 0.47389, 0.61111, 0.44681, 0.58102, 0.43714, 0.55324, 0.42553, 0.5162, 0.41779, 0.48148, 0.41199, 0.44907, 0.40619, 0.42593, 0.40232, 0.40741, 0.40232, 0.40741, 0.40039, 0.41435, 0.40426, 0.4213, 0.40426, 0.44213, 0.40232, 0.47917, 0.40039, 0.51852, 0.40619, 0.53241, 0.42553, 0.56481, 0.4294, 0.61111, 0.4352, 0.65278, 0.44294, 0.68519, 0.44681, 0.71528, 0.45261, 0.73611, 0.45261, 0.75, 0.44874, 0.75231, 0.45068, 0.74537, 0.45648, 0.74074, 0.45455, 0.72222, 0.45261, 0.68056, 0.44487, 0.61111, 0.40426, 0.54861, 0.38685, 0.52315, 0.37718, 0.48611, 0.36364, 0.44444, 0.35203, 0.41204, 0.34816, 0.40046, 0.34236, 0.39583, 0.34623, 0.40741, 0.34236, 0.41898, 3
0.75242, 0.62963, 0.74855, 0.63426, 0.74662, 0.63657, 0.74468, 0.63657, 0.74855, 0.62731, 0.75822, 0.59954, 0.75822, 0.58565, 0.75822, 0.57407, 0.76402, 0.54861, 0.76596, 0.50463, 0.76596, 0.46065, 0.76402, 0.42361, 0.76209, 0.38657, 0.75822, 0.34259, 0.74662, 0.2963, 0.73308, 0.25, 0.7176, 0.21528, 0.70019, 0.19676, 0.68859, 0.20602, 0.68279, 0.25, 0.68665, 0.31019, 0.69826, 0.37963, 0.70793, 0.44444, 0.71567, 0.49306, 0.7176, 0.53241, 0.72147, 0.5625, 0.73114, 0.57407, 0.73888, 0.57407, 0.74081, 0.5625, 0.74468, 0.53472, 0.74275, 0.49074, 0.73501, 0.44213, 0.72727, 0.39583, 0.71954, 0.35648, 0.7118, 0.31713, 0.70793, 0.27546, 0.70793, 0.23148, 0.70793, 0.2037, 0.70793, 0.2037, 0.70406, 0.23148, 0.70406, 0.28241, 0.70406, 0.33796, 0.70793, 0.40046, 0.70793, 0.46296, 0.70213, 0.5162, 3
0.69632, 0.25463, 0.69632, 0.25463, 0.69632, 0.25463, 0.69632, 0.25463, 0.69632, 0.25231, 0.69439, 0.25231, 0.69246, 0.25231, 0.68859, 0.25, 0.68472, 0.24769, 0.67505, 0.24074, 0.65764, 0.22917, 0.63636, 0.21991, 0.61315, 0.20833, 0.58801, 0.20139, 0.56093, 0.19213, 0.52998, 0.18981, 0.50097, 0.19907, 0.47195, 0.20602, 0.44101, 0.21991, 0.41586, 0.24074, 0.39458, 0.2662, 0.37911, 0.2963, 0.36364, 0.3287, 0.35203, 0.36574, 0.34623, 0.40278, 0.34236, 0.44213, 0.34236, 0.48611, 0.34816, 0.52315, 0.36557, 0.56019, 0.39072, 0.59028, 0.42166, 0.62037, 0.45068, 0.6412, 0.47582, 0.66435, 0.4971, 0.68056, 0.52031, 0.68056, 0.55319, 0.6875, 0.58221, 0.69444, 0.59961, 0.69213, 0.62863, 0.69907, 0.67311, 0.69907, 0.70986, 0.69907, 0.73501, 0.7037, 0.75822, 0.70833, 0.76789, 0.71065, 0.77176, 0.71065, 4
0.70986, 0.26389, 0.70986, 0.2662, 0.70986, 0.26389, 0.70793, 0.2662, 0.706, 0.26852, 0.70406, 0.2662, 0.70406, 0.26852, 0.70019, 0.26852, 0.70019, 0.26852, 0.70019, 0.27083, 0.69632, 0.26157, 0.68472, 0.25231, 0.66925, 0.24074, 0.64603, 0.22222, 0.61702, 0.21065, 0.58801, 0.2037, 0.55899, 0.19907, 0.52611, 0.19676, 0.49323, 0.19676, 0.45648, 0.19907, 0.42553, 0.20139, 0.39458, 0.21528, 0.3675, 0.23611, 0.34236, 0.25926, 0.31915, 0.28704, 0.29594, 0.3125, 0.2766, 0.34259, 0.26112, 0.375, 0.24952, 0.40046, 0.24178, 0.43287, 0.23985, 0.45833, 0.24178, 0.48843, 0.24565, 0.5162, 0.25532, 0.5463, 0.27466, 0.56713, 0.29207, 0.59259, 0.30948, 0.61574, 0.32689, 0.63426, 0.34623, 0.65046, 0.36557, 0.66898, 0.38878, 0.67824, 0.41006, 0.69213, 0.43327, 0.70139, 0.45455, 0.71528, 0.48162, 0.71991, 4
0.49903, 0.21065, 0.49903, 0.21065, 0.49903, 0.21065, 0.49903, 0.21065, 0.49903, 0.21065, 0.49903, 0.20833, 0.5029, 0.20602, 0.50484, 0.2037, 0.51257, 0.19907, 0.52418, 0.19213, 0.53965, 0.18981, 0.55899, 0.18287, 0.58221, 0.17593, 0.60735, 0.17361, 0.63636, 0.17824, 0.66538, 0.18519, 0.69632, 0.19907, 0.72727, 0.21528, 0.75822, 0.23611, 0.78917, 0.26157, 0.81625, 0.29398, 0.83946, 0.3287, 0.8588, 0.36806, 0.87427, 0.41204, 0.88588, 0.45139, 0.89362, 0.49074, 0.89555, 0.53241, 0.88975, 0.56713, 0.88008, 0.59028, 0.86847, 0.59491, 0.85493, 0.6088, 0.84913, 0.62731, 0.83946, 0.6412, 0.82012, 0.65741, 0.80077, 0.66435, 0.77176, 0.67361, 0.75822, 0.67593, 0.73308, 0.67593, 0.7176, 0.67361, 0.70406, 0.6713, 0.69246, 0.66898, 0.66925, 0.6713, 0.6441, 0.67593, 0.62282, 0.67361, 0.60348, 0.66667, 5
0.5648, 0.38194, 0.5648, 0.37963, 0.56673, 0.37731, 0.56673, 0.37963, 0.56673, 0.37731, 0.56673, 0.37731, 0.56673, 0.37963, 0.56673, 0.37963, 0.5648, 0.37731, 0.5648, 0.37731, 0.5648, 0.37963, 0.5648, 0.38426, 0.56286, 0.38194, 0.55899, 0.39352, 0.55706, 0.39583, 0.55899, 0.38194, 0.5648, 0.36574, 0.57834, 0.34259, 0.59768, 0.31019, 0.62476, 0.28704, 0.65184, 0.26852, 0.68472, 0.25463, 0.7176, 0.25926, 0.75242, 0.27778, 0.7853, 0.30556, 0.81431, 0.34954, 0.83752, 0.39815, 0.853, 0.45139, 0.86267, 0.49306, 0.86654, 0.5162, 0.88201, 0.54861, 0.90522, 0.58565, 0.91876, 0.62731, 0.90716, 0.67824, 0.88781, 0.72454, 0.86074, 0.77315, 0.82592, 0.80787, 0.7853, 0.82407, 0.73694, 0.82407, 0.68859, 0.81019, 0.64603, 0.77778, 0.61122, 0.73611, 0.58607, 0.68981, 0.5764, 0.63426, 0.58027, 0.6088, 5
