@relation  ring
@attribute A1 real[-6879.0,6285.0]
@attribute A2 real[-7141.0,6921.0]
@attribute A3 real[-7734.0,7611.0]
@attribute A4 real[-6627.0,7149.0]
@attribute A5 real[-7184.0,6383.0]
@attribute A6 real[-6946.0,6743.0]
@attribute A7 real[-7781.0,6285.0]
@attribute A8 real[-6882.0,6357.0]
@attribute A9 real[-7184.0,7487.0]
@attribute A10 real[-7232.0,6757.0]
@attribute A11 real[-7803.0,7208.0]
@attribute A12 real[-7395.0,6791.0]
@attribute A13 real[-7096.0,6403.0]
@attribute A14 real[-7472.0,7261.0]
@attribute A15 real[-7342.0,7372.0]
@attribute A16 real[-7121.0,6905.0]
@attribute A17 real[-7163.0,7175.0]
@attribute A18 real[-8778.0,6896.0]
@attribute A19 real[-7554.0,5726.0]
@attribute A20 real[-6722.0,7627.0]
@attribute Class{0,1}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
@outputs Class
@data
607.0, 196.0, -976.0, 299.0, 1996.0, -1333.0, -355.0, 1947.0, -862.0, -1385.0, 956.0, 546.0, 598.0, 1031.0, 1528.0, 2438.0, -918.0, -289.0, -1392.0, 688.0, 0
2274.0, -2142.0, 3024.0, -191.0, 664.0, -3562.0, 1067.0, 245.0, 2381.0, 1203.0, 311.0, 1306.0, 611.0, 1923.0, -578.0, 1577.0, 405.0, -2749.0, 2341.0, 1208.0, 0
-1548.0, -1801.0, -1305.0, 518.0, -5.0, 1554.0, 2306.0, -14.0, 371.0, 57.0, 432.0, 1794.0, 3485.0, -134.0, -628.0, 1009.0, 2226.0, 461.0, 1602.0, 1137.0, 0
-767.0, 1492.0, -2227.0, -2065.0, 1602.0, -441.0, 3068.0, 319.0, 1292.0, 1548.0, 308.0, 449.0, -27.0, 344.0, -308.0, 1571.0, 499.0, -506.0, 59.0, 1059.0, 0
584.0, -1158.0, -2135.0, 308.0, -2224.0, -143.0, 925.0, -396.0, -177.0, -38.0, 686.0, 2494.0, 1167.0, -162.0, 4674.0, 1169.0, -1108.0, 2063.0, -126.0, 1869.0, 0
112.0, 488.0, 975.0, -2878.0, 1966.0, -813.0, 1796.0, 4007.0, -312.0, -172.0, 2593.0, 1356.0, -3151.0, 227.0, -1199.0, -1828.0, 2455.0, -3211.0, -948.0, -872.0, 0
1047.0, -1322.0, -1618.0, -3473.0, 1082.0, -242.0, -6801.0, 2808.0, -2.0, -63.0, -281.0, -72.0, 578.0, 107.0, -161.0, -175.0, -879.0, 1135.0, 506.0, -636.0, 0
-916.0, -1774.0, 2383.0, -1573.0, 65.0, -215.0, 114.0, -2254.0, 1018.0, 945.0, 2749.0, -1831.0, 133.0, 706.0, -1124.0, 1536.0, 1409.0, 111.0, 192.0, -26.0, 0
2153.0, 1055.0, -3855.0, 1408.0, -2088.0, -1363.0, 1051.0, -988.0, -661.0, -34.0, -905.0, -299.0, 282.0, -1571.0, -183.0, 2281.0, -512.0, 661.0, -625.0, -365.0, 0
3389.0, -122.0, 538.0, -2358.0, 444.0, -103.0, 167.0, -1286.0, 186.0, 45.0, 895.0, 118.0, 2853.0, 514.0, -288.0, -95.0, -1015.0, -201.0, -62.0, 1779.0, 0
