@relation  ring
@attribute A1 real[-6879.0,6285.0]
@attribute A2 real[-7141.0,6921.0]
@attribute A3 real[-7734.0,7611.0]
@attribute A4 real[-6627.0,7149.0]
@attribute A5 real[-7184.0,6383.0]
@attribute A6 real[-6946.0,6743.0]
@attribute A7 real[-7781.0,6285.0]
@attribute A8 real[-6882.0,6357.0]
@attribute A9 real[-7184.0,7487.0]
@attribute A10 real[-7232.0,6757.0]
@attribute A11 real[-7803.0,7208.0]
@attribute A12 real[-7395.0,6791.0]
@attribute A13 real[-7096.0,6403.0]
@attribute A14 real[-7472.0,7261.0]
@attribute A15 real[-7342.0,7372.0]
@attribute A16 real[-7121.0,6905.0]
@attribute A17 real[-7163.0,7175.0]
@attribute A18 real[-8778.0,6896.0]
@attribute A19 real[-7554.0,5726.0]
@attribute A20 real[-6722.0,7627.0]
@attribute Class{0,1}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
@outputs Class
@data
984.0, -1912.0, 116.0, -194.0, -1698.0, -1355.0, 2093.0, -1384.0, 925.0, -1237.0, 1379.0, 2364.0, -76.0, -1162.0, 2318.0, 3027.0, -553.0, 2297.0, -1482.0, -182.0, 0
-277.0, -399.0, 2745.0, -1312.0, 1287.0, 458.0, 326.0, 528.0, 1183.0, 1414.0, -2288.0, -1242.0, -1529.0, 2203.0, -48.0, 1171.0, 1153.0, -2249.0, 107.0, -2024.0, 0
-2095.0, -1545.0, 482.0, 3883.0, 1357.0, 785.0, 34.0, 2184.0, -2537.0, -114.0, -74.0, 513.0, 3685.0, 5.0, 3166.0, 718.0, -369.0, 3519.0, -416.0, 516.0, 0
-474.0, 555.0, 628.0, -905.0, -3348.0, -732.0, 71.0, 3254.0, 91.0, -775.0, 84.0, -3248.0, 3284.0, 142.0, -327.0, 1663.0, 1372.0, -553.0, -1014.0, 1657.0, 0
-2423.0, 214.0, -1484.0, -134.0, -287.0, 627.0, -479.0, 382.0, 444.0, 1995.0, -1374.0, 474.0, 169.0, -438.0, 5075.0, -89.0, 2634.0, 1598.0, -962.0, 2681.0, 0
-408.0, -366.0, -235.0, -3083.0, 1732.0, -1644.0, 1258.0, 1031.0, -1932.0, -104.0, -257.0, -1573.0, -993.0, 26.0, 702.0, -108.0, 2548.0, -893.0, 1066.0, -2685.0, 0
221.0, -1353.0, 773.0, -4622.0, 414.0, -2207.0, 873.0, 257.0, -419.0, 404.0, 1214.0, 2647.0, -185.0, 938.0, 2492.0, 1334.0, 703.0, -3633.0, 3528.0, -3131.0, 0
2169.0, -3049.0, 2483.0, -918.0, -2424.0, -1388.0, 1109.0, 648.0, 286.0, 1016.0, 95.0, -1414.0, 1361.0, 1844.0, 1583.0, 1985.0, 1878.0, 707.0, 1201.0, 131.0, 0
-768.0, 967.0, -3059.0, 3014.0, -2037.0, -2805.0, -112.0, -1478.0, -977.0, -1848.0, 1524.0, 756.0, -2.0, 1912.0, -172.0, -909.0, 585.0, 166.0, 1295.0, -395.0, 0
-399.0, -1486.0, 61.0, -874.0, 9.0, -1219.0, 2223.0, 1184.0, 1098.0, -499.0, -771.0, 2026.0, 1652.0, -1481.0, 892.0, 2909.0, -1274.0, -215.0, 246.0, 456.0, 0
