@relation  ring
@attribute A1 real[-6879.0,6285.0]
@attribute A2 real[-7141.0,6921.0]
@attribute A3 real[-7734.0,7611.0]
@attribute A4 real[-6627.0,7149.0]
@attribute A5 real[-7184.0,6383.0]
@attribute A6 real[-6946.0,6743.0]
@attribute A7 real[-7781.0,6285.0]
@attribute A8 real[-6882.0,6357.0]
@attribute A9 real[-7184.0,7487.0]
@attribute A10 real[-7232.0,6757.0]
@attribute A11 real[-7803.0,7208.0]
@attribute A12 real[-7395.0,6791.0]
@attribute A13 real[-7096.0,6403.0]
@attribute A14 real[-7472.0,7261.0]
@attribute A15 real[-7342.0,7372.0]
@attribute A16 real[-7121.0,6905.0]
@attribute A17 real[-7163.0,7175.0]
@attribute A18 real[-8778.0,6896.0]
@attribute A19 real[-7554.0,5726.0]
@attribute A20 real[-6722.0,7627.0]
@attribute Class{0,1}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
@outputs Class
@data
1533.0, -431.0, 26.0, -288.0, 1124.0, -644.0, 1476.0, -4176.0, -593.0, 508.0, -1181.0, 1916.0, -177.0, 422.0, 1179.0, -973.0, 1072.0, 3247.0, 744.0, -2814.0, 0
249.0, -8.0, 2868.0, -2451.0, -1535.0, -3127.0, -115.0, -213.0, -278.0, 368.0, -579.0, -269.0, 2531.0, 2805.0, 107.0, 1717.0, 1014.0, 2523.0, -76.0, -2236.0, 0
-2966.0, 22.0, -758.0, 334.0, -74.0, 11.0, -1012.0, 484.0, -786.0, -169.0, 1732.0, 3537.0, 308.0, -426.0, -1489.0, 105.0, 2201.0, 108.0, -805.0, 91.0, 0
17.0, 213.0, 2975.0, -843.0, 39.0, -2973.0, 1792.0, 383.0, 1596.0, 1894.0, 21.0, 171.0, 515.0, 312.0, -94.0, 883.0, 1079.0, -1349.0, -1822.0, 262.0, 0
272.0, -657.0, -516.0, -1309.0, -42.0, -782.0, -729.0, -721.0, -503.0, 505.0, 2218.0, 356.0, -132.0, -594.0, 4087.0, -2979.0, 1556.0, 343.0, 735.0, 335.0, 0
72.0, -825.0, 2303.0, 404.0, 642.0, -287.0, 1631.0, 1592.0, -2159.0, -492.0, 224.0, -1839.0, 311.0, -34.0, 57.0, 192.0, 1487.0, 768.0, -1717.0, -1333.0, 0
47.0, 1338.0, -1678.0, -2967.0, -101.0, 7.0, -2546.0, -937.0, -798.0, 1893.0, 544.0, -192.0, 1674.0, 187.0, -1768.0, -187.0, -164.0, 1383.0, 3572.0, -506.0, 0
3171.0, -363.0, 2612.0, -702.0, 36.0, -1896.0, 461.0, 2.0, 2094.0, 1385.0, 663.0, -2418.0, 2.0, -1789.0, -6237.0, 501.0, 155.0, -5401.0, 1054.0, -1021.0, 0
69.0, 67.0, -2567.0, 1869.0, -2092.0, -569.0, 1487.0, -2582.0, -268.0, 1348.0, 188.0, -764.0, -3136.0, 1928.0, 308.0, -922.0, 1472.0, 1885.0, 134.0, -439.0, 0
3341.0, 387.0, -113.0, -1755.0, 288.0, -749.0, -2384.0, -1952.0, 344.0, 1234.0, -2391.0, 643.0, 3.0, -391.0, -1745.0, 3174.0, 132.0, 1155.0, -1015.0, 2026.0, 0
