@relation winequality-red-4
@attribute FixedAcidity real [4.6, 15.9]
@attribute VolatileAcidity real [0.12, 1.58]
@attribute CitricAcid real [0.0, 1.0]
@attribute ResidualSugar real [0.9, 15.5]
@attribute Chlorides real [0.012, 0.611]
@attribute FreeSulfurDioxide real [1.0, 72.0]
@attribute TotalSulfurDioxide real [6.0, 289.0]
@attribute Density real [0.99007, 1.00369]
@attribute PH real [2.74, 4.01]
@attribute Sulphates real [0.33, 2.0]
@attribute Alcohol real [8.4, 14.9]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
7.8, 0.88, 0.0, 2.6, 0.098, 25.0, 67.0, 0.9968, 3.2, 0.68, 9.8, negative
7.3, 0.65, 0.0, 1.2, 0.065, 15.0, 21.0, 0.9946, 3.39, 0.47, 10.0, negative
7.5, 0.5, 0.36, 6.1, 0.071, 17.0, 102.0, 0.9978, 3.35, 0.8, 10.5, negative
7.9, 0.32, 0.51, 1.8, 0.341, 17.0, 56.0, 0.9969, 3.04, 1.08, 9.2, negative
6.9, 0.4, 0.14, 2.4, 0.085, 21.0, 40.0, 0.9968, 3.43, 0.63, 9.7, negative
6.3, 0.39, 0.16, 1.4, 0.08, 11.0, 23.0, 0.9955, 3.34, 0.56, 9.3, negative
8.3, 0.655, 0.12, 2.3, 0.083, 15.0, 113.0, 0.9966, 3.17, 0.66, 9.8, negative
7.8, 0.645, 0.0, 5.5, 0.086, 5.0, 18.0, 0.9986, 3.4, 0.55, 9.6, negative
7.8, 0.6, 0.14, 2.4, 0.086, 3.0, 15.0, 0.9975, 3.42, 0.6, 10.8, negative
5.7, 1.13, 0.09, 1.5, 0.172, 7.0, 19.0, 0.994, 3.5, 0.48, 9.8, positive
4.6, 0.52, 0.15, 2.1, 0.054, 8.0, 65.0, 0.9934, 3.9, 0.56, 13.1, positive
5.6, 0.31, 0.37, 1.4, 0.074, 12.0, 96.0, 0.9954, 3.32, 0.58, 9.2, negative
10.2, 0.42, 0.57, 3.4, 0.07, 4.0, 10.0, 0.9971, 3.04, 0.63, 9.6, negative
7.2, 0.725, 0.05, 4.65, 0.086, 4.0, 11.0, 0.9962, 3.41, 0.39, 10.9, negative
8.3, 0.625, 0.2, 1.5, 0.08, 27.0, 119.0, 0.9972, 3.16, 1.12, 9.1, positive
7.7, 0.49, 0.26, 1.9, 0.062, 9.0, 31.0, 0.9966, 3.39, 0.64, 9.6, negative
9.3, 0.39, 0.44, 2.1, 0.107, 34.0, 125.0, 0.9978, 3.14, 1.22, 9.5, negative
7.7, 0.49, 0.26, 1.9, 0.062, 9.0, 31.0, 0.9966, 3.39, 0.64, 9.6, negative
7.2, 0.49, 0.24, 2.2, 0.07, 5.0, 36.0, 0.996, 3.33, 0.48, 9.4, negative
7.8, 0.41, 0.68, 1.7, 0.467, 18.0, 69.0, 0.9973, 3.08, 1.31, 9.3, negative
8.4, 0.62, 0.09, 2.2, 0.084, 11.0, 108.0, 0.9964, 3.15, 0.66, 9.8, negative
8.4, 0.6, 0.1, 2.2, 0.085, 14.0, 111.0, 0.9964, 3.15, 0.66, 9.8, negative
10.1, 0.31, 0.44, 2.3, 0.08, 22.0, 46.0, 0.9988, 3.32, 0.67, 9.7, negative
8.3, 0.54, 0.28, 1.9, 0.077, 11.0, 40.0, 0.9978, 3.39, 0.61, 10.0, negative
8.0, 0.71, 0.0, 2.6, 0.08, 11.0, 34.0, 0.9976, 3.44, 0.53, 9.5, negative
7.2, 0.415, 0.36, 2.0, 0.081, 13.0, 45.0, 0.9972, 3.48, 0.64, 9.2, negative
6.3, 0.39, 0.08, 1.7, 0.066, 3.0, 20.0, 0.9954, 3.34, 0.58, 9.4, negative
5.2, 0.34, 0.0, 1.8, 0.05, 27.0, 63.0, 0.9916, 3.68, 0.79, 14.0, negative
7.1, 0.43, 0.42, 5.5, 0.071, 28.0, 128.0, 0.9973, 3.42, 0.71, 10.5, negative
7.6, 0.68, 0.02, 1.3, 0.072, 9.0, 20.0, 0.9965, 3.17, 1.08, 9.2, positive
7.8, 0.53, 0.04, 1.7, 0.076, 17.0, 31.0, 0.9964, 3.33, 0.56, 10.0, negative
7.0, 0.805, 0.0, 2.5, 0.068, 7.0, 20.0, 0.9969, 3.48, 0.56, 9.6, negative
8.9, 0.61, 0.49, 2.0, 0.27, 23.0, 110.0, 0.9972, 3.12, 1.02, 9.3, negative
6.8, 0.63, 0.12, 3.8, 0.099, 16.0, 126.0, 0.9969, 3.28, 0.61, 9.5, negative
7.3, 0.58, 0.3, 2.4, 0.074, 15.0, 55.0, 0.9968, 3.46, 0.59, 10.2, negative
8.8, 0.37, 0.48, 2.1, 0.097, 39.0, 145.0, 0.9975, 3.04, 1.03, 9.3, negative
12.8, 0.3, 0.74, 2.6, 0.095, 9.0, 28.0, 0.9994, 3.2, 0.77, 10.8, negative
12.8, 0.3, 0.74, 2.6, 0.095, 9.0, 28.0, 0.9994, 3.2, 0.77, 10.8, negative
9.7, 0.53, 0.6, 2.0, 0.039, 5.0, 19.0, 0.99585, 3.3, 0.86, 12.4, negative
8.2, 0.57, 0.26, 2.2, 0.06, 28.0, 65.0, 0.9959, 3.3, 0.43, 10.1, negative
8.6, 0.645, 0.25, 2.0, 0.083, 8.0, 28.0, 0.99815, 3.28, 0.6, 10.0, negative
8.5, 0.37, 0.2, 2.8, 0.09, 18.0, 58.0, 0.998, 3.34, 0.7, 9.6, negative
7.2, 0.645, 0.0, 1.9, 0.097, 15.0, 39.0, 0.99675, 3.37, 0.58, 9.2, negative
8.2, 0.6, 0.17, 2.3, 0.072, 11.0, 73.0, 0.9963, 3.2, 0.45, 9.3, negative
7.7, 0.53, 0.06, 1.7, 0.074, 9.0, 39.0, 0.99615, 3.35, 0.48, 9.8, negative
10.8, 0.32, 0.44, 1.6, 0.063, 16.0, 37.0, 0.9985, 3.22, 0.78, 10.0, negative
