@relation winequality-red-4
@attribute FixedAcidity real [4.6, 15.9]
@attribute VolatileAcidity real [0.12, 1.58]
@attribute CitricAcid real [0.0, 1.0]
@attribute ResidualSugar real [0.9, 15.5]
@attribute Chlorides real [0.012, 0.611]
@attribute FreeSulfurDioxide real [1.0, 72.0]
@attribute TotalSulfurDioxide real [6.0, 289.0]
@attribute Density real [0.99007, 1.00369]
@attribute PH real [2.74, 4.01]
@attribute Sulphates real [0.33, 2.0]
@attribute Alcohol real [8.4, 14.9]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
6.7, 0.58, 0.08, 1.8, 0.097, 15.0, 65.0, 0.9959, 3.28, 0.54, 9.2, negative
7.6, 0.39, 0.31, 2.3, 0.082, 23.0, 71.0, 0.9982, 3.52, 0.65, 9.7, negative
8.1, 0.38, 0.28, 2.1, 0.066, 13.0, 30.0, 0.9968, 3.23, 0.73, 9.7, negative
8.8, 0.61, 0.3, 2.8, 0.088, 17.0, 46.0, 0.9976, 3.26, 0.51, 9.3, positive
7.5, 0.49, 0.2, 2.6, 0.332, 8.0, 14.0, 0.9968, 3.21, 0.9, 10.5, negative
8.1, 0.66, 0.22, 2.2, 0.069, 9.0, 23.0, 0.9968, 3.3, 1.2, 10.3, negative
6.6, 0.52, 0.04, 2.2, 0.069, 8.0, 15.0, 0.9956, 3.4, 0.63, 9.4, negative
7.8, 0.59, 0.18, 2.3, 0.076, 17.0, 54.0, 0.9975, 3.43, 0.59, 10.0, negative
7.7, 0.69, 0.49, 1.8, 0.115, 20.0, 112.0, 0.9968, 3.21, 0.71, 9.3, negative
7.0, 0.735, 0.05, 2.0, 0.081, 13.0, 54.0, 0.9966, 3.39, 0.57, 9.8, negative
6.6, 0.705, 0.07, 1.6, 0.076, 6.0, 15.0, 0.9962, 3.44, 0.58, 10.7, negative
7.7, 0.67, 0.23, 2.1, 0.088, 17.0, 96.0, 0.9962, 3.32, 0.48, 9.5, negative
9.7, 0.32, 0.54, 2.5, 0.094, 28.0, 83.0, 0.9984, 3.28, 0.82, 9.6, negative
8.8, 0.41, 0.64, 2.2, 0.093, 9.0, 42.0, 0.9986, 3.54, 0.66, 10.5, negative
6.8, 0.785, 0.0, 2.4, 0.104, 14.0, 30.0, 0.9966, 3.52, 0.55, 10.7, negative
6.2, 0.45, 0.2, 1.6, 0.069, 3.0, 15.0, 0.9958, 3.41, 0.56, 9.2, negative
7.3, 0.67, 0.26, 1.8, 0.401, 16.0, 51.0, 0.9969, 3.16, 1.14, 9.4, negative
6.9, 0.55, 0.15, 2.2, 0.076, 19.0, 40.0, 0.9961, 3.41, 0.59, 10.1, negative
7.0, 0.62, 0.08, 1.8, 0.076, 8.0, 24.0, 0.9978, 3.48, 0.53, 9.0, negative
8.1, 0.545, 0.18, 1.9, 0.08, 13.0, 35.0, 0.9972, 3.3, 0.59, 9.0, negative
8.1, 0.575, 0.22, 2.1, 0.077, 12.0, 65.0, 0.9967, 3.29, 0.51, 9.2, negative
8.8, 0.55, 0.04, 2.2, 0.119, 14.0, 56.0, 0.9962, 3.21, 0.6, 10.9, negative
7.3, 0.695, 0.0, 2.5, 0.075, 3.0, 13.0, 0.998, 3.49, 0.52, 9.2, negative
9.0, 0.62, 0.04, 1.9, 0.146, 27.0, 90.0, 0.9984, 3.16, 0.7, 9.4, negative
5.6, 0.5, 0.09, 2.3, 0.049, 17.0, 99.0, 0.9937, 3.63, 0.63, 13.0, negative
7.9, 1.04, 0.05, 2.2, 0.084, 13.0, 29.0, 0.9959, 3.22, 0.55, 9.9, negative
7.8, 0.56, 0.19, 2.1, 0.081, 15.0, 105.0, 0.9962, 3.33, 0.54, 9.5, negative
7.8, 0.56, 0.19, 2.0, 0.081, 17.0, 108.0, 0.9962, 3.32, 0.54, 9.5, negative
8.4, 0.745, 0.11, 1.9, 0.09, 16.0, 63.0, 0.9965, 3.19, 0.82, 9.6, negative
7.1, 0.43, 0.42, 5.5, 0.071, 28.0, 128.0, 0.9973, 3.42, 0.71, 10.5, negative
7.1, 0.43, 0.42, 5.5, 0.07, 29.0, 129.0, 0.9973, 3.42, 0.72, 10.5, negative
7.1, 0.68, 0.0, 2.2, 0.073, 12.0, 22.0, 0.9969, 3.48, 0.5, 9.3, negative
6.8, 0.6, 0.18, 1.9, 0.079, 18.0, 86.0, 0.9968, 3.59, 0.57, 9.3, negative
7.8, 0.63, 0.48, 1.7, 0.1, 14.0, 96.0, 0.9961, 3.19, 0.62, 9.5, negative
6.8, 0.64, 0.1, 2.1, 0.085, 18.0, 101.0, 0.9956, 3.34, 0.52, 10.2, negative
7.5, 0.52, 0.42, 2.3, 0.087, 8.0, 38.0, 0.9972, 3.58, 0.61, 10.5, negative
8.8, 0.61, 0.14, 2.4, 0.067, 10.0, 42.0, 0.9969, 3.19, 0.59, 9.5, negative
8.2, 0.5, 0.35, 2.9, 0.077, 21.0, 127.0, 0.9976, 3.23, 0.62, 9.4, negative
7.6, 0.55, 0.21, 2.2, 0.071, 7.0, 28.0, 0.9964, 3.28, 0.55, 9.7, negative
5.4, 0.835, 0.08, 1.2, 0.046, 13.0, 93.0, 0.9924, 3.57, 0.85, 13.0, negative
6.9, 1.09, 0.06, 2.1, 0.061, 12.0, 31.0, 0.9948, 3.51, 0.43, 11.4, positive
9.6, 0.32, 0.47, 1.4, 0.056, 9.0, 24.0, 0.99695, 3.22, 0.82, 10.3, negative
6.8, 0.5, 0.11, 1.5, 0.075, 16.0, 49.0, 0.99545, 3.36, 0.79, 9.5, negative
8.4, 0.635, 0.36, 2.0, 0.089, 15.0, 55.0, 0.99745, 3.31, 0.57, 10.4, positive
8.0, 0.38, 0.06, 1.8, 0.078, 12.0, 49.0, 0.99625, 3.37, 0.52, 9.9, negative
6.9, 0.52, 0.25, 2.6, 0.081, 10.0, 37.0, 0.99685, 3.46, 0.5, 11.0, negative
8.2, 1.0, 0.09, 2.3, 0.065, 7.0, 37.0, 0.99685, 3.32, 0.55, 9.0, negative
7.2, 0.63, 0.0, 1.9, 0.097, 14.0, 38.0, 0.99675, 3.37, 0.58, 9.0, negative
15.0, 0.21, 0.44, 2.2, 0.075, 10.0, 24.0, 1.00005, 3.07, 0.84, 9.2, negative
7.1, 0.68, 0.07, 1.9, 0.075, 16.0, 51.0, 0.99685, 3.38, 0.52, 9.5, negative
7.3, 0.66, 0.0, 2.0, 0.084, 6.0, 23.0, 0.9983, 3.61, 0.96, 9.9, negative
7.7, 0.41, 0.76, 1.8, 0.611, 8.0, 45.0, 0.9968, 3.06, 1.26, 9.4, negative
8.0, 0.52, 0.03, 1.7, 0.07, 10.0, 35.0, 0.99575, 3.34, 0.57, 10.0, negative
7.9, 0.35, 0.46, 3.6, 0.078, 15.0, 37.0, 0.9973, 3.35, 0.86, 12.8, negative
6.9, 0.54, 0.04, 3.0, 0.077, 7.0, 27.0, 0.9987, 3.69, 0.91, 9.4, negative
7.9, 0.545, 0.06, 4.0, 0.087, 27.0, 61.0, 0.9965, 3.36, 0.67, 10.7, negative
8.9, 0.4, 0.32, 5.6, 0.087, 10.0, 47.0, 0.9991, 3.38, 0.77, 10.5, negative
7.6, 0.52, 0.12, 3.0, 0.067, 12.0, 53.0, 0.9971, 3.36, 0.57, 9.1, negative
11.0, 0.2, 0.48, 2.0, 0.343, 6.0, 18.0, 0.9979, 3.3, 0.71, 10.5, negative
10.8, 0.5, 0.46, 2.5, 0.073, 5.0, 27.0, 1.0001, 3.05, 0.64, 9.5, negative
10.6, 0.83, 0.37, 2.6, 0.086, 26.0, 70.0, 0.9981, 3.16, 0.52, 9.9, negative
8.3, 0.705, 0.12, 2.6, 0.092, 12.0, 28.0, 0.9994, 3.51, 0.72, 10.0, negative
10.3, 0.41, 0.42, 2.4, 0.213, 6.0, 14.0, 0.9994, 3.19, 0.62, 9.5, negative
7.9, 0.53, 0.24, 2.0, 0.072, 15.0, 105.0, 0.996, 3.27, 0.54, 9.4, negative
9.0, 0.46, 0.31, 2.8, 0.093, 19.0, 98.0, 0.99815, 3.32, 0.63, 9.5, negative
10.0, 0.49, 0.2, 11.0, 0.071, 13.0, 50.0, 1.0015, 3.16, 0.69, 9.2, negative
10.3, 0.44, 0.5, 4.5, 0.107, 5.0, 13.0, 0.998, 3.28, 0.83, 11.5, negative
13.4, 0.27, 0.62, 2.6, 0.082, 6.0, 21.0, 1.0002, 3.16, 0.67, 9.7, negative
8.0, 0.58, 0.28, 3.2, 0.066, 21.0, 114.0, 0.9973, 3.22, 0.54, 9.4, negative
8.9, 0.43, 0.45, 1.9, 0.052, 6.0, 16.0, 0.9948, 3.35, 0.7, 12.5, negative
7.8, 0.43, 0.32, 2.8, 0.08, 29.0, 58.0, 0.9974, 3.31, 0.64, 10.3, negative
12.2, 0.34, 0.5, 2.4, 0.066, 10.0, 21.0, 1.0, 3.12, 1.18, 9.2, negative
10.6, 0.42, 0.48, 2.7, 0.065, 5.0, 18.0, 0.9972, 3.21, 0.87, 11.3, negative
11.9, 0.57, 0.5, 2.6, 0.082, 6.0, 32.0, 1.0006, 3.12, 0.78, 10.7, negative
11.9, 0.43, 0.66, 3.1, 0.109, 10.0, 23.0, 1.0, 3.15, 0.85, 10.4, negative
12.8, 0.615, 0.66, 5.8, 0.083, 7.0, 42.0, 1.0022, 3.07, 0.73, 10.0, negative
