@relation winequality-red-4
@attribute FixedAcidity real [4.6, 15.9]
@attribute VolatileAcidity real [0.12, 1.58]
@attribute CitricAcid real [0.0, 1.0]
@attribute ResidualSugar real [0.9, 15.5]
@attribute Chlorides real [0.012, 0.611]
@attribute FreeSulfurDioxide real [1.0, 72.0]
@attribute TotalSulfurDioxide real [6.0, 289.0]
@attribute Density real [0.99007, 1.00369]
@attribute PH real [2.74, 4.01]
@attribute Sulphates real [0.33, 2.0]
@attribute Alcohol real [8.4, 14.9]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
5.6, 0.615, 0.0, 1.6, 0.089, 16.0, 59.0, 0.9943, 3.58, 0.52, 9.9, negative
7.8, 0.61, 0.29, 1.6, 0.114, 9.0, 29.0, 0.9974, 3.26, 1.56, 9.1, negative
8.1, 0.56, 0.28, 1.7, 0.368, 16.0, 56.0, 0.9968, 3.11, 1.28, 9.3, negative
7.6, 0.41, 0.24, 1.8, 0.08, 4.0, 11.0, 0.9962, 3.28, 0.59, 9.5, negative
6.9, 0.685, 0.0, 2.5, 0.105, 22.0, 37.0, 0.9966, 3.46, 0.57, 10.6, negative
5.2, 0.32, 0.25, 1.8, 0.103, 13.0, 50.0, 0.9957, 3.38, 0.55, 9.2, negative
6.8, 0.67, 0.02, 1.8, 0.05, 5.0, 11.0, 0.9962, 3.48, 0.52, 9.5, negative
7.7, 0.935, 0.43, 2.2, 0.114, 22.0, 114.0, 0.997, 3.25, 0.73, 9.2, negative
8.6, 0.38, 0.36, 3.0, 0.081, 30.0, 119.0, 0.997, 3.2, 0.56, 9.4, negative
7.6, 0.51, 0.15, 2.8, 0.11, 33.0, 73.0, 0.9955, 3.17, 0.63, 10.2, negative
7.3, 0.39, 0.31, 2.4, 0.074, 9.0, 46.0, 0.9962, 3.41, 0.54, 9.4, negative
8.8, 0.4, 0.4, 2.2, 0.079, 19.0, 52.0, 0.998, 3.44, 0.64, 9.2, negative
7.5, 0.52, 0.16, 1.9, 0.085, 12.0, 35.0, 0.9968, 3.38, 0.62, 9.5, negative
8.0, 0.705, 0.05, 1.9, 0.074, 8.0, 19.0, 0.9962, 3.34, 0.95, 10.5, negative
7.7, 0.69, 0.22, 1.9, 0.084, 18.0, 94.0, 0.9961, 3.31, 0.48, 9.5, negative
6.7, 0.75, 0.12, 2.0, 0.086, 12.0, 80.0, 0.9958, 3.38, 0.52, 10.1, negative
7.4, 0.5, 0.47, 2.0, 0.086, 21.0, 73.0, 0.997, 3.36, 0.57, 9.1, negative
8.6, 0.49, 0.28, 1.9, 0.11, 20.0, 136.0, 0.9972, 2.93, 1.95, 9.9, negative
7.9, 0.52, 0.26, 1.9, 0.079, 42.0, 140.0, 0.9964, 3.23, 0.54, 9.5, negative
8.6, 0.49, 0.29, 2.0, 0.11, 19.0, 133.0, 0.9972, 2.93, 1.98, 9.8, negative
4.7, 0.6, 0.17, 2.3, 0.058, 17.0, 106.0, 0.9932, 3.85, 0.6, 12.9, negative
7.6, 0.9, 0.06, 2.5, 0.079, 5.0, 10.0, 0.9967, 3.39, 0.56, 9.8, negative
8.1, 0.785, 0.52, 2.0, 0.122, 37.0, 153.0, 0.9969, 3.21, 0.69, 9.3, negative
7.8, 0.56, 0.19, 1.8, 0.104, 12.0, 47.0, 0.9964, 3.19, 0.93, 9.5, negative
7.0, 0.69, 0.08, 1.8, 0.097, 22.0, 89.0, 0.9959, 3.34, 0.54, 9.2, negative
8.2, 1.33, 0.0, 1.7, 0.081, 3.0, 12.0, 0.9964, 3.53, 0.49, 10.9, negative
6.6, 0.5, 0.01, 1.5, 0.06, 17.0, 26.0, 0.9952, 3.4, 0.58, 9.8, negative
8.4, 0.745, 0.11, 1.9, 0.09, 16.0, 63.0, 0.9965, 3.19, 0.82, 9.6, negative
8.3, 0.715, 0.15, 1.8, 0.089, 10.0, 52.0, 0.9968, 3.23, 0.77, 9.5, negative
8.1, 0.67, 0.55, 1.8, 0.117, 32.0, 141.0, 0.9968, 3.17, 0.62, 9.4, negative
8.2, 0.4, 0.44, 2.8, 0.089, 11.0, 43.0, 0.9975, 3.53, 0.61, 10.5, negative
7.5, 0.6, 0.03, 1.8, 0.095, 25.0, 99.0, 0.995, 3.35, 0.54, 10.1, negative
7.5, 0.6, 0.03, 1.8, 0.095, 25.0, 99.0, 0.995, 3.35, 0.54, 10.1, negative
7.3, 0.59, 0.26, 7.2, 0.07, 35.0, 121.0, 0.9981, 3.37, 0.49, 9.4, negative
7.3, 0.55, 0.03, 1.6, 0.072, 17.0, 42.0, 0.9956, 3.37, 0.48, 9.0, positive
7.9, 0.885, 0.03, 1.8, 0.058, 4.0, 8.0, 0.9972, 3.36, 0.33, 9.1, positive
8.0, 0.42, 0.17, 2.0, 0.073, 6.0, 18.0, 0.9972, 3.29, 0.61, 9.2, negative
6.9, 0.5, 0.04, 1.5, 0.085, 19.0, 49.0, 0.9958, 3.35, 0.78, 9.5, negative
7.2, 0.73, 0.02, 2.5, 0.076, 16.0, 42.0, 0.9972, 3.44, 0.52, 9.3, negative
8.9, 0.31, 0.57, 2.0, 0.111, 26.0, 85.0, 0.9971, 3.26, 0.53, 9.7, negative
7.9, 0.5, 0.33, 2.0, 0.084, 15.0, 143.0, 0.9968, 3.2, 0.55, 9.5, negative
7.9, 0.49, 0.32, 1.9, 0.082, 17.0, 144.0, 0.9968, 3.2, 0.55, 9.5, negative
6.4, 0.37, 0.25, 1.9, 0.074, 21.0, 49.0, 0.9974, 3.57, 0.62, 9.8, negative
7.6, 0.55, 0.21, 2.2, 0.071, 7.0, 28.0, 0.9964, 3.28, 0.55, 9.7, negative
7.0, 0.43, 0.36, 1.6, 0.089, 14.0, 37.0, 0.99615, 3.34, 0.56, 9.2, negative
7.4, 0.53, 0.26, 2.0, 0.101, 16.0, 72.0, 0.9957, 3.15, 0.57, 9.4, negative
8.9, 0.59, 0.5, 2.0, 0.337, 27.0, 81.0, 0.9964, 3.04, 1.61, 9.5, negative
7.7, 0.58, 0.1, 1.8, 0.102, 28.0, 109.0, 0.99565, 3.08, 0.49, 9.8, negative
8.0, 0.57, 0.23, 3.2, 0.073, 17.0, 119.0, 0.99675, 3.26, 0.57, 9.3, negative
9.4, 0.34, 0.37, 2.2, 0.075, 5.0, 13.0, 0.998, 3.22, 0.62, 9.2, negative
6.6, 0.695, 0.0, 2.1, 0.075, 12.0, 56.0, 0.9968, 3.49, 0.67, 9.2, negative
12.5, 0.56, 0.49, 2.4, 0.064, 5.0, 27.0, 0.9999, 3.08, 0.87, 10.9, negative
11.8, 0.26, 0.52, 1.8, 0.071, 6.0, 10.0, 0.9968, 3.2, 0.72, 10.2, negative
7.7, 0.27, 0.68, 3.5, 0.358, 5.0, 10.0, 0.9972, 3.25, 1.08, 9.9, negative
9.9, 0.59, 0.07, 3.4, 0.102, 32.0, 71.0, 1.00015, 3.31, 0.71, 9.8, negative
13.3, 0.34, 0.52, 3.2, 0.094, 17.0, 53.0, 1.0014, 3.05, 0.81, 9.5, negative
7.5, 0.53, 0.06, 2.6, 0.086, 20.0, 44.0, 0.9965, 3.38, 0.59, 10.7, negative
7.4, 0.67, 0.12, 1.6, 0.186, 5.0, 21.0, 0.996, 3.39, 0.54, 9.5, negative
7.6, 0.62, 0.32, 2.2, 0.082, 7.0, 54.0, 0.9966, 3.36, 0.52, 9.4, negative
9.6, 0.56, 0.23, 3.4, 0.102, 37.0, 92.0, 0.9996, 3.3, 0.65, 10.1, negative
12.5, 0.28, 0.54, 2.3, 0.082, 12.0, 29.0, 0.9997, 3.11, 1.36, 9.8, negative
7.0, 0.685, 0.0, 1.9, 0.067, 40.0, 63.0, 0.9979, 3.6, 0.81, 9.9, negative
10.7, 0.67, 0.22, 2.7, 0.107, 17.0, 34.0, 1.0004, 3.28, 0.98, 9.9, negative
6.7, 0.75, 0.01, 2.4, 0.078, 17.0, 32.0, 0.9955, 3.55, 0.61, 12.8, negative
10.4, 0.575, 0.61, 2.6, 0.076, 11.0, 24.0, 1.0, 3.16, 0.69, 9.0, negative
7.9, 0.24, 0.4, 1.6, 0.056, 11.0, 25.0, 0.9967, 3.32, 0.87, 8.7, negative
9.1, 0.28, 0.48, 1.8, 0.067, 26.0, 46.0, 0.9967, 3.32, 1.04, 10.6, negative
