@relation ecoli-0-1_vs_2-3-5
@attribute a1 real [0.0, 89.0]
@attribute a2 real [3.0, 88.0]
@attribute a3 real [1.0, 48.0]
@attribute a4 real [1.0, 5.0]
@attribute a5 real [0.0, 88.0]
@attribute a6 real [1.0, 94.0]
@attribute a7 real [0.0, 99.0]
@attribute class {positive, negative}
@inputs a1, a2, a3, a4, a5, a6, a7
@outputs class
@data
67.0, 39.0, 48.0, 5.0, 36.0, 38.0, 46.0, negative
25.0, 4.0, 48.0, 5.0, 46.0, 44.0, 52.0, negative
36.0, 39.0, 48.0, 5.0, 48.0, 22.0, 23.0, negative
25.0, 4.0, 48.0, 5.0, 47.0, 33.0, 42.0, negative
21.0, 51.0, 48.0, 5.0, 5.0, 32.0, 41.0, negative
43.0, 37.0, 48.0, 5.0, 53.0, 35.0, 44.0, negative
56.0, 51.0, 48.0, 5.0, 34.0, 37.0, 46.0, negative
36.0, 54.0, 48.0, 5.0, 41.0, 38.0, 46.0, negative
32.0, 42.0, 48.0, 5.0, 35.0, 28.0, 38.0, negative
43.0, 4.0, 48.0, 5.0, 39.0, 28.0, 39.0, negative
25.0, 37.0, 48.0, 5.0, 41.0, 33.0, 42.0, negative
34.0, 28.0, 48.0, 5.0, 41.0, 35.0, 44.0, negative
36.0, 56.0, 48.0, 5.0, 43.0, 45.0, 53.0, negative
4.0, 46.0, 48.0, 5.0, 52.0, 49.0, 56.0, negative
52.0, 44.0, 48.0, 5.0, 37.0, 36.0, 42.0, negative
5.0, 51.0, 48.0, 5.0, 27.0, 23.0, 34.0, negative
65.0, 55.0, 48.0, 5.0, 34.0, 37.0, 28.0, negative
24.0, 34.0, 48.0, 5.0, 38.0, 3.0, 4.0, negative
43.0, 32.0, 48.0, 5.0, 33.0, 45.0, 52.0, negative
49.0, 43.0, 48.0, 5.0, 49.0, 3.0, 4.0, negative
34.0, 42.0, 48.0, 5.0, 41.0, 34.0, 43.0, negative
29.0, 28.0, 48.0, 5.0, 5.0, 42.0, 5.0, negative
4.0, 46.0, 48.0, 5.0, 42.0, 35.0, 44.0, negative
37.0, 44.0, 48.0, 5.0, 42.0, 39.0, 47.0, negative
0.0, 38.0, 48.0, 5.0, 42.0, 48.0, 55.0, negative
3.0, 44.0, 48.0, 5.0, 49.0, 22.0, 33.0, negative
27.0, 3.0, 48.0, 5.0, 71.0, 28.0, 39.0, negative
36.0, 42.0, 48.0, 5.0, 53.0, 32.0, 41.0, negative
22.0, 34.0, 48.0, 5.0, 42.0, 29.0, 39.0, negative
6.0, 61.0, 48.0, 5.0, 49.0, 92.0, 37.0, negative
44.0, 52.0, 48.0, 5.0, 43.0, 47.0, 54.0, negative
27.0, 35.0, 48.0, 5.0, 51.0, 77.0, 79.0, negative
52.0, 39.0, 48.0, 5.0, 65.0, 71.0, 73.0, negative
29.0, 47.0, 48.0, 5.0, 71.0, 65.0, 69.0, negative
12.0, 67.0, 48.0, 5.0, 74.0, 58.0, 63.0, negative
54.0, 49.0, 48.0, 5.0, 4.0, 87.0, 88.0, negative
47.0, 59.0, 48.0, 5.0, 52.0, 76.0, 79.0, negative
63.0, 5.0, 48.0, 5.0, 59.0, 85.0, 86.0, negative
45.0, 4.0, 48.0, 5.0, 61.0, 74.0, 77.0, negative
71.0, 4.0, 48.0, 5.0, 71.0, 7.0, 74.0, negative
6.0, 5.0, 1.0, 5.0, 54.0, 77.0, 8.0, negative
6.0, 46.0, 48.0, 5.0, 45.0, 81.0, 83.0, negative
11.0, 5.0, 48.0, 5.0, 58.0, 72.0, 68.0, negative
52.0, 54.0, 48.0, 5.0, 62.0, 76.0, 79.0, negative
85.0, 53.0, 48.0, 5.0, 53.0, 52.0, 35.0, positive
7.0, 39.0, 1.0, 5.0, 51.0, 82.0, 84.0, positive
78.0, 68.0, 48.0, 5.0, 83.0, 4.0, 29.0, positive
65.0, 51.0, 48.0, 5.0, 66.0, 54.0, 33.0, positive
63.0, 49.0, 48.0, 5.0, 79.0, 45.0, 28.0, positive
