@relation ecoli-0-6-7_vs_3-5
@attribute a1 real [0.0, 78.0]
@attribute a2 real [1.0, 88.0]
@attribute a3 real [1.0, 48.0]
@attribute a4 real [1.0, 5.0]
@attribute a5 real [3.0, 88.0]
@attribute a6 real [2.0, 84.0]
@attribute a7 real [0.0, 85.0]
@attribute class {positive, negative}
@inputs a1, a2, a3, a4, a5, a6, a7
@outputs class
@data
56.0, 4.0, 48.0, 5.0, 49.0, 37.0, 46.0, negative
25.0, 48.0, 48.0, 5.0, 44.0, 17.0, 29.0, negative
39.0, 32.0, 48.0, 5.0, 46.0, 24.0, 35.0, negative
51.0, 5.0, 48.0, 5.0, 46.0, 32.0, 35.0, negative
25.0, 4.0, 48.0, 5.0, 46.0, 44.0, 52.0, negative
53.0, 38.0, 48.0, 5.0, 44.0, 26.0, 36.0, negative
4.0, 29.0, 48.0, 5.0, 42.0, 35.0, 44.0, negative
24.0, 35.0, 48.0, 5.0, 31.0, 19.0, 31.0, negative
29.0, 52.0, 48.0, 5.0, 42.0, 29.0, 39.0, negative
32.0, 42.0, 48.0, 5.0, 35.0, 28.0, 38.0, negative
33.0, 45.0, 48.0, 5.0, 52.0, 32.0, 41.0, negative
3.0, 37.0, 48.0, 5.0, 59.0, 41.0, 49.0, negative
4.0, 5.0, 48.0, 5.0, 45.0, 39.0, 47.0, negative
28.0, 38.0, 48.0, 5.0, 5.0, 33.0, 42.0, negative
43.0, 4.0, 48.0, 5.0, 39.0, 28.0, 39.0, negative
23.0, 33.0, 48.0, 5.0, 43.0, 33.0, 43.0, negative
23.0, 58.0, 48.0, 5.0, 37.0, 53.0, 59.0, negative
52.0, 57.0, 48.0, 5.0, 42.0, 47.0, 54.0, negative
24.0, 43.0, 48.0, 5.0, 37.0, 28.0, 38.0, negative
41.0, 43.0, 48.0, 5.0, 45.0, 31.0, 41.0, negative
5.0, 51.0, 48.0, 5.0, 27.0, 23.0, 34.0, negative
53.0, 42.0, 48.0, 5.0, 16.0, 29.0, 39.0, negative
4.0, 42.0, 48.0, 5.0, 37.0, 27.0, 27.0, negative
64.0, 76.0, 48.0, 5.0, 45.0, 35.0, 38.0, negative
51.0, 46.0, 48.0, 5.0, 58.0, 31.0, 41.0, negative
43.0, 32.0, 48.0, 5.0, 33.0, 45.0, 52.0, negative
24.0, 41.0, 48.0, 5.0, 49.0, 23.0, 34.0, negative
28.0, 33.0, 48.0, 5.0, 45.0, 22.0, 33.0, negative
23.0, 34.0, 48.0, 5.0, 43.0, 26.0, 37.0, negative
0.0, 38.0, 48.0, 5.0, 42.0, 48.0, 55.0, negative
3.0, 44.0, 48.0, 5.0, 49.0, 22.0, 33.0, negative
27.0, 3.0, 48.0, 5.0, 71.0, 28.0, 39.0, negative
64.0, 72.0, 48.0, 5.0, 49.0, 42.0, 19.0, negative
32.0, 39.0, 48.0, 5.0, 53.0, 28.0, 38.0, negative
69.0, 67.0, 48.0, 5.0, 3.0, 39.0, 24.0, negative
69.0, 8.0, 48.0, 5.0, 46.0, 57.0, 26.0, negative
63.0, 8.0, 48.0, 5.0, 46.0, 31.0, 29.0, negative
66.0, 71.0, 48.0, 5.0, 41.0, 5.0, 35.0, negative
64.0, 81.0, 48.0, 5.0, 37.0, 39.0, 44.0, negative
62.0, 83.0, 48.0, 5.0, 46.0, 36.0, 4.0, negative
75.0, 55.0, 1.0, 1.0, 4.0, 47.0, 3.0, positive
7.0, 39.0, 1.0, 5.0, 51.0, 82.0, 84.0, positive
74.0, 9.0, 48.0, 5.0, 57.0, 53.0, 29.0, positive
65.0, 51.0, 48.0, 5.0, 66.0, 54.0, 33.0, positive
64.0, 57.0, 48.0, 5.0, 7.0, 33.0, 26.0, positive
