@relation ecoli-0-1-3-7_vs_2-6
@attribute Mcg real[0.0,89.0]
@attribute Gvh real[1.0,88.0]
@attribute Lip real[1.0,48.0]
@attribute Chg real[1.0,5.0]
@attribute Aac real[0.0,88.0]
@attribute Alm1 real[1.0,94.0]
@attribute Alm2 real[0.0,99.0]
@attribute Class {positive,negative}
@inputs Mcg, Gvh, Lip, Chg, Aac, Alm1, Alm2
@output Class
@data
67.0, 39.0, 48.0, 5.0, 36.0, 38.0, 46.0, negative
21.0, 34.0, 48.0, 5.0, 51.0, 28.0, 39.0, negative
42.0, 4.0, 48.0, 5.0, 56.0, 18.0, 3.0, negative
25.0, 4.0, 48.0, 5.0, 46.0, 44.0, 52.0, negative
29.0, 37.0, 48.0, 5.0, 48.0, 44.0, 52.0, negative
32.0, 42.0, 48.0, 5.0, 35.0, 28.0, 38.0, negative
17.0, 38.0, 48.0, 5.0, 45.0, 42.0, 5.0, negative
44.0, 35.0, 48.0, 5.0, 55.0, 55.0, 61.0, negative
22.0, 36.0, 48.0, 5.0, 35.0, 39.0, 47.0, negative
23.0, 58.0, 48.0, 5.0, 37.0, 53.0, 59.0, negative
54.0, 47.0, 48.0, 5.0, 28.0, 33.0, 42.0, negative
42.0, 38.0, 48.0, 5.0, 54.0, 34.0, 43.0, negative
35.0, 48.0, 48.0, 5.0, 56.0, 4.0, 48.0, negative
24.0, 43.0, 48.0, 5.0, 37.0, 28.0, 38.0, negative
29.0, 41.0, 48.0, 5.0, 48.0, 38.0, 46.0, negative
41.0, 43.0, 48.0, 5.0, 45.0, 31.0, 41.0, negative
36.0, 56.0, 48.0, 5.0, 43.0, 45.0, 53.0, negative
5.0, 49.0, 48.0, 5.0, 49.0, 46.0, 53.0, negative
5.0, 51.0, 48.0, 5.0, 27.0, 23.0, 34.0, negative
65.0, 55.0, 48.0, 5.0, 34.0, 37.0, 28.0, negative
24.0, 34.0, 48.0, 5.0, 38.0, 3.0, 4.0, negative
34.0, 35.0, 48.0, 5.0, 51.0, 49.0, 56.0, negative
25.0, 51.0, 48.0, 5.0, 37.0, 42.0, 5.0, negative
22.0, 34.0, 48.0, 5.0, 42.0, 29.0, 39.0, negative
16.0, 43.0, 48.0, 5.0, 54.0, 27.0, 37.0, negative
34.0, 49.0, 48.0, 5.0, 58.0, 85.0, 8.0, negative
52.0, 39.0, 48.0, 5.0, 65.0, 71.0, 73.0, negative
12.0, 67.0, 48.0, 5.0, 74.0, 58.0, 63.0, negative
73.0, 36.0, 48.0, 5.0, 53.0, 91.0, 92.0, negative
84.0, 44.0, 48.0, 5.0, 48.0, 71.0, 74.0, negative
48.0, 41.0, 48.0, 5.0, 51.0, 9.0, 88.0, negative
47.0, 55.0, 48.0, 5.0, 58.0, 71.0, 75.0, negative
33.0, 56.0, 48.0, 5.0, 33.0, 78.0, 8.0, negative
6.0, 61.0, 48.0, 5.0, 54.0, 67.0, 71.0, negative
63.0, 54.0, 48.0, 5.0, 65.0, 79.0, 81.0, negative
7.0, 4.0, 48.0, 5.0, 56.0, 86.0, 83.0, negative
16.0, 51.0, 48.0, 5.0, 33.0, 39.0, 48.0, negative
12.0, 43.0, 48.0, 5.0, 63.0, 7.0, 74.0, negative
63.0, 65.0, 48.0, 5.0, 66.0, 67.0, 71.0, negative
34.0, 67.0, 48.0, 5.0, 52.0, 76.0, 79.0, negative
59.0, 56.0, 48.0, 5.0, 55.0, 8.0, 82.0, negative
36.0, 47.0, 48.0, 5.0, 51.0, 69.0, 72.0, negative
52.0, 54.0, 48.0, 5.0, 62.0, 76.0, 79.0, negative
1.0, 49.0, 48.0, 5.0, 41.0, 67.0, 21.0, negative
61.0, 47.0, 48.0, 5.0, 0.0, 8.0, 32.0, negative
7.0, 39.0, 1.0, 5.0, 51.0, 82.0, 84.0, negative
65.0, 57.0, 48.0, 5.0, 47.0, 47.0, 51.0, negative
72.0, 86.0, 48.0, 5.0, 17.0, 55.0, 21.0, negative
71.0, 86.0, 48.0, 5.0, 4.0, 54.0, 32.0, negative
7.0, 71.0, 48.0, 5.0, 42.0, 84.0, 85.0, negative
64.0, 81.0, 48.0, 5.0, 37.0, 39.0, 44.0, negative
56.0, 54.0, 48.0, 5.0, 43.0, 37.0, 3.0, negative
74.0, 56.0, 48.0, 5.0, 47.0, 68.0, 3.0, negative
61.0, 6.0, 48.0, 5.0, 44.0, 39.0, 38.0, negative
59.0, 61.0, 48.0, 5.0, 42.0, 42.0, 37.0, negative
77.0, 57.0, 1.0, 5.0, 37.0, 54.0, 1.0, positive
