@relation glass-0-1-6_vs_5
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 2.88047]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 2.70135]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive,negative}
@input RI,Na,Mg,Al,Si,K,Ca,Ba,Fe
@output Class
@data
1.51898632, 13.58285, 3.34954, 1.23053, 72.078, 0.58995, 8.90548, 0.0, 0.0, negative
1.51919134, 14.417, 3.57853, 1.36856, 72.078, 0.5589, 8.30292, 0.0, 0.0, negative
1.51761952, 12.79815, 3.65935, 1.26905, 73.0076, 0.60237, 8.56116, 0.0, 0.0, negative
1.51755118, 13.4831, 3.74017, 1.16954, 72.9908, 0.58995, 8.03392, 0.0, 0.0, negative
1.52666318, 13.9885, 3.69976, 0.71051, 71.5684, 0.01863, 9.82008, 0.0, 0.051, negative
1.52171992, 13.4831, 3.74017, 0.8999, 72.0108, 0.18009, 9.60488, 0.0, 0.0357, negative
1.51796122, 12.7383, 3.47975, 1.3493, 72.9572, 0.63963, 8.67952, 0.0, 0.0, negative
1.51807512, 13.4299, 2.86911, 1.1888, 72.8396, 0.55269, 9.0346, 0.0, 0.0, negative
1.5174145, 13.2703, 3.61894, 1.24016, 73.0804, 0.55269, 8.0662, 0.0, 0.0, negative
1.51755118, 12.7117, 3.42138, 1.19843, 73.198, 0.58995, 8.63648, 0.0, 0.0, negative
1.51629828, 12.7117, 3.33158, 1.49054, 73.282, 0.67068, 8.23836, 0.0, 0.0, negative
1.51891798, 13.46315, 3.82997, 1.25942, 72.5484, 0.57132, 8.20608, 0.0, 0.0714, negative
1.51871296, 12.93115, 3.65935, 1.56116, 72.5092, 0.57753, 8.5504, 0.0, 0.0612, negative
1.51618438, 13.01095, 3.5022, 1.48091, 72.89, 0.60237, 8.12, 0.0, 0.0, negative
1.51666276, 12.9378, 3.60996, 1.25942, 72.75, 0.5589, 8.6042, 0.0, 0.0, negative
1.51743728, 12.19965, 3.25076, 1.15991, 73.5508, 0.621, 8.89472, 0.0, 0.1224, negative
1.51828014, 13.23705, 3.90181, 1.41029, 72.33, 0.55269, 8.31368, 0.0, 0.051, negative
1.5159338, 13.09075, 3.592, 1.51943, 73.0972, 0.67068, 7.82948, 0.0, 0.0, negative
1.5159338, 13.09075, 3.52016, 1.55153, 72.8676, 0.6831, 8.04468, 0.0, 0.459, negative
1.51613882, 13.922, 3.52016, 1.24979, 72.8788, 0.3726, 7.93708, 0.0, 0.0714, negative
1.51841682, 12.93115, 3.74017, 1.10855, 72.2796, 0.63963, 8.95928, 0.0, 0.1122, negative
1.52019366, 13.98185, 1.35149, 1.62857, 71.7588, 0.39123, 10.56252, 0.0, 0.51, negative
1.51800678, 13.7092, 3.92875, 1.53869, 71.8092, 0.54027, 8.20608, 0.0, 0.0765, negative
1.53124196, 10.73, 0.0, 2.10044, 69.81, 0.57753, 13.29556, 3.15, 0.1428, negative
1.51663998, 12.93115, 3.53812, 1.61894, 72.9572, 0.63963, 8.03392, 0.0, 0.1071, negative
1.5266404, 11.22875, 0.0, 0.7715, 73.2092, 0.0, 14.6836, 0.0, 0.0, negative
1.5163894, 14.36755, 0.0, 2.73923, 72.8508, 0.0, 9.45424, 0.53865, 0.0, negative
1.51545542, 14.14145, 0.0, 2.68145, 73.3884, 0.08073, 9.06688, 0.6111, 0.0255, negative
1.51645774, 14.93945, 0.0, 1.86932, 73.1084, 0.0, 8.66876, 1.3797, 0.0, negative
1.5171867, 14.75325, 0.0, 2.00093, 73.0188, 0.0, 8.52888, 1.59075, 0.0408, negative
1.51711836, 14.2279, 0.0, 2.08118, 73.3604, 0.0, 8.61496, 1.6695, 0.0, negative
1.51531874, 14.38085, 0.0, 2.65898, 73.0972, 0.03726, 9.07764, 0.63945, 0.0, negative
1.51657164, 14.7998, 0.0, 1.9913, 73.1084, 0.0, 8.2814, 1.71045, 0.0, negative
1.51732338, 14.95275, 0.0, 1.7987, 72.9908, 0.0, 8.61496, 1.5498, 0.0, negative
1.51613882, 13.8821, 1.77804, 1.78907, 73.0972, 0.0, 8.66876, 0.75915, 0.0, negative
1.5196925, 14.5604, 0.0, 0.55964, 73.478, 0.0, 11.21888, 0.0, 0.0, positive
1.51115, 17.38, 0.0, 0.34136, 75.41, 0.0, 6.64588, 0.0, 0.0, positive
