,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.5080385852090032,0.6270096463022508,0.5144694533762058,0.6559485530546624,0.6141479099678456,0.7234726688102894
FOLD 2,0.4984126984126984,0.6603174603174603,0.5396825396825397,0.6761904761904762,0.7523809523809524,0.726984126984127
FOLD 3,0.49523809523809526,0.6317460317460317,0.4857142857142857,0.638095238095238,0.7333333333333333,0.7238095238095238
FOLD 4,0.5047021943573667,0.6489028213166145,0.5078369905956113,0.64576802507837,0.6363636363636364,0.7335423197492164
FOLD 5,0.5212121212121212,0.6242424242424243,0.693939393939394,0.6575757575757576,0.6787878787878788,0.7424242424242424
FOLD 6,0.5515151515151515,0.5969696969696969,0.5363636363636364,0.6696969696969697,0.6818181818181818,0.7363636363636363
FOLD 7,0.5454545454545454,0.603030303030303,0.6666666666666666,0.6636363636363637,0.706060606060606,0.7606060606060606
FOLD 8,0.5545454545454546,0.6151515151515151,0.6606060606060606,0.5636363636363636,0.7606060606060606,0.7424242424242424
FOLD 9,0.5333333333333333,0.6272727272727273,0.6515151515151515,0.6424242424242425,0.7212121212121212,0.7575757575757576
FOLD 10,0.5212121212121212,0.5909090909090909,0.5151515151515151,0.6303030303030303,0.706060606060606,0.7515151515151515
MEAN,0.5233664300489891,0.6225551717258114,0.5771945693611066,0.6443275019691475,0.6990771286591222,0.7398717730262246
