,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.5819935691318328,0.7363344051446945,0.6141479099678456,0.662379421221865,0.7331189710610932,0.6977491961414791
FOLD 2,0.5841269841269842,0.7492063492063492,0.6,0.6952380952380952,0.7968253968253968,0.6984126984126984
FOLD 3,0.5682539682539682,0.7111111111111111,0.6,0.6793650793650794,0.7777777777777778,0.6984126984126984
FOLD 4,0.5893416927899686,0.7335423197492164,0.6112852664576802,0.6739811912225705,0.7335423197492164,0.7210031347962382
FOLD 5,0.6090909090909091,0.7303030303030303,0.6151515151515151,0.6878787878787879,0.7666666666666667,0.7242424242424242
FOLD 6,0.6303030303030303,0.7181818181818181,0.6363636363636364,0.693939393939394,0.7515151515151515,0.7181818181818181
FOLD 7,0.6454545454545455,0.7,0.6393939393939394,0.7090909090909091,0.803030303030303,0.7151515151515152
FOLD 8,0.6242424242424243,0.7424242424242424,0.603030303030303,0.6666666666666666,0.793939393939394,0.7242424242424242
FOLD 9,0.6242424242424243,0.7454545454545455,0.6121212121212121,0.6909090909090909,0.7424242424242424,0.7333333333333333
FOLD 10,0.6303030303030303,0.7363636363636363,0.5969696969696969,0.6909090909090909,0.7545454545454545,0.7303030303030303
MEAN,0.6087352577939117,0.7302921457938644,0.6128463479455828,0.6850357726441552,0.7653385677534696,0.716103227321766
