,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.6816720257234726,0.8327974276527331,0.6816720257234726,0.707395498392283,0.0,0.0
FOLD 2,0.6857142857142857,0.8412698412698413,0.6857142857142857,0.6984126984126984,0.0,0.0
FOLD 3,0.6825396825396826,0.8444444444444444,0.6857142857142857,0.7174603174603175,0.0,0.0
FOLD 4,0.7084639498432602,0.8463949843260188,0.7084639498432602,0.7115987460815048,0.0,0.0
FOLD 5,0.7242424242424242,0.8333333333333334,0.7242424242424242,0.7484848484848485,0.0,0.0
FOLD 6,0.7,0.8666666666666667,0.7,0.7181818181818181,0.0,0.0
FOLD 7,0.7242424242424242,0.8515151515151516,0.7242424242424242,0.7363636363636363,0.0,0.0
FOLD 8,0.7212121212121212,0.8363636363636363,0.7212121212121212,0.7575757575757576,0.0,0.0
FOLD 9,0.7303030303030303,0.8484848484848485,0.7303030303030303,0.7454545454545455,0.0,0.0
FOLD 10,0.7393939393939394,0.8515151515151516,0.7393939393939394,0.7272727272727273,0.0,0.0
MEAN,0.709778388321464,0.8452785485571827,0.7100958486389243,0.7268200593680137,0.0,0.0
